faction_id|id|name|type|cp_cost|legend|turn|phase|detachment|description|
AC|000008931006|VIGIL UNENDING|Auric Champions – Epic Deed Stratagem|2|The Custodes do not yield while their duty remains unfulfilled.|Either player’s turn|Fight phase|Auric Champions|<b>WHEN:</b> <a href="/wh40k10ed/the-rules/core-rules/#FIGHT-PHASE">Fight phase</a>.<br><br><b>TARGET:</b> One <span class="tooltip00334" data-tooltip-content="#tooltip_content00334" data-tooltip-anchor="#tooltip_content00334"><span class="kwb">ADEPTUS</span> <span class="kwb">CUSTODES</span> <span class="kwb">CHARACTER</span></span> model from your army that was just <a href="/wh40k10ed/the-rules/core-rules/#Destroyed">destroyed</a> and has not fought this phase. You can use this Stratagem on that unit even though it was just destroyed.<br><br><b>EFFECT:</b> Do not remove your destroyed model from play. The destroyed model can fight after the attacking unit has finished <a href="/wh40k10ed/the-rules/core-rules/#Making-Attacks">making attacks</a>, and is then removed from play.|
AC|000008931007|SHOULDER THE MANTLE|Auric Champions – Epic Deed Stratagem|1|The greatest Custodians know when it is both their duty and their right to command their comrades|Your turn|Movement phase|Auric Champions|<b>WHEN:</b> Your <a href="/wh40k10ed/the-rules/core-rules/#MOVEMENT-PHASE">Movement phase</a>, before the <a href="/wh40k10ed/the-rules/core-rules/#2.-Reinforcements">Reinforcements step</a>.<br><br><b>TARGET:</b> One <span class="tooltip00334" data-tooltip-content="#tooltip_content00334" data-tooltip-anchor="#tooltip_content00334"><span class="kwb">ADEPTUS</span> <span class="kwb">CUSTODES</span> <span class="kwb">CHARACTER</span></span> model from your army that is not leading a unit.<br><br><b>EFFECT:</b> Select one friendly unit (excluding <a href="/wh40k10ed/the-rules/core-rules/#2.-Battle-shock">Battle-shocked</a> and <a href="/wh40k10ed/the-rules/core-rules/#Attached-Units">Attached</a> units) within 2" horizontally and 5" vertically of your model that it could lead (as described in the Leader section of its <a href="/wh40k10ed/the-rules/core-rules/#Datasheets-1">datasheet</a>). Your model attaches to that unit as a Leader. Change that unit’s <a href="/wh40k10ed/the-rules/core-rules/#Starting-Strength">Starting Strength</a> accordingly.|
AC|000008927003|WITCH HUNTERS|Null Maiden Vigil – Battle Tactic Stratagem|1|Null Maidens train to slay psykers with swift martial efficiency, for they know their prey have many weapons beyond just their powers and must not be allowed time or opportunity to employ them.|Either player’s turn|Shooting or Fight phase|Null Maiden Vigil|<b>WHEN:</b> Your <a href="/wh40k10ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a> or the <a href="/wh40k10ed/the-rules/core-rules/#FIGHT-PHASE">Fight phase</a><br><br><b>TARGET:</b> One <span class="tooltip00239" data-tooltip-content="#tooltip_content00239" data-tooltip-anchor="#tooltip_content00239"><span class="kwb">ANATHEMA</span> <span class="kwb">PSYKANA</span></span> unit from your army that has not been selected to shoot or fight this phase<br><br><b>EFFECT:</b> Select either the <span class="kwb2 bluefont"><a href="/wh40k10ed/the-rules/core-rules/#Lethal-Hits">[LETHAL HITS]</a></span> or <span class="kwb2 bluefont"><a href="/wh40k10ed/the-rules/core-rules/#Sustained-Hits">[SUSTAINED HITS 1]</a></span> ability. Until the end of the phase, weapons equipped by models in your unit have the selected ability, but models in your unit can only target <span class="kwb">PSYKER</span> units with their attacks.|
AC|000008927006|PURGATION SWEEP|Null Maiden Vigil – Battle Tactic Stratagem|1|Witchseekers know their role in combat is to spread indiscriminate carnage through the foe’s ranks|Your turn|Shooting phase|Null Maiden Vigil|<b>WHEN:</b> Your <a href="/wh40k10ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a><br><br><b>TARGET:</b> One <a class="kwbOne" href="/wh40k10ed/factions/adeptus-custodes/Witchseekers"><span class="kwb kwbo">WITCHSEEKERS</span></a> unit from your army that has not been selected to shoot this phase<br><br><b>EFFECT:</b> Until the end of the phase, add 1 to the Attacks characteristic of <a href="/wh40k10ed/the-rules/core-rules/#Torrent">Torrent</a> weapons equipped by models in your unit. If such a weapon targets a <span class="kwb">PSYKER</span> or <a href="/wh40k10ed/the-rules/core-rules/#2.-Battle-shock">Battle-shocked</a> unit this phase, add 2 to its Attacks characteristic instead.|
AC|000008927004|ANATHEMA BLADEMASTERY|Null Maiden Vigil – Battle Tactic Stratagem|1|The Vigilators train tirelessly in the art of the swift, beheading strike, with a particular emphasis on the swift elimination of enemy witches.|Either player’s turn|Fight phase|Null Maiden Vigil|<b>WHEN:</b> <a href="/wh40k10ed/the-rules/core-rules/#FIGHT-PHASE">Fight phase</a><br><br><b>TARGET:</b> One <a class="kwbOne" href="/wh40k10ed/factions/adeptus-custodes/Vigilators"><span class="kwb kwbo">VIGILATORS</span></a> unit from your army that has not been selected to fight this phase<br><br><b>EFFECT:</b> Until the end of the phase, each time a model in your unit makes a melee attack, you can re-roll the <a href="/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll">Hit roll</a> If the target of that attack is <a href="/wh40k10ed/the-rules/core-rules/#2.-Battle-shock">Battle-shocked</a> or a <span class="kwb">PSYKER</span>, you can re-roll the <a href="/wh40k10ed/the-rules/core-rules/#2.-Wound-Roll">Wound roll</a> as well.|
AC|000008927002|DESPERATION’S PRICE|Null Maiden Vigil – Strategic Ploy Stratagem|1|To overcome the Null Maidens'auro, enemy psykers overstretch themselves with horrible consequences|Either player’s turn|Any phase|Null Maiden Vigil|<b>WHEN:</b> Any phase, just after an enemy <span class="kwb">PSYKER</span> unit has either finished using a Psychic ability that targets a unit, or finished making <a href="/wh40k10ed/the-rules/core-rules/#Psychic-Weapons-and-Abilities">Psychic Attacks</a><br><br><b>TARGET:</b> One <span class="tooltip00239" data-tooltip-content="#tooltip_content00239" data-tooltip-anchor="#tooltip_content00239"><span class="kwb">ANATHEMA</span> <span class="kwb">PSYKANA</span></span> unit from your army within 18" of that enemy <span class="kwb">PSYKER</span> unit.<br><br><b>EFFECT:</b> That enemy <span class="kwb">PSYKER</span> unit must take a <a href="/wh40k10ed/the-rules/core-rules/#Leadership-Tests">Leadership test</a> If the test is passed, that <span class="kwb">PSYKER</span> unit is <a href="/wh40k10ed/the-rules/core-rules/#2.-Battle-shock">Battle-shocked</a>; if the test is failed that <span class="kwb">PSYKER</span> unit suffers 3 <a href="/wh40k10ed/the-rules/core-rules/#Mortal-Wounds">mortal wounds</a> and is Battle-shocked|
AC|000008927005|PSY-CHAFF VOLLEY|Null Maiden Vigil – Strategic Ploy Stratagem|1|Prosecutors can fire psy-chaff bolts whose esoteric emissions weaken those targets not slain outright.|Your turn|Shooting phase|Null Maiden Vigil|<b>WHEN:</b> Your <a href="/wh40k10ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a>.<br><br><b>TARGET:</b> One <a class="kwbOne" href="/wh40k10ed/factions/adeptus-custodes/Prosecutors"><span class="kwb kwbo">PROSECUTORS</span></a> unit from your army that has just shot.<br><br><b>EFFECT:</b> Select one enemy unit hit by one or more of those attacks. Until the start of your next turn, while your unit is on the battlefield, that enemy unit is prosecuted. While a unit is prosecuted, each time an <span class="tooltip00239" data-tooltip-content="#tooltip_content00239" data-tooltip-anchor="#tooltip_content00239"><span class="kwb">ANATHEMA</span> <span class="kwb">PSYKANA</span></span> model makes an attack against that unit, improve the Armour Penetration characteristic of that attack by 1. While a <span class="kwb">PSYKER</span> or <a href="/wh40k10ed/the-rules/core-rules/#2.-Battle-shock">Battle-shocked</a> unit is prosecuted, each time a model in that unit makes an attack, subtract 1 from the <a href="/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll">Hit roll</a>.|
AC|000008927007|PSYCHIC ABOMINATIONS|Null Maiden Vigil – Strategic Ploy Stratagem|1|Enemies must overcome disorienting waves of revulsion in order to even focus upon Null Maidens.|Opponent’s turn|Shooting phase|Null Maiden Vigil|<b>WHEN:</b> Your opponent’s <a href="/wh40k10ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a>, just after an enemy unit has selected its targets<br><br><b>TARGET:</b> One <span class="tooltip00044" data-tooltip-content="#tooltip_content00044" data-tooltip-anchor="#tooltip_content00044"><span class="kwb">ANATHEMA</span> <span class="kwb">PSYKANA</span> <span class="kwb">INFANTRY</span></span> unit from your army that was selected as the target of one or more of the attacking unit’s attacks<br><br><b>EFFECT:</b> Until the end of the phase, your unit has the <a href="/wh40k10ed/the-rules/core-rules/#_STEALTH">Stealth</a> ability, and <a href="/wh40k10ed/the-rules/core-rules/#2.-Battle-shock">Battle-shocked</a> and <span class="kwb">PSYKER</span> models can only select your unit as a target of a ranged attack if they are within 12"|
AC|000008394007|ARCHEOTECH MUNITIONS|Shield Host  – Wargear Stratagem|1|The Shield Hosts have access to stockpiles of ancient and incredibly rare weaponry and ammunition.|Your turn|Shooting phase|Shield Host|<b>WHEN:</b> Your <a href="/wh40k10ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a><br><br><b>TARGET:</b> One <span class="kwb">ADEPTUS</span> <span class="kwb">CUSTODES</span> unit from your army (excluding <span class="tooltip00239" data-tooltip-content="#tooltip_content00239" data-tooltip-anchor="#tooltip_content00239"><span class="kwb">ANATHEMA</span> <span class="kwb">PSYKANA</span></span> units) that has not been selected to shoot this phase<br><br><b>EFFECT:</b> Select either the <span class="kwb2 bluefont"><a href="/wh40k10ed/the-rules/core-rules/#Lethal-Hits">[LETHAL HITS]</a></span> or <span class="kwb2 bluefont"><a href="/wh40k10ed/the-rules/core-rules/#Sustained-Hits">[SUSTAINED HITS 1]</a></span> ability. Until the end of the phase ranged weapons equipped by models in your unit have the selected ability.|
AC|000008394002|ARCANE GENETIC ALCHEMY|Shield Host – Battle Tactic Stratagem|1|The Adeptus Custodes are individually engineered on a molecular level using secrets of genetic alchemy that render them virtual demigods in battle.|Either player’s turn|Any phase|Shield Host|<b>WHEN:</b> Any phase, just after a <a href="/wh40k10ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a> has been allocated to an <span class="tooltip00238" data-tooltip-content="#tooltip_content00238" data-tooltip-anchor="#tooltip_content00238"><span class="kwb">ADEPTUS</span> <span class="kwb">CUSTODES</span></span> model from your army(excluding <span class="tooltip00239" data-tooltip-content="#tooltip_content00239" data-tooltip-anchor="#tooltip_content00239"><span class="kwb">ANATHEMA</span> <span class="kwb">PSYKANA</span></span> models).<br><br><b>TARGET:</b> That <span class="kwb">ADEPTUS</span> <span class="kwb">CUSTODES</span> model’s unit.<br><br><b>EFFECT:</b> Until the end of the phase, models in your unit have the <span class="tooltip00027" data-tooltip-content="#tooltip_content00027"><span class="tt kwbu">Feel</span> <span class="tt kwbu">No</span> <span class="tt kwbu">Pain</span> <span class="tt kwbu">4+</span></span> ability against <a href="/wh40k10ed/the-rules/core-rules/#Mortal-Wounds">mortal wounds</a>|
AC|000008394005|MULTIPOTENTIALITY|Shield Host – Strategic Ploy Stratagem|1|So widely skilled and studied are the Custodians that, whatever situation they find themselves in, they have the martial wisdom to prevail|Your turn|Movement phase|Shield Host|<b>WHEN:</b> Your <a href="/wh40k10ed/the-rules/core-rules/#MOVEMENT-PHASE">Movement phase</a><br><br><b>TARGET:</b> One <span class="tooltip00238" data-tooltip-content="#tooltip_content00238" data-tooltip-anchor="#tooltip_content00238"><span class="kwb">ADEPTUS</span> <span class="kwb">CUSTODES</span></span> unit from your army that <a href="/wh40k10ed/the-rules/core-rules/#Fall-Back-Moves">Fell Back</a> this phase.<br><br><b>EFFECT:</b> Until the end of your turn, that unit is eligible to shoot and <a href="/wh40k10ed/the-rules/core-rules/#CHARGE-PHASE">declare a charge</a> in a turn in which it Fell Back|
AC|000008394006|VIGILANCE ETERNAL|Shield Host – Strategic Ploy Stratagem|1|Simply because the Adeptus Custodes do not stand sentinel over a strategic location or asset, does not mean that it - or any who would threaten it - escapes their gaze.|Your turn|Movement phase|Shield Host|<b>WHEN:</b> Your <a href="/wh40k10ed/the-rules/core-rules/#MOVEMENT-PHASE">Movement phase</a>.<br><br><b>TARGET:</b> One <a class="kwbOne" href="/wh40k10ed/factions/adeptus-custodes/Custodian-Guard"><span class="kwb kwbo">ADEPTUS</span> <span class="kwb kwbo">CUSTODES</span> <span class="kwb kwbo">BATTLELINE</span></a> unit from your army (excluding <span class="tooltip00239" data-tooltip-content="#tooltip_content00239" data-tooltip-anchor="#tooltip_content00239"><span class="kwb">ANATHEMA</span> <span class="kwb">PSYKANA</span></span> units) within range of an <a href="/wh40k10ed/the-rules/core-rules/#Objective-Markers">objective marker</a> you control.<br><br><b>EFFECT:</b> That objective marker remains under your control even if you have no models within range of it, until your opponent controls it at the start or end of any turn.|
