datasheet_id|stratagem_id|
000000020|000008366004|
000000020|000008335010|
000000020|000008366005|
000000020|000008366007|
000000021|000008886002|
000000021|000008886003|
000000021|000008335010|
000000021|000008886004|
000000021|000008335006|
000000021|000008886007|
000000021|000008335003|
000000021|000008886005|
000000021|000008886006|
000000021|000008366003|
000000021|000008335008|
000000021|000008335002|
000000021|000008335005|
000000021|000008366007|
000000021|000008366005|
000000021|000008335012|
000000021|000008335009|
000000021|000008366004|
000000021|000008366006|
000000022|000008366006|
000000022|000008335005|
000000022|000008366004|
000000022|000008366003|
000000022|000008335012|
000000022|000008366007|
000000022|000008335003|
000000022|000008335004|
000000022|000008335002|
000000022|000008335010|
000000022|000008366005|
000000022|000008335008|
000000022|000008335009|
000000023|000008366003|
000000023|000008335012|
000000023|000008366005|
000000023|000008873006|
000000023|000008873002|
000000023|000008873005|
000000023|000008335008|
000000023|000008335006|
000000023|000008335002|
000000023|000008335003|
000000023|000008335005|
000000023|000008366004|
000000023|000008873007|
000000023|000008873003|
000000023|000008873004|
000000023|000008335009|
000000024|000008335003|
000000024|000008366005|
000000024|000008335006|
000000024|000008366007|
000000024|000008366006|
000000024|000008335008|
000000024|000008335005|
000000024|000008335012|
000000024|000008366004|
000000024|000008335002|
000000024|000008335010|
000000024|000008335009|
000000024|000008886005|
000000024|000008886006|
000000024|000008366003|
000000024|000008886007|
000000024|000008886004|
000000024|000008886002|
000000024|000008886003|
000000025|000008366004|
000000025|000008335002|
000000025|000008335005|
000000025|000008335012|
000000025|000008335008|
000000025|000008335009|
000000025|000008335003|
000000025|000008366003|
000000025|000008366006|
000000025|000008335010|
000000025|000008335011|
000000025|000008366005|
000000025|000008335006|
000000025|000008366007|
000000026|000008366002|
000000026|000008366003|
000000026|000008366004|
000000026|000008873003|
000000026|000008335005|
000000026|000008873002|
000000026|000008335008|
000000026|000008335007|
000000026|000008335002|
000000026|000008335003|
000000026|000008335009|
000000026|000008335012|
000000027|000008366003|
000000027|000008366006|
000000027|000008335012|
000000027|000008366004|
000000027|000008335006|
000000027|000008335008|
000000027|000008335009|
000000027|000008366007|
000000027|000008335003|
000000027|000008335010|
000000027|000008335002|
000000027|000008366005|
000000027|000008335005|
000000028|000008366003|
000000028|000008335005|
000000028|000008335008|
000000028|000008335009|
000000028|000008873006|
000000028|000008873005|
000000028|000008335012|
000000028|000008335006|
000000028|000008335003|
000000028|000008873003|
000000028|000008335007|
000000028|000008366004|
000000028|000008873002|
000000028|000008366002|
000000028|000008873004|
000000028|000008335002|
000000028|000008873007|
000000029|000008335005|
000000029|000008335012|
000000029|000008335007|
000000029|000008873004|
000000029|000008335002|
000000029|000008873006|
000000029|000008366004|
000000029|000008366003|
000000029|000008873007|
000000029|000008366002|
000000029|000008335003|
000000029|000008873002|
000000029|000008335009|
000000029|000008873003|
000000029|000008335008|
000000029|000008873005|
000000030|000008366002|
000000030|000008335005|
000000030|000008335002|
000000030|000008873005|
000000030|000008335009|
000000030|000008335003|
000000030|000008335007|
000000030|000008366004|
000000030|000008873003|
000000030|000008873004|
000000030|000008335008|
000000030|000008335012|
000000030|000008873007|
000000030|000008366003|
000000030|000008873006|
000000030|000008873002|
000000031|000008873002|
000000031|000008335003|
000000031|000008873006|
000000031|000008873004|
000000031|000008873003|
000000031|000008335008|
000000031|000008335009|
000000031|000008873005|
000000031|000008366004|
000000031|000008873007|
000000031|000008366003|
000000031|000008335007|
000000031|000008335005|
000000031|000008366002|
000000031|000008335002|
000000031|000008335012|
000000032|000008366003|
000000032|000008335009|
000000032|000008335007|
000000032|000008335008|
000000032|000008335005|
000000032|000008873003|
000000032|000008873004|
000000032|000008873007|
000000032|000008335012|
000000032|000008873006|
000000032|000008335006|
000000032|000008335002|
000000032|000008366004|
000000032|000008873002|
000000032|000008366002|
000000032|000008873005|
000000032|000008335003|
000000033|000008873004|
000000033|000008873002|
000000033|000008366003|
000000033|000008335003|
000000033|000008335005|
000000033|000008873007|
000000033|000008335012|
000000033|000008873003|
000000033|000008335009|
000000033|000008335002|
000000033|000008366004|
000000033|000008335008|
000000033|000008335006|
000000033|000008366005|
000000033|000008873005|
000000033|000008873006|
000000034|000008873007|
000000034|000008366003|
000000034|000008335005|
000000034|000008335012|
000000034|000008873002|
000000034|000008335003|
000000034|000008873003|
000000034|000008335002|
000000034|000008366005|
000000034|000008335008|
000000034|000008873005|
000000034|000008873004|
000000034|000008873006|
000000034|000008335009|
000000034|000008366004|
000000035|000008873002|
000000035|000008873005|
000000035|000008335012|
000000035|000008366003|
000000035|000008335002|
000000035|000008873003|
000000035|000008335005|
000000035|000008366005|
000000035|000008366004|
000000035|000008335008|
000000035|000008335009|
000000035|000008873006|
000000035|000008335003|
000000035|000008873004|
000000035|000008873007|
000000036|000008335012|
000000036|000008335002|
000000036|000008873002|
000000036|000008873003|
000000036|000008366003|
000000036|000008366005|
000000036|000008335005|
000000036|000008873006|
000000036|000008335009|
000000036|000008873005|
000000036|000008366004|
000000036|000008335003|
000000036|000008873007|
000000036|000008873004|
000000036|000008335008|
000000037|000008335002|
000000037|000008335003|
000000037|000008335009|
000000037|000008366003|
000000037|000008878007|
000000037|000008366004|
000000037|000008878005|
000000037|000008335008|
000000037|000008335005|
000000037|000008335007|
000000037|000008335012|
000000037|000008878004|
000000037|000008366002|
000000038|000008335009|
000000038|000008878007|
000000038|000008335003|
000000038|000008335012|
000000038|000008366003|
000000038|000008366002|
000000038|000008335005|
000000038|000008366004|
000000038|000008335007|
000000038|000008878005|
000000038|000008878004|
000000038|000008335008|
000000038|000008335002|
000000039|000008335009|
000000039|000008335003|
000000039|000008335012|
000000039|000008366002|
000000039|000008335007|
000000039|000008366003|
000000039|000008366004|
000000039|000008335005|
000000039|000008335008|
000000039|000008335002|
000000040|000008335003|
000000040|000008878005|
000000040|000008366002|
000000040|000008335005|
000000040|000008878003|
000000040|000008335002|
000000040|000008335007|
000000040|000008878002|
000000040|000008366004|
000000040|000008335012|
000000040|000008335008|
000000040|000008878007|
000000040|000008878004|
000000040|000008335009|
000000040|000008366003|
000000041|000008335008|
000000041|000008335012|
000000041|000008366002|
000000041|000008335009|
000000041|000008335007|
000000041|000008335002|
000000041|000008878005|
000000041|000008878007|
000000041|000008878003|
000000041|000008366004|
000000041|000008366003|
000000041|000008878002|
000000041|000008878004|
000000041|000008335005|
000000041|000008335003|
000000042|000008878002|
000000042|000008366002|
000000042|000008335007|
000000042|000008335003|
000000042|000008366003|
000000042|000008366004|
000000042|000008335002|
000000042|000008878007|
000000042|000008878003|
000000042|000008335005|
000000042|000008335012|
000000042|000008878004|
000000042|000008335008|
000000042|000008878005|
000000043|000008878004|
000000043|000008878007|
000000043|000008878003|
000000043|000008878005|
000000043|000008366002|
000000043|000008366004|
000000043|000008335007|
000000043|000008366003|
000000043|000008878002|
000000043|000008335008|
000000043|000008335002|
000000043|000008335005|
000000043|000008335003|
000000043|000008335012|
000000044|000008366005|
000000044|000008335010|
000000044|000008366004|
000000044|000008335003|
000000044|000008335005|
000000044|000008335002|
000000044|000008335008|
000000044|000008366006|
000000044|000008366003|
000000044|000008335009|
000000044|000008366007|
000000044|000008335012|
000000045|000008335006|
000000045|000008335005|
000000045|000008335003|
000000045|000008366003|
000000045|000008366006|
000000045|000008335012|
000000045|000008335002|
000000045|000008366007|
000000045|000008335009|
000000045|000008335010|
000000045|000008335008|
000000045|000008366005|
000000045|000008366004|
000000046|000008878005|
000000046|000008335007|
000000046|000008335003|
000000046|000008878003|
000000046|000008878002|
000000046|000008335005|
000000046|000008335008|
000000046|000008335012|
000000046|000008878007|
000000046|000008366003|
000000046|000008366004|
000000046|000008335002|
000000046|000008878004|
000000046|000008366002|
000000049|000008366004|
000000049|000008335009|
000000049|000008366003|
000000049|000008335007|
000000049|000008366002|
000000049|000008335003|
000000049|000008878005|
000000049|000008335002|
000000049|000008878004|
000000049|000008335012|
000000049|000008335005|
000000049|000008335008|
000000049|000008878007|
000000050|000008366004|
000000050|000008878004|
000000050|000008335005|
000000050|000008366002|
000000050|000008366003|
000000050|000008335008|
000000050|000008335012|
000000050|000008335002|
000000050|000008335003|
000000050|000008878005|
000000050|000008878007|
000000050|000008335009|
000000050|000008335007|
000000051|000008335002|
000000051|000008335003|
000000051|000008335009|
000000051|000008335012|
000000051|000008366003|
000000051|000008335008|
000000051|000008366004|
000000051|000008335005|
000000052|000008878005|
000000052|000008335008|
000000052|000008878002|
000000052|000008366003|
000000052|000008878004|
000000052|000008366004|
000000052|000008878007|
000000052|000008335005|
000000052|000008335007|
000000052|000008878003|
000000052|000008335009|
000000052|000008335012|
000000052|000008335002|
000000052|000008366002|
000000052|000008335003|
000000053|000008335003|
000000053|000008366003|
000000053|000008335009|
000000053|000008366004|
000000053|000008335008|
000000053|000008335002|
000000053|000008335012|
000000053|000008335005|
000000053|000008366002|
000000053|000008335007|
000000054|000008335008|
000000054|000008335012|
000000054|000008335009|
000000054|000008366002|
000000054|000008366004|
000000054|000008335002|
000000054|000008335005|
000000054|000008366003|
000000054|000008335003|
000000054|000008335007|
000000055|000008335007|
000000055|000008366003|
000000055|000008335003|
000000055|000008335012|
000000055|000008366004|
000000055|000008335002|
000000055|000008335008|
000000055|000008366002|
000000055|000008335009|
000000055|000008335005|
000000056|000008366003|
000000056|000008335008|
000000056|000008335005|
000000056|000008335003|
000000056|000008366004|
000000056|000008335002|
000000056|000008335012|
000000056|000008335007|
000000056|000008366002|
000000057|000008335008|
000000057|000008366004|
000000057|000008873007|
000000057|000008335002|
000000057|000008335007|
000000057|000008366002|
000000057|000008335003|
000000057|000008335012|
000000057|000008873004|
000000057|000008335005|
000000057|000008873005|
000000057|000008873003|
000000057|000008335009|
000000057|000008366003|
000000057|000008873006|
000000057|000008873002|
000000059|000008335008|
000000059|000008366003|
000000059|000008366004|
000000059|000008335003|
000000059|000008335005|
000000059|000008335012|
000000059|000008335002|
000000060|000008483003|
000000060|000008527004|
000000060|000008523007|
000000060|000008352005|
000000060|000008352002|
000000060|000008389006|
000000060|000008523006|
000000060|000008495002|
000000060|000008375002|
000000060|000008335004|
000000060|000008335009|
000000060|000008487002|
000000060|000008483006|
000000060|000008479002|
000000060|000008523005|
000000060|000008352003|
000000060|000008483005|
000000060|000008491002|
000000060|000008375005|
000000060|000008531002|
000000060|000008779003|
000000060|000008523003|
000000060|000008335002|
000000060|000008523004|
000000060|000008523002|
000000060|000008335008|
000000060|000008527005|
000000060|000008335010|
000000060|000008527002|
000000060|000008775002|
000000060|000008531006|
000000060|000008335012|
000000060|000008527007|
000000060|000008352004|
000000060|000008479003|
000000060|000008375006|
000000060|000008531003|
000000060|000008531004|
000000060|000008531007|
000000060|000008389007|
000000060|000008491007|
000000060|000008475002|
000000060|000008479004|
000000060|000008491003|
000000060|000008491004|
000000060|000008335005|
000000060|000008487007|
000000060|000008375003|
000000060|000008475006|
000000060|000008487003|
000000060|000008352007|
000000060|000008389003|
000000060|000008389002|
000000060|000008352006|
000000060|000008475003|
000000060|000008527006|
000000060|000008335003|
000000060|000008531005|
000000060|000008483004|
000000060|000008527003|
000000060|000008483002|
000000060|000008375007|
000000060|000008475007|
000000060|000008375004|
000000060|000008475004|
000000060|000008389005|
000000060|000008491005|
000000060|000008475005|
000000060|000008491006|
000000060|000008389004|
000000061|000008523002|
000000061|000008335003|
000000061|000008491002|
000000061|000008491007|
000000061|000008479002|
000000061|000008527004|
000000061|000008487002|
000000061|000008479003|
000000061|000008479004|
000000061|000008352007|
000000061|000008352002|
000000061|000008531003|
000000061|000008475006|
000000061|000008375003|
000000061|000008335012|
000000061|000008523004|
000000061|000008335002|
000000061|000008523005|
000000061|000008527005|
000000061|000008389005|
000000061|000008527007|
000000061|000008475002|
000000061|000008531002|
000000061|000008335009|
000000061|000008483006|
000000061|000008523003|
000000061|000008491006|
000000061|000008352005|
000000061|000008483004|
000000061|000008495002|
000000061|000008475005|
000000061|000008375006|
000000061|000008389002|
000000061|000008475003|
000000061|000008491003|
000000061|000008352003|
000000061|000008352004|
000000061|000008779003|
000000061|000008475007|
000000061|000008483005|
000000061|000008389007|
000000061|000008335005|
000000061|000008335006|
000000061|000008527006|
000000061|000008475004|
000000061|000008531007|
000000061|000008491004|
000000061|000008335010|
000000061|000008775002|
000000061|000008335008|
000000061|000008523007|
000000061|000008527002|
000000061|000008487007|
000000061|000008531004|
000000061|000008375004|
000000061|000008389004|
000000061|000008487003|
000000061|000008375005|
000000061|000008523006|
000000061|000008483002|
000000061|000008352006|
000000061|000008375007|
000000061|000008483003|
000000061|000008531005|
000000061|000008389003|
000000061|000008491005|
000000061|000008389006|
000000063|000008527003|
000000063|000008475007|
000000063|000008523004|
000000063|000008779004|
000000063|000008531004|
000000063|000008531006|
000000063|000008352007|
000000063|000008483002|
000000063|000008523002|
000000063|000008352004|
000000063|000008483006|
000000063|000008523005|
000000063|000008475005|
000000063|000008527006|
000000063|000008335002|
000000063|000008487004|
000000063|000008487007|
000000063|000008352003|
000000063|000008335009|
000000063|000008491002|
000000063|000008335003|
000000063|000008487002|
000000063|000008335005|
000000063|000008335004|
000000063|000008779003|
000000063|000008475002|
000000063|000008375007|
000000063|000008779005|
000000063|000008483005|
000000063|000008475003|
000000063|000008375004|
000000063|000008531003|
000000063|000008389003|
000000063|000008487005|
000000063|000008779002|
000000063|000008335012|
000000063|000008479004|
000000063|000008375005|
000000063|000008479003|
000000063|000008491003|
000000063|000008487003|
000000063|000008531002|
000000063|000008375003|
000000063|000008479002|
000000063|000008531007|
000000063|000008389007|
000000063|000008352005|
000000063|000008779007|
000000063|000008487006|
000000063|000008375002|
000000063|000008352002|
000000063|000008779006|
000000063|000008375006|
000000063|000008527004|
000000063|000008531005|
000000063|000008527002|
000000063|000008527007|
000000063|000008389002|
000000063|000008389005|
000000063|000008495002|
000000063|000008335008|
000000063|000008523007|
000000063|000008523006|
000000063|000008775002|
000000063|000008389006|
000000063|000008475006|
000000063|000008527005|
000000063|000008335006|
000000063|000008389004|
000000063|000008352006|
000000064|000008531007|
000000064|000008475007|
000000064|000008475004|
000000064|000008389002|
000000064|000008779003|
000000064|000008375005|
000000064|000008375003|
000000064|000008523003|
000000064|000008335005|
000000064|000008523002|
000000064|000008483006|
000000064|000008487007|
000000064|000008491004|
000000064|000008491003|
000000064|000008352004|
000000064|000008335008|
000000064|000008527006|
000000064|000008335012|
000000064|000008389006|
000000064|000008475005|
000000064|000008352006|
000000064|000008389007|
000000064|000008491006|
000000064|000008483005|
000000064|000008531005|
000000064|000008335006|
000000064|000008527005|
000000064|000008352005|
000000064|000008352003|
000000064|000008531004|
000000064|000008523007|
000000064|000008483003|
000000064|000008335010|
000000064|000008475003|
000000064|000008389004|
000000064|000008495002|
000000064|000008491002|
000000064|000008775002|
000000064|000008527004|
000000064|000008487002|
000000064|000008523004|
000000064|000008479002|
000000064|000008487003|
000000064|000008523005|
000000064|000008479004|
000000064|000008491005|
000000064|000008335009|
000000064|000008389003|
000000064|000008483002|
000000064|000008479003|
000000064|000008475002|
000000064|000008491007|
000000064|000008523006|
000000064|000008335003|
000000064|000008389005|
000000064|000008527007|
000000064|000008531002|
000000064|000008531003|
000000064|000008527002|
000000064|000008375004|
000000064|000008375007|
000000064|000008335002|
000000064|000008475006|
000000064|000008352007|
000000064|000008352002|
000000064|000008483004|
000000064|000008375006|
000000065|000008523004|
000000065|000008483006|
000000065|000008531003|
000000065|000008487007|
000000065|000008479007|
000000065|000008335007|
000000065|000008389003|
000000065|000008389005|
000000065|000008375005|
000000065|000008531007|
000000065|000008479003|
000000065|000008523002|
000000065|000008389006|
000000065|000008491003|
000000065|000008483002|
000000065|000008775002|
000000065|000008527002|
000000065|000008352004|
000000065|000008531004|
000000065|000008479005|
000000065|000008495002|
000000065|000008335009|
000000065|000008389002|
000000065|000008531002|
000000065|000008475002|
000000065|000008375006|
000000065|000008487004|
000000065|000008335002|
000000065|000008375007|
000000065|000008483007|
000000065|000008335005|
000000065|000008475007|
000000065|000008335012|
000000065|000008335008|
000000065|000008775004|
000000065|000008335003|
000000065|000008487002|
000000065|000008475003|
000000065|000008527006|
000000065|000008527004|
000000065|000008389004|
000000065|000008335011|
000000065|000008775005|
000000065|000008779003|
000000065|000008352003|
000000065|000008352005|
000000065|000008531005|
000000065|000008479004|
000000065|000008483005|
000000065|000008475005|
000000065|000008527007|
000000065|000008487003|
000000065|000008389007|
000000065|000008475006|
000000065|000008527005|
000000065|000008375004|
000000065|000008483004|
000000065|000008352006|
000000065|000008479002|
000000065|000008352002|
000000065|000008375003|
000000066|000008531003|
000000066|000008775004|
000000066|000008527005|
000000066|000008487004|
000000066|000008527004|
000000066|000008491003|
000000066|000008335012|
000000066|000008479004|
000000066|000008483002|
000000066|000008523004|
000000066|000008527002|
000000066|000008475005|
000000066|000008487003|
000000066|000008523002|
000000066|000008479007|
000000066|000008375004|
000000066|000008389003|
000000066|000008527006|
000000066|000008479002|
000000066|000008375006|
000000066|000008352002|
000000066|000008375007|
000000066|000008352004|
000000066|000008375003|
000000066|000008487002|
000000066|000008335003|
000000066|000008335007|
000000066|000008352003|
000000066|000008483006|
000000066|000008475007|
000000066|000008335008|
000000066|000008475002|
000000066|000008375005|
000000066|000008389004|
000000066|000008775002|
000000066|000008335002|
000000066|000008479005|
000000066|000008389002|
000000066|000008779003|
000000066|000008389007|
000000066|000008389006|
000000066|000008531005|
000000066|000008495002|
000000066|000008531002|
000000066|000008483004|
000000066|000008335005|
000000066|000008531004|
000000066|000008483007|
000000066|000008335006|
000000066|000008352006|
000000066|000008335009|
000000066|000008352005|
000000066|000008475006|
000000066|000008775005|
000000066|000008531007|
000000066|000008483005|
000000066|000008527007|
000000066|000008389005|
000000066|000008475003|
000000066|000008479003|
000000066|000008335011|
000000066|000008487007|
000000067|000008335003|
000000067|000008335011|
000000067|000008527006|
000000067|000008389005|
000000067|000008483005|
000000067|000008389002|
000000067|000008527002|
000000067|000008775002|
000000067|000008495002|
000000067|000008531007|
000000067|000008375003|
000000067|000008335002|
000000067|000008335009|
000000067|000008487007|
000000067|000008375006|
000000067|000008389003|
000000067|000008389006|
000000067|000008531002|
000000067|000008523002|
000000067|000008475002|
000000067|000008479003|
000000067|000008352006|
000000067|000008479007|
000000067|000008483002|
000000067|000008491003|
000000067|000008335012|
000000067|000008483006|
000000067|000008475007|
000000067|000008527005|
000000067|000008531003|
000000067|000008389007|
000000067|000008483004|
000000067|000008479002|
000000067|000008352002|
000000067|000008531004|
000000067|000008479005|
000000067|000008487004|
000000067|000008487003|
000000067|000008475006|
000000067|000008527007|
000000067|000008531005|
000000067|000008352005|
000000067|000008389004|
000000067|000008487002|
000000067|000008475005|
000000067|000008375005|
000000067|000008483007|
000000067|000008335008|
000000067|000008527004|
000000067|000008335005|
000000067|000008475003|
000000067|000008375004|
000000067|000008375007|
000000067|000008352004|
000000067|000008335007|
000000067|000008352003|
000000067|000008523004|
000000067|000008479004|
000000067|000008779003|
000000068|000008491005|
000000068|000008775002|
000000068|000008531005|
000000068|000008491006|
000000068|000008479003|
000000068|000008389005|
000000068|000008335012|
000000068|000008491002|
000000068|000008475007|
000000068|000008375005|
000000068|000008475004|
000000068|000008531003|
000000068|000008352005|
000000068|000008527006|
000000068|000008523004|
000000068|000008495002|
000000068|000008375007|
000000068|000008483005|
000000068|000008335010|
000000068|000008527007|
000000068|000008523003|
000000068|000008335006|
000000068|000008527005|
000000068|000008475005|
000000068|000008389004|
000000068|000008352006|
000000068|000008335009|
000000068|000008375004|
000000068|000008527002|
000000068|000008779003|
000000068|000008487002|
000000068|000008483004|
000000068|000008479002|
000000068|000008491007|
000000068|000008527004|
000000068|000008491004|
000000068|000008487007|
000000068|000008523002|
000000068|000008352002|
000000068|000008531002|
000000068|000008479004|
000000068|000008523006|
000000068|000008487003|
000000068|000008475003|
000000068|000008389006|
000000068|000008523005|
000000068|000008483006|
000000068|000008335003|
000000068|000008335002|
000000068|000008352004|
000000068|000008491003|
000000068|000008335011|
000000068|000008335005|
000000068|000008483003|
000000068|000008483002|
000000068|000008475006|
000000068|000008352007|
000000068|000008531004|
000000068|000008389003|
000000068|000008475002|
000000068|000008531007|
000000068|000008352003|
000000068|000008389007|
000000068|000008389002|
000000068|000008375006|
000000068|000008523007|
000000068|000008375003|
000000068|000008335008|
000000070|000008335003|
000000070|000008527007|
000000070|000008523006|
000000070|000008775002|
000000070|000008335008|
000000070|000008527004|
000000070|000008475004|
000000070|000008335002|
000000070|000008523007|
000000070|000008389004|
000000070|000008352003|
000000070|000008335005|
000000070|000008523004|
000000070|000008335006|
000000070|000008352006|
000000070|000008491005|
000000070|000008389006|
000000070|000008487002|
000000070|000008352004|
000000070|000008483003|
000000070|000008487007|
000000070|000008375004|
000000070|000008475002|
000000070|000008352005|
000000070|000008352002|
000000070|000008475003|
000000070|000008389003|
000000070|000008491002|
000000070|000008375007|
000000070|000008523003|
000000070|000008491006|
000000070|000008335009|
000000070|000008389007|
000000070|000008483005|
000000070|000008531002|
000000070|000008523005|
000000070|000008531003|
000000070|000008335010|
000000070|000008531005|
000000070|000008375006|
000000070|000008479004|
000000070|000008352007|
000000070|000008527005|
000000070|000008495002|
000000070|000008375003|
000000070|000008491003|
000000070|000008375005|
000000070|000008531004|
000000070|000008483002|
000000070|000008523002|
000000070|000008483006|
000000070|000008527002|
000000070|000008475007|
000000070|000008487003|
000000070|000008491004|
000000070|000008475005|
000000070|000008779003|
000000070|000008335012|
000000070|000008479003|
000000070|000008483004|
000000070|000008389005|
000000070|000008479002|
000000070|000008527006|
000000070|000008389002|
000000070|000008491007|
000000070|000008475006|
000000070|000008531007|
000000071|000008335002|
000000071|000008531005|
000000071|000008335012|
000000071|000008775003|
000000071|000008775004|
000000071|000008475004|
000000071|000008335003|
000000071|000008352003|
000000071|000008375006|
000000071|000008523002|
000000071|000008475005|
000000071|000008475006|
000000071|000008335009|
000000071|000008483003|
000000071|000008491002|
000000071|000008352004|
000000071|000008479004|
000000071|000008495002|
000000071|000008352007|
000000071|000008479002|
000000071|000008389007|
000000071|000008389004|
000000071|000008531004|
000000071|000008527005|
000000071|000008352005|
000000071|000008483002|
000000071|000008531002|
000000071|000008375005|
000000071|000008523007|
000000071|000008531003|
000000071|000008495003|
000000071|000008487003|
000000071|000008527006|
000000071|000008483006|
000000071|000008523004|
000000071|000008523005|
000000071|000008491006|
000000071|000008375003|
000000071|000008523003|
000000071|000008495007|
000000071|000008389002|
000000071|000008375007|
000000071|000008775006|
000000071|000008491004|
000000071|000008495004|
000000071|000008389006|
000000071|000008491007|
000000071|000008531007|
000000071|000008389003|
000000071|000008483005|
000000071|000008775007|
000000071|000008775005|
000000071|000008483004|
000000071|000008775002|
000000071|000008335006|
000000071|000008779003|
000000071|000008352006|
000000071|000008527007|
000000071|000008495005|
000000071|000008335010|
000000071|000008487007|
