leader_id|attached_id|
000000874|000003818|
000000874|000003822|
000000874|000001606|
000002760|000002613|
000002760|000000070|
000002760|000003728|
000002760|000002799|
000002090|000000882|
000002090|000002612|
000002090|000003729|
000002090|000000382|
000000877|000001177|
000000877|000003729|
000000877|000002684|
000000876|000000849|
000002090|000000848|
000002090|000003727|
000002090|000002799|
000000874|000001157|
000000874|000001177|
000000874|000002683|
000003812|000002683|
000003812|000002587|
000003812|000002767|
000003812|000002685|
000000877|000002614|
000000877|000002613|
000000877|000000684|
000000877|000003821|
000000876|000002683|
000000876|000003727|
000000876|000003728|
000002090|000002614|
000002090|000002683|
000002090|000003726|
000000874|000002614|
000000874|000002587|
000003814|000003827|
000003815|000003827|
000003812|000002684|
000002760|000003816|
000002760|000000848|
000002760|000002587|
000002760|000002683|
000002760|000002587|
000002760|000002612|
000002760|000003827|
000002760|000002767|
000001579|000002614|
000001579|000002612|
000001579|000003816|
000001579|000000305|
000001579|000000381|
000001579|000000684|
000001579|000000882|
000001579|000000849|
000003829|000002767|
000002090|000002683|
000002090|000002587|
000002090|000002685|
000002090|000000070|
000002090|000003728|
000002760|000003821|
000002760|000003813|
000002760|000000903|
000002760|000002683|
000002760|000003816|
000000874|000000848|
000000877|000002683|
000000877|000002799|
000000877|000002587|
000000877|000003818|
000000877|000002587|
000000877|000002685|
000003812|000003818|
000003814|000003822|
000003814|000003825|
000003814|000003816|
000003814|000003821|
000003814|000003824|
000003815|000003822|
000003815|000003825|
000003815|000003816|
000003815|000003821|
000003815|000003824|
000001579|000000848|
000001579|000003816|
000001579|000002767|
000003831|000002772|
000003831|000001606|
000003832|000002285|
000000158|000000070|
000000158|000001157|
000000158|000000126|
000000158|000002797|
000000876|000002614|
000000876|000000305|
000000876|000000684|
000000876|000000381|
000002090|000003816|
000000874|000000381|
000000874|000000903|
000000874|000003825|
000003814|000003826|
000003815|000003826|
000000160|000002270|
000000160|000001154|
000000160|000002255|
000000160|000000126|
000000160|000001157|
000000160|000000061|
000000160|000002098|
000000160|000000303|
000000160|000000147|
000000160|000000070|
000000160|000001606|
000000160|000002202|
000000152|000002103|
000000152|000002255|
000000152|000000061|
000000152|000002772|
000000152|000001157|
000000152|000002098|
000000152|000001154|
000000152|000000070|
000000152|000000147|
000000152|000001606|
000000152|000000126|
000000152|000000303|
000000152|000000071|
000000169|000002799|
000000169|000000070|
000000169|000000147|
000000169|000001157|
000000169|000000071|
000000169|000002103|
000000169|000001154|
000000169|000002772|
000000169|000002098|
000000169|000000126|
000000169|000001606|
000000169|000002255|
000000169|000000061|
000000169|000000303|
000000153|000001997|
000000153|000002285|
000002738|000002776|
000002738|000000147|
000002738|000000064|
000002100|000002798|
000002100|000000315|
000000153|000003836|
000000157|000002737|
000000164|000002737|
