000001361|Brotherhood Librarian|GK|000000013|Librarians have a strength of mind greater even than many of the powerful battle-psykers with whom they fight. The breadth of their empyric scholarship is vast and they courageously brave the deeper and more dangerous reaches of the warp, using psychic rites to shield their fellows or tear at daemonic forms.|Characters|<b>This model is equipped with:</b> Purge Soul; Nemesis force weapon.||false|||||https://wahapedia.ru/wh40k10ed/factions/grey-knights/Brotherhood-Librarian|
000001362|Brotherhood Chaplain|GK|000000013|Chaplains intone psychic litanies of sanctity and contempt, speaking the Emperor’s word to their brethren in stentorian tones. They are symbols of brutal mortality and unquestioning zeal. In battle, they lay about the foe with blows from their crozius arcanum and with impassioned canticles ward their brothers’ souls.|Characters|<b>This model is equipped with:</b> storm bolter; crozius arcanum.||false|||||https://wahapedia.ru/wh40k10ed/factions/grey-knights/Brotherhood-Chaplain|
000001363|Grey Knights Stormhawk Interceptor|GK|000000013|Squadrons of Stormhawk Interceptors – such as the Andaemus Flight – operate at lightning-fast speeds even through warptortured skies. Designed to achieve aerial supremacy at high altitudes, the psychic pilots of these aircraft duel not with blades but with batteries of missiles and rapid-firing cannons.|Other|<b>This model is equipped with:</b> las-talon; skyhammer missile launcher; twin assault cannon; armoured hull.||false|||||https://wahapedia.ru/wh40k10ed/factions/grey-knights/Grey-Knights-Stormhawk-Interceptor|
000001364|Grey Knights Stormtalon Gunship|GK|000000013|Stormtalon Gunships are highly manoeuvrable aircraft as versatile in role as in their choice of target. Often running escort duties for larger craft, they hunt down warp-spawned foes. Using vectored afterburners, their pilots unleash ground attacks, saturating teleportation zones with fire and clearing them for their brothers.|Other|<b>This model is equipped with:</b> skyhammer missile launcher; twin assault cannon; armoured hull.||false|||||https://wahapedia.ru/wh40k10ed/factions/grey-knights/Grey-Knights-Stormtalon-Gunship|
000002768|Grey Knights Relic Razorback|GK|000000262||Dedicated Transports|<b>This model is equipped with:</b> twin heavy bolter; armoured tracks.|This model has a transport capacity of 6 <span class="tooltip00334" data-tooltip-content="#tooltip_content00334" data-tooltip-anchor="#tooltip_content00334"><span class="kwb">GREY</span> <span class="kwb">KNIGHTS</span> <span class="kwb">INFANTRY</span></span> models. It cannot transport <span class="tooltip00335" data-tooltip-content="#tooltip_content00335" data-tooltip-anchor="#tooltip_content00335"><span class="kwb">TERMINATOR</span></span> models.|false|||||https://wahapedia.ru/wh40k10ed/factions/grey-knights/Grey-Knights-Relic-Razorback|
000002593|Ûthar the Destined|LoV|000000203|As the most accomplished hero of the Greater Thurian League, Kâhl Ûthar the Destined is marked for greatness. Few can assess the foe as swiftly or mercilessly as Ûthar and – once he has his enemies’ measure – he soon cuts them to pieces with the glowing Blade of the Ancestors.|Characters|<b>This model is equipped with:</b> volkanite disintegrator; Blade of the Ancestors; rampart crest.||false|||||https://wahapedia.ru/wh40k10ed/factions/leagues-of-votann/Ûthar-the-Destined|
000002594|Kâhl|LoV|000000203|Most Oathbands are led by a Kâhl, whose strategic wisdom, determination and martial might are an inspiration to their warriors. Kâhls are often equipped with especially powerful weapons and potent field or teleportation technologies, the better to lead the fight from the front and bring down the deadliest foes.|Characters|<b>This model is equipped with:</b> Autoch-pattern combi-bolter; forgewrought plasma axe; rampart crest.||false|||||https://wahapedia.ru/wh40k10ed/factions/leagues-of-votann/K-hl|
000002595|Einhyr Champion|LoV|000000203|Einhyr Champions wear modified exo-armour fitted with mass drivers. Combined with their formidable close-quarters weaponry and bulky RAM shields, this wargear transforms them into living battering rams whose accelerated charge hits hard enough to smash clean through armoured fortress gates.|Characters|<b>This model is equipped with:</b> Autoch-pattern combi-bolter; mass hammer; weavefield crest.||false|||||https://wahapedia.ru/wh40k10ed/factions/leagues-of-votann/Einhyr-Champion|
000002596|Grimnyr|LoV|000000203|The Grimnyr – or Living Ancestors – are privy to the wisdom of the Votann, and as close as to priests as the secular Kin get. Equipped with barrier tech such as ward staves and energy-focusing CORVs, they are able to rouse the fury of the immaterium against their foes.|Characters|<i>* If this unit’s Grimnyr model is ever destroyed, all of this unit’s remaining CORV models are also destroyed.</i><br><br><b>The Grimnyr is equipped with:</b> Ancestral Wrath; ancestral ward stave. <br><br><b>Every CORV is equipped with:</b> Autoch-pattern bolter; close combat weapon.||false|||||https://wahapedia.ru/wh40k10ed/factions/leagues-of-votann/Grimnyr|
000002597|Brôkhyr Iron-master|LoV|000000203|Iron-masters are the most accomplished Brôkhyrs of their Kindred. In battle, they take on the duty of maintaining damaged Kin war engines, often aided by Ironkin and COG repair crews. These veteran Brôkhyrs also bring their most powerful personal creations to war, taking satisfaction in unleashing them upon the foe.|Characters|<i>* If this unit’s Iron-master is ever destroyed, this unit’s Ironkyn Assistant and all remaining E-COGs are also destroyed.</i><br><br><b>The Iron-master is equipped with:</b> graviton rifle; graviton hammer. <br><br><b>The Ironkin Assistant is equipped with:</b> las-beam cutter; close combat weapon. <br><br><b>One E-COG is equipped with:</b> Autoch-pattern bolt pistol; close combat weapon. <br><br><b>One other E-COG is equipped with:</b> plasma torch. <br><br><b>One other E-COG is equipped with:</b> manipulator arms.||false|||||https://wahapedia.ru/wh40k10ed/factions/leagues-of-votann/Brôkhyr-Iron-master|
000002598|Hearthkyn Warriors|LoV|000000203|Well-armoured, well-trained and equipped with an array of powerful weaponry, Hearthkyn Warriors form the backbone of most Oathbands. Led by their Theyns, they lay down hails of firepower, shrugging off the enemy’s return volleys before storming in to shatter their wavering foes for good.|Battleline|<b>Every model is equipped with:</b> Autoch-pattern bolt pistol; Autoch-pattern bolter; close combat weapon. <br><br><b>The Theyn is additionally equipped with:</b> weavefield crest.||false|||||https://wahapedia.ru/wh40k10ed/factions/leagues-of-votann/Hearthkyn-Warriors|
000002599|Einhyr Hearthguard|LoV|000000203|Clad in formidable exo-armour and equipped with a fearsome array of weaponry, Einhyr Hearthguard are a force to be reckoned with. Whether forming bodyguards around their Oathband’s heroes or striking deep into the heart of enemy territory, they are unstoppable on the attack and immovable in defence.|Other|<b>Every model is equipped with:</b> EtaCarn plasma gun; exo-armour grenade launcher; concussion gauntlet.<br><br><b>The Hesyr is additionally equipped with:</b> weavefield crest.||false|||||https://wahapedia.ru/wh40k10ed/factions/leagues-of-votann/Einhyr-Hearthguard|
000002600|Cthonian Beserks|LoV|000000203|Cthonian Beserks are amongst the most heavily augmented and courageous Kin. Brandishing mining-tools-cum-weapons-of-war and unleashing explosives that tunnel through solid rock, the Beserks storm the enemy’s strongpoints and break them open like an asteroid filled with seams of precious ore.|Other|<b>Every model is equipped with:</b> heavy plasma axe.||false|||||https://wahapedia.ru/wh40k10ed/factions/leagues-of-votann/Cthonian-Beserks|
000002601|Hernkyn Pioneers|LoV|000000203|Hernkyn Pioneers skim across alien worlds and scout enemy positions, riding on their magna-coil bikes. Fast, resilient, and possessed of formidable firepower, these far-ranging bands of warriors often strike at the foe from unexpected quarters, or send back intelligence on enemy movements to their Oathband’s Kâhl.|Other|<b>Every model is equipped with:</b> bolt revolver; bolt shotgun; magna-coil autocannon; plasma knife.||false|||||https://wahapedia.ru/wh40k10ed/factions/leagues-of-votann/Hernkyn-Pioneers|
000002602|Sagitaur|LoV|000000203|Designed to survive the worst that hostile worlds and alien predators can throw at it, the Sagitaur is a rugged ATV ideally suited to scouting operations and swift, armoured offensives. Sagitaurs mount a remarkable amount of firepower for their size, and can even knock out enemy battle tanks.|Dedicated Transports|<b>This model is equipped with:</b> HYLas beam cannon; twin bolt cannon; armoured wheels.|This model has a transport capacity of 6 <span class="tooltip00336" data-tooltip-content="#tooltip_content00336" data-tooltip-anchor="#tooltip_content00336"><span class="kwb">LEAGUES</span> <span class="kwb2">OF</span> <span class="kwb">VOTANN</span> <span class="kwb">INFANTRY</span></span> models. It cannot transport <span class="tooltip01034" data-tooltip-content="#tooltip_content01034" data-tooltip-anchor="#tooltip_content01034"><span class="kwb">EXO-ARMOUR</span></span> or <a class="kwbOne" href="/wh40k10ed/factions/leagues-of-votann/Brôkhyr-Thunderkyn"><span class="kwb kwbo">EXO-FRAME</span></a> models. <br><br>At the start of the <a href="/wh40k10ed/the-rules/core-rules/#Declare-Battle-Formations"><span class="kwb">DECLARE</span> <span class="kwb">BATTLE</span> <span class="kwb">FORMATIONS</span></a> step, you can select one <a class="kwbOne" href="/wh40k10ed/factions/leagues-of-votann/Hearthkyn-Warriors"><span class="kwb kwbo">HEARTHKYN</span> <span class="kwb kwbo">WARRIORS</span></a> unit from your army and split it into two units, each containing 5 models (when splitting a unit in this way, make a note of which models form each of the two new units). One of these units must start the battle <a href="/wh40k10ed/the-rules/core-rules/#Embark">embarked</a> within this <span class="kwb">TRANSPORT</span>; the other can start the battle embarked within another <span class="kwb">TRANSPORT</span>, or it can be deployed as a separate unit.|false|||||https://wahapedia.ru/wh40k10ed/factions/leagues-of-votann/Sagitaur|
000002603|Brôkhyr Thunderkyn|LoV|000000203|When a Brôkhyr hooks into a powerful exo-frame, they become Thunderkyn. Adapted from void-rigs used to maintain Kin spacecraft, these armoured exoskeletons exchange repair tools for massive heavy weapons, which the Brôkhyr use to lay down withering covering fire for the Oathbands and to pick off enemy armour.|Other|<b>Every model is equipped with:</b> bolt cannon; close combat weapon.||false|||||https://wahapedia.ru/wh40k10ed/factions/leagues-of-votann/Brôkhyr-Thunderkyn|
000002604|Hekaton Land Fortress|LoV|000000203|The iconic battle tank and armoured transport of the Leagues of Votann, the Hekaton Land Fortress is as venerable and well-respected as it is powerful. With a fearsome arsenal of heavy weaponry and tremendously resilient armour – and with the ability to bear bands of Kin soldiery into battle – it is a versatile military asset.|Other|<b>This model is equipped with:</b> cyclic ion cannon; MATR autocannon; 2 twin bolt cannons; armoured wheels; pan spectral scanner.|This model has a transport capacity of 12 <span class="tooltip00336" data-tooltip-content="#tooltip_content00336" data-tooltip-anchor="#tooltip_content00336"><span class="kwb">LEAGUES</span> <span class="kwb2">OF</span> <span class="kwb">VOTANN</span> <span class="kwb">INFANTRY</span></span> models. Each <span class="tooltip01034" data-tooltip-content="#tooltip_content01034" data-tooltip-anchor="#tooltip_content01034"><span class="kwb">EXO-ARMOUR</span></span> model takes up the space of 2 models and each <a class="kwbOne" href="/wh40k10ed/factions/leagues-of-votann/Brôkhyr-Thunderkyn"><span class="kwb kwbo">EXO-FRAME</span></a> model takes up the space of 3 models.|false|||1-5|While this model has 1-5 wounds remaining, each time this model makes an attack, subtract 1 from the Hit roll.|https://wahapedia.ru/wh40k10ed/factions/leagues-of-votann/Hekaton-Land-Fortress|
000003710|Hernkyn Yaegirs|LoV|000000203|Merciless forward operatives charged with denying crucial assets to the foe, Yaegirs use every weapon and tactic at their disposal to make the Ancestors proud. Particularly deadly is their Adaptive Payload Missile Launcher, or APM, whose warheads can be chemically recalibrated mid-battle for various targets.   |Other|<b>Every model is equipped with:</b> bolt shotgun; close combat weapon.||false|||||https://wahapedia.ru/wh40k10ed/factions/leagues-of-votann/Hernkyn-Yaegirs|
000000522|Imotekh The Stormlord|NEC|000000029|Imotekh is a sublimely skilled strategist, wielding his armies with hyperlogical skill and unleashing deadly strategic ploys. In battle he incinerates enemies with his Gauntlet of Fire, blasts them with pan-dimensional energies from his Staff of the Destroyer or humbles them in punishing one-on-one duels.|Characters|<b>This model is equipped with:</b> Gauntlet of Fire; Staff of the Destroyer.||false|||||https://wahapedia.ru/wh40k10ed/factions/necrons/Imotekh-The-Stormlord|
000000523|Overlord|NEC|000000029|Overlords lead the Necron dynasties in battle. Their android minds are tremendously swift, their bodies implacably resilient and their weapons eldritch, ancient and lethal. Yet it is the Overlords’ indomitable wills that are perhaps their most fearsome assets, for with these they drive entire armies to war.|Characters|<b>This model is equipped with:</b> tachyon arrow; Overlord’s blade.||false|||||https://wahapedia.ru/wh40k10ed/factions/necrons/Overlord|
000000524|Lord|NEC|000000245|The Royal Courts of Necron dynasties include many lesser lords amongst their number, while fringeworld forces may be led by such beings. They are possessed of formidable cunning and martial strength, and the resurrection orbs they carry to war can overcharge the self-repair systems of nearby Necrons.|Characters|<b>This model is equipped with:</b> staff of light.||false|||||https://wahapedia.ru/wh40k10ed/factions/necrons/Lord|
000000527|Nemesor Zahndrekh|NEC|000000245|Nemesor Zahndrekh is one of the finest generals in the Sautekh Dynasty, expertly directing his own warriors while neutralising his enemies’ every gambit. This is especially impressive considering his degraded engrammatic state, which has left him convinced he still lives and breathes during the time of the Necrontyr.|Characters|<b>This model is equipped with:</b> staff of light.||false|||||https://wahapedia.ru/wh40k10ed/factions/necrons/Nemesor-Zahndrekh|
000000528|Vargard Obyron|NEC|000000245|Obyron is Nemesor Zahndrekh’s devoted bodyguard. He is a tremendously skilled close-quarters combatant. Moreover, thanks to his ghostwalk mantle, he is always ready to teleport back to his master’s side and place his resilient living metal form between Zahndrekh and harm, striking the foe down before they can react.|Characters|<b>This model is equipped with:</b> warscythe.||false||<i>This model can be attached to a unit even if <a class="kwbOne" href="/wh40k10ed/factions/necrons/Nemesor-Zahndrekh"><span class="kwb kwbo">NEMESOR</span> <span class="kwb kwbo">ZAHNDREKH</span></a> has already been attached to it. If it is, and that <a href="/wh40k10ed/the-rules/core-rules/#Attached-Units">Bodyguard</a> unit is destroyed, the Leader units attached to it become separate units, with their original <a href="/wh40k10ed/the-rules/core-rules/#Starting-Strength">Starting Strengths</a>.</i>|||https://wahapedia.ru/wh40k10ed/factions/necrons/Vargard-Obyron|
000000530|Orikan The Diviner|NEC|000000029|Orikan is a master astromancer, using his knowledge of astral conjunctions to predict the tides of battle and empower himself with cosmic energies. He supplements these skills with chronomantic abilities that allow him to see events before they happen and know just where to aim his blows.|Characters|<b>This model is equipped with:</b> Staff of Tomorrow.||false||<i>You can attach this model to one of the above units even if one <a class="kwbOne" href="/wh40k10ed/factions/necrons/Royal-Warden"><span class="kwb kwbo">ROYAL</span> <span class="kwb kwbo">WARDEN</span></a> or <span class="tooltip00338" data-tooltip-content="#tooltip_content00338" data-tooltip-anchor="#tooltip_content00338"><span class="kwb">NOBLE</span></span> model has already been attached to it. If you do, and that <a href="/wh40k10ed/the-rules/core-rules/#Attached-Units">Bodyguard</a> unit is destroyed, the Leader units attached to it become separate units, with their original <a href="/wh40k10ed/the-rules/core-rules/#Starting-Strength">Starting Strengths</a>.</i>|||https://wahapedia.ru/wh40k10ed/factions/necrons/Orikan-The-Diviner|
000000531|Anrakyr The Traveller|NEC|000000245|Anrakyr voyages from one tomb world to the next at the head of his veteran Pyrrhian Eternals. His tachyon arrow can unleash an unstoppable thunderbolt of energy, capable of shattering mountains, and his will is so great that he can even seize temporary control of his enemies’ engines of war.|Characters|<b>This model is equipped with:</b> tachyon arrow; warscythe.||false|||||https://wahapedia.ru/wh40k10ed/factions/necrons/Anrakyr-The-Traveller|
000000532|Trazyn The Infinite|NEC|000000029|A thief of moments in history, Trazyn takes to the battlefield to acquire that which cunning cannot secure. His Empathic Obliterator triggers psionic shock waves that kill not only his immediate victim, but those of a like mind nearby, while his ability to leap from one surrogate body to the next ensures he is hard to slay indeed.|Characters|<b>This model is equipped with:</b> Empathic Obliterator.||false|||||https://wahapedia.ru/wh40k10ed/factions/necrons/Trazyn-The-Infinite|
000000533|Catacomb Command Barge|NEC|000000029|Some Necron nobles ride to battle enthroned on Catacomb Command Barges. These armoured skimmers beam out carrier waves that bear a noble’s orders directly to the dynasty’s legions, while also providing them with quantum shielding, heavy gauss firepower and a fast-moving platform from which to fight.|Characters|<b>This model is equipped with:</b> gauss cannon; staff of light.||false|||||https://wahapedia.ru/wh40k10ed/factions/necrons/Catacomb-Command-Barge|
000000534|Necron Warriors|NEC|000000029|Necron Warriors attack in rank upon shambling rank. Individually little more than mindless automata, they are relentless and deadly when commanded en masse. The Warriors’ metallic bodies can self-repair from even the most hideous damage, while their unceasing volleys of fire butcher the foe with mechanical efficiency.|Battleline|<b>Every model is equipped with:</b> gauss flayer; close combat weapon.||false|||||https://wahapedia.ru/wh40k10ed/factions/necrons/Necron-Warriors|
000000535|Immortals|NEC|000000029|Once the shook troops of the Necrontyr, Immortals still provide their masters with a powerful core of skilled soldiery millennia later. More advanced than Necron Warriors, they can employ a number of strategies even without command, and their firepower makes them deadly in close or midrange engagements.|Battleline|<b>Every model is equipped with:</b> gauss blaster; close combat weapon.||false|||||https://wahapedia.ru/wh40k10ed/factions/necrons/Immortals|
000000536|Lychguard|NEC|000000029|Incapable of disloyalty and clad in forms as resilient and resplendent as their masters’, Lychguard are the ultimate protectors. Whether reaping the foe with warscythes or advancing with dispersion shields locked and hyperphase swords thrumming, at close quarters these bodyguards are nigh on unstoppable.|Other|<b>Every model is equipped with:</b> warscythe.||false|||||https://wahapedia.ru/wh40k10ed/factions/necrons/Lychguard|
000000537|Deathmarks|NEC|000000029|No target can evade the Deathmarks. Watching from dimensional oubliettes, these expert snipers track enemy movements, communications and even teleport signatures before striking. They do so in a blaze of synaptic disintegrator fire that shreds not only their victims’ bodies, but also their very minds.|Other|<b>Every model is equipped with:</b> synaptic disintegrator; close combat weapon.||false|||||https://wahapedia.ru/wh40k10ed/factions/necrons/Deathmarks|
000000538|Flayed Ones|NEC|000000029|Flayed Ones keen shrill hunting cries as they fall upon the foe, talons flashing. Infected with the gruesome flayer virus, the Flayed Ones attempt to gorge themselves upon the flesh and blood of their butchered foes, gore drizzling through their mechanical forms as they seek to slake a thirst they can never quench.|Other|<b>Every model is equipped with:</b> flayer claws.||false|||||https://wahapedia.ru/wh40k10ed/factions/necrons/Flayed-Ones|
000000539|Triarch Praetorians|NEC|000000029|Triarch Praetorians fight tirelessly to uphold the ancient dynastic codes of their race. Whether blasting the foe with antimatter particles, impaling them on their flickering voidblades or immolating them with their rods of covenant, the Praetorians’ gravity displacement packs and combat prowess make them truly deadly.|Other|<b>Every model is equipped with:</b> rod of covenant.||false|||||https://wahapedia.ru/wh40k10ed/factions/necrons/Triarch-Praetorians|
000000540|Triarch Stalker|NEC|000000029|Triarch Stalkers are agile combat walkers whose heavy firepower makes them excellent tank-hunters and anti-infantry assault units both. As though their focused blasts of energy and flame were not enough, they can also augment the targeting of nearby Necron forces to further punish the foe.|Other|<b>This model is equipped with:</b> heat ray; Stalker’s forelimbs.||false|||||https://wahapedia.ru/wh40k10ed/factions/necrons/Triarch-Stalker|
000000541|C’tan Shard Of The Nightbringer|NEC|000000029|The very essence of life bleeds away when exposed to a Shard of the C’tan known as the Nightbringer. Aza’gorod he was, the Inevitable Blade; his spectral form, cowl of shadows and flashing scythe are said to have spawned countless avatars of death in the legends of primitive cultures the entire galaxy over.|Characters|<b>This model is equipped with:</b> gaze of death; Scythe of the Nightbringer.||false|||||https://wahapedia.ru/wh40k10ed/factions/necrons/C-tan-Shard-Of-The-Nightbringer|
000000542|C’tan Shard Of The Deceiver|NEC|000000029|Mephet’ran the Deceiver was ever the most duplicitous of his monstrous brood. Even shattered and bound within a restraining necrodermis, each shard of the Deceiver still radiates a potent blend of deadly truths and bewildering lies against which the fallible senses of mortal beings possess no defence.|Characters|<b>This model is equipped with:</b> cosmic insanity; golden fists.||false|||||https://wahapedia.ru/wh40k10ed/factions/necrons/C-tan-Shard-Of-The-Deceiver|
