id|faction_id|name|cost|detachment|legend|description|
000008926003|AC|Huntress’ Eye|15|Null Maiden Vigil|This ancient bionic acts like a miniature animus speculum, focusing the bearers null abilities into a stare that can literally terrify foes to death.|<span class="tooltip00624" data-tooltip-content="#tooltip_content00624" data-tooltip-anchor="#tooltip_content00624"><span class="kwb kwbu">ANATHEMA</span> <span class="kwb kwbu">PSYKANA</span></span> model only. In your <a href="/wh40k10ed/the-rules/core-rules/#COMMAND-PHASE">Command phase</a>, select one enemy unit within 12" of the bearer. That unit must take a <span class="tooltip00029" data-tooltip-content="#tooltip_content00029"><span class="tt kwbu">Battle-shock</span> <span class="tt kwbu">test</span></span>.|
000009753004|AC|Honoured Fallen (Aura)|15|Solar Spearhead|The eldest warriors of the Moritoi are revered champions with centuries of battle experience, and their presence on the battlefield is inspirational.|<span class="tooltip00629" data-tooltip-content="#tooltip_content00629" data-tooltip-anchor="#tooltip_content00629"><span class="kwb kwbu">ADEPTUS</span> <span class="kwb kwbu">CUSTODES</span> <span class="kwb kwbu">VEHICLE</span></span> model only. While a friendly <span class="tooltip00285" data-tooltip-content="#tooltip_content00285" data-tooltip-anchor="#tooltip_content00285"><span class="kwb kwbu">ADEPTUS</span> <span class="kwb kwbu">CUSTODES</span> <span class="kwb kwbu">INFANTRY</span></span> or <span class="tooltip00630" data-tooltip-content="#tooltip_content00630" data-tooltip-anchor="#tooltip_content00630"><span class="kwb kwbu">ADEPTUS</span> <span class="kwb kwbu">CUSTODES</span> <span class="kwb kwbu">MOUNTED</span></span> unit is within 6" of the bearer, each time a model in that unit makes an attack, re-roll a <span class="tooltip00022" data-tooltip-content="#tooltip_content00022"><span class="tt kwbu">Hit</span> <span class="tt kwbu">roll</span></span> of 1.|
000008926004|AC|Oblivion Knight|25|Null Maiden Vigil|Oblivion Knights are among the most powerful and experienced of the Sisters of Silence. When one leads their sisters in the field, witches must truly beware.|<span class="tooltip00624" data-tooltip-content="#tooltip_content00624" data-tooltip-anchor="#tooltip_content00624"><span class="kwb kwbu">ANATHEMA</span> <span class="kwb kwbu">PSYKANA</span></span> model only. While the bearer is leading a unit, each time a model in that unit makes an attack, add 1 to the <span class="tooltip00022" data-tooltip-content="#tooltip_content00022"><span class="tt kwbu">Hit</span> <span class="tt kwbu">roll</span></span>. If that attack targeted an enemy <span class="kwb">PSYKER</span> unit, add 1 to the <span class="tooltip00023" data-tooltip-content="#tooltip_content00023"><span class="tt kwbu">Wound</span> <span class="tt kwbu">roll</span></span> as well.|
000008921004|AC|Gift of Terran Artifice|15|Talons Of The Emperor|This warrior wields a close-quarters weapon crafted by the finest noble artisans of Terra, the workmanship of which is magnificent in its lethality.|<span class="tooltip00625" data-tooltip-content="#tooltip_content00625" data-tooltip-anchor="#tooltip_content00625"><span class="kwb kwbu">ADEPTUS</span> <span class="kwb kwbu">CUSTODES</span></span> model only. Each time the bearer makes a melee attack, add 1 to the <span class="tooltip00023" data-tooltip-content="#tooltip_content00023"><span class="tt kwbu">Wound</span> <span class="tt kwbu">roll</span></span>.|
000008930004|AC|Martial Philosopher|30|Auric Champions|Few in the history of the Imperium have been so skilled in reading - and directing- the ebb and flow of battle.|<span class="tooltip00625" data-tooltip-content="#tooltip_content00625" data-tooltip-anchor="#tooltip_content00625"><span class="kwb kwbu">ADEPTUS</span> <span class="kwb kwbu">CUSTODES</span></span> model only. The bearer’s unit is eligible to shoot and/or <a href="/wh40k10ed/the-rules/core-rules/#CHARGE-PHASE">declare a charge</a> in a turn in which it <span class="tooltip00027" data-tooltip-content="#tooltip_content00027"><span class="tt kwbu">Fell</span> <span class="tt kwbu">Back</span></span>. Once per battle, when an enemy unit ends a <span class="tooltip01016" data-tooltip-content="#tooltip_content01016"><span class="tt kwbu">Normal</span></span>, <span class="tooltip01018" data-tooltip-content="#tooltip_content01018"><span class="tt kwbu">Advance</span></span> or Fall Back move within 9" of the bearer, if the bearer’s unit is not within <span class="tooltip00032" data-tooltip-content="#tooltip_content00032"><span class="tt kwbu">Engagement</span> <span class="tt kwbu">Range</span></span> of one or more enemy units, it can make a Normal move of up to 6".|
000008395004|AC|From the Hall of Armouries|25|Shield Host|The racks of the Adeptus Custodes’ armouries yield up some of the most finely crafted close-quarters weaponry borne by any soldiers of the Imperium.|<span class="tooltip00627" data-tooltip-content="#tooltip_content00627" data-tooltip-anchor="#tooltip_content00627"><span class="kwb kwbu">SHIELD-CAPTAIN</span></span> model only. Add 1 to the Strength and Damage characteristics of the bearer’s melee weapons.|
000008926005|AC|Raptor Blade|5|Null Maiden Vigil|The Raptor Blade is an ancient relic of the Null Maidens, as razor sharp now as it was on the day of its forging and ever the bane of witches.|<span class="tooltip00624" data-tooltip-content="#tooltip_content00624" data-tooltip-anchor="#tooltip_content00624"><span class="kwb kwbu">ANATHEMA</span> <span class="kwb kwbu">PSYKANA</span></span> model only. Add 1 to the Attacks, Strength and Damage characteristics of the bearers melee weapons. While the bearer is within <span class="tooltip00032" data-tooltip-content="#tooltip_content00032"><span class="tt kwbu">Engagement</span> <span class="tt kwbu">Range</span></span> of one or more enemy <span class="kwb">PSYKER</span> units that are <span class="tooltip00029" data-tooltip-content="#tooltip_content00029"><span class="tt kwbu">Battle-shocked</span></span>, add 2 to the Attacks, Strength and Damage characteristics of the bearer’s melee weapons instead.|
000008930005|AC|Veiled Blade|25|Auric Champions|Said to have been fashioned for dark deeds during the Horus Heresy, this blade is an icon of vengeance.|<span class="tooltip00625" data-tooltip-content="#tooltip_content00625" data-tooltip-anchor="#tooltip_content00625"><span class="kwb kwbu">ADEPTUS</span> <span class="kwb kwbu">CUSTODES</span></span> model only. Add 2 to the Attacks characteristic of the bearers melee weapons. Once per battle, at the start of any <a href="/wh40k10ed/the-rules/core-rules/#COMMAND-PHASE">Command phase</a>, triple the bearer’s Objective Control characteristic until the end of the turn.|
000008921005|AC|Radiant Mantle|30|Talons Of The Emperor|The golden glory of the Emperor himself glows around this magnificent warrior like Sol's own fire. Enemies are blinded by its light, forced to recoil in pain and terror.|<span class="tooltip00625" data-tooltip-content="#tooltip_content00625" data-tooltip-anchor="#tooltip_content00625"><span class="kwb kwbu">ADEPTUS</span> <span class="kwb kwbu">CUSTODES</span></span> model only. Each time an attack targets the bearer’s unit, if the attacking model is within 12", subtract 1 from the <span class="tooltip00022" data-tooltip-content="#tooltip_content00022"><span class="tt kwbu">Hit</span> <span class="tt kwbu">roll</span></span>.|
000009753005|AC|Veteran of the Kataphraktoi |10|Solar Spearhead|This champion has served amongst the Kataphraktoi and is a master at coordinating swift armoured assaults.|<span class="tooltip00285" data-tooltip-content="#tooltip_content00285" data-tooltip-anchor="#tooltip_content00285"><span class="kwb kwbu">ADEPTUS</span> <span class="kwb kwbu">CUSTODES</span> <span class="kwb kwbu">INFANTRY</span></span> or <span class="tooltip00630" data-tooltip-content="#tooltip_content00630" data-tooltip-anchor="#tooltip_content00630"><span class="kwb kwbu">ADEPTUS</span> <span class="kwb kwbu">CUSTODES</span> <span class="kwb kwbu">MOUNTED</span></span> model only. In your <a href="/wh40k10ed/the-rules/core-rules/#COMMAND-PHASE">Command phase</a>, select one <span class="tooltip00629" data-tooltip-content="#tooltip_content00629" data-tooltip-anchor="#tooltip_content00629"><span class="kwb kwbu">ADEPTUS</span> <span class="kwb kwbu">CUSTODES</span> <span class="kwb kwbu">VEHICLE</span></span> or <span class="kwb">ADEPTUS</span> <span class="kwb">CUSTODES</span> <span class="kwb">MOUNTED</span> unit within 6" of the bearer. Until the start of your next <a href="/wh40k10ed/the-rules/core-rules/#COMMAND-PHASE">Command phase</a>, that unit is eligible to shoot in a turn in which it <span class="tooltip00027" data-tooltip-content="#tooltip_content00027"><span class="tt kwbu">Fell</span> <span class="tt kwbu">Back</span></span>.|
000008395005|AC|Panoptispex|5|Shield Host|This incredibly advanced precursor to Imperial auspicators is able to see through solid objects and into esoteric spectra, meaning no malcontent against the Throne can ever hide from its bearer’s gaze.|<span class="tooltip00627" data-tooltip-content="#tooltip_content00627" data-tooltip-anchor="#tooltip_content00627"><span class="kwb kwbu">SHIELD-CAPTAIN</span></span> or <a class="kwbOne" href="/wh40k10ed/factions/adeptus-custodes/Blade-Champion"><span class="kwb kwbo">BLADE</span> <span class="kwb kwbo">CHAMPION</span></a> model only. While the bearer is leading a unit, ranged weapons equipped by models in that unit have the <span class="kwb2 bluefont"><span class="tooltip01081" data-tooltip-content="#tooltip_content01081"><span class="tt kwbu">[IGNORES</span> <span class="tt kwbu">cover]</span></span></span> ability.|
000009745002|AdM|Transoracular Dyad Wafers|30|Haloscreed Battle Clade|Inloaded with advanced combat protocols, tactical hymnals and holy autoscripture, these doctrina wafers grant greater autonomy and destructive might to the constructs of the Legio Cybernetica.|<a class="kwbOne" href="/wh40k10ed/factions/adeptus-mechanicus/Cybernetica-Datasmith"><span class="kwb kwbo">CYBERNETICA</span> <span class="kwb kwbo">DATASMITH</span></a> model only. When the bearer is <span class="tooltip00020" data-tooltip-content="#tooltip_content00020"><span class="tt kwbu">attached</span></span> to a <a class="kwbOne" href="/wh40k10ed/factions/adeptus-mechanicus/Kastelan-Robots"><span class="kwb kwbo">KASTELAN</span> <span class="kwb kwbo">ROBOTS</span></a> unit, until the end of the battle, models in that unit have the <span class="tooltip01082" data-tooltip-content="#tooltip_content01082"><span class="tt kwbu">Doctrina</span> <span class="tt kwbu">Imperatives</span></span> ability and gain the <span class="kwb">HALO</span> <span class="kwb">OVERRIDE</span> keyword. This unit cannot be selected when selecting units as part of the <span class="tooltip00634" data-tooltip-content="#tooltip_content00634"><span class="tt kwbu">Noospheric</span> <span class="tt kwbu">Transference</span></span> Detachment rule.|
000008564002|AdM|Mechanicus Locum|10|Data-Psalm Conclave|Amongst every congregation of Tech-Priests are masters of arcane knowledge - inspirational leaders of the cybernetic and the mechanical.|<span class="tooltip00635" data-tooltip-content="#tooltip_content00635" data-tooltip-anchor="#tooltip_content00635"><span class="kwb kwbu">TECH-PRIEST</span></span> model only. The bearer has a Leadership characteristic of 6+ and, once per battle, at the start of any phase, you can select one friendly <span class="tooltip00636" data-tooltip-content="#tooltip_content00636" data-tooltip-anchor="#tooltip_content00636"><span class="kwb kwbu">CULT</span> <span class="kwb kwbu">MECHANICUS</span></span> unit that is <span class="tooltip00029" data-tooltip-content="#tooltip_content00029"><span class="tt kwbu">Battle-shocked</span></span> and within 12" of the bearer. That unit is no longer Battle-shocked.|
000008560002|AdM|Cantic Thrallnet|25|Skitarii Hunter Cohort|Proclaimed to be a direct data-link to the will of the Omnissiah himself, this neuro-entanglement matrix allows for hyper-optimised combat cogitation.|<a class="kwbOne" href="/wh40k10ed/factions/adeptus-mechanicus/Skitarii-Marshal"><span class="kwb kwbo">SKITARII</span> <span class="kwb kwbo">MARSHAL</span></a> model only. At the start of the <a href="/wh40k10ed/the-rules/core-rules/#The-Battle-Round">battle round</a>, you can select one friendly <span class="tooltip00460" data-tooltip-content="#tooltip_content00460" data-tooltip-anchor="#tooltip_content00460"><span class="kwb kwbu">SKITARII</span></span> unit within 12" of the bearer. Until the start of the next battle round, the <span class="tooltip01083" data-tooltip-content="#tooltip_content01083"><span class="tt kwbu">Protector</span> <span class="tt kwbu">Imperative</span></span> and the <span class="tooltip01084" data-tooltip-content="#tooltip_content01084"><span class="tt kwbu">Conqueror</span> <span class="tt kwbu">Imperative</span></span> are both active for that unit.|
000009298002|AdM|Beseech the Machine Spirits|0|Machine Cult|With acts of electroflagellation, the faithful seek the aid of the vessels systems.|At the end of the <a href="/wh40k10ed/the-rules/core-rules/#1.-Move-Units">Move Units</a> step of your <a href="/wh40k10ed/the-rules/boarding-action-rules/#Movement-Phase">Movement phase</a>, the bearer can attempt to <a href="/wh40k10ed/the-rules/boarding-action-rules/#Open-Hatchways">operate a Hatchway</a> that is <a href="/wh40k10ed/the-rules/boarding-action-rules/#Visibility">visible</a> to and within 9" of it, instead of one within 1". When doing so, if your opponent attempts to prevent it, add the bearers Toughness characteristic to your result of the <span class="tooltip01085" data-tooltip-content="#tooltip_content01085"><span class="tt kwbu">roll-off</span></span>, instead of that of a friendly model within 1" of that Hatchway.|
000008568002|AdM|Magos|15|Explorator Maniple|Magi are masters of fiercely guarded knowledge, pursuing esoteric agendas at all costs. No risk is too great and no gambit too unwise in their ceaseless and predatory acquisition of ancient lore.|<span class="tooltip00424" data-tooltip-content="#tooltip_content00424" data-tooltip-anchor="#tooltip_content00424"><span class="kwb kwbu">TECH-PRIEST</span></span> model only. At the end of your <a href="/wh40k10ed/the-rules/core-rules/#COMMAND-PHASE">Command phase</a>, if the bearer is within range of your Acquisition <span class="tooltip00095" data-tooltip-content="#tooltip_content00095"><span class="tt kwbu">objective</span> <span class="tt kwbu">marker</span></span>, roll one D6: on a 4+, you gain 1CP.|
000009290002|AdM|Admonissor Shunt|0|Response Clade|Senior Skitarii officers can be augmented with cybernetic override emitters that release protocol blurts to force compliance from their footsoldiers.|Once per battle, at the start of any phase, if the bearer is on the battlefield, you can select one friendly <span class="tooltip00460" data-tooltip-content="#tooltip_content00460" data-tooltip-anchor="#tooltip_content00460"><span class="kwb kwbu">SKITARII</span></span> unit that is <span class="tooltip00029" data-tooltip-content="#tooltip_content00029"><span class="tt kwbu">Battle-shocked</span></span>. That unit is no longer Battle-shocked.|
000008572002|AdM|Necromechanic|25|Cohort Cybernetica|The blessed healing of machinery is the sign of a true shepherd of the Omnissiah’s flock.|<span class="tooltip00424" data-tooltip-content="#tooltip_content00424" data-tooltip-anchor="#tooltip_content00424"><span class="kwb kwbu">TECH-PRIEST</span></span> model only. Once per <a href="/wh40k10ed/the-rules/core-rules/#The-Battle-Round">battle round</a>, when a <span class="tooltip00024" data-tooltip-content="#tooltip_content00024"><span class="tt kwbu">saving</span> <span class="tt kwbu">throw</span></span> made for a friendly <span class="tooltip01086" data-tooltip-content="#tooltip_content01086" data-tooltip-anchor="#tooltip_content01086"><span class="kwb kwbu">LEGIO</span> <span class="kwb kwbu">CYBERNETICA</span></span> or <span class="tooltip00422" data-tooltip-content="#tooltip_content00422" data-tooltip-anchor="#tooltip_content00422"><span class="kwb kwbu">ADEPTUS</span> <span class="kwb kwbu">MECHANICUS</span> <span class="kwb kwbu">VEHICLE</span></span> model within 12" of the bearer is failed, the bearer can use this Enhancement. If they do, change the Damage characteristic of that attack to 0.|
000009281002|AdM|Remote Lockdown|0|Electromartyrs|The Tech-Priest noospherically harmonises with the machine spirit of a nearby hatchway and seeks to render it stubbornly uncompliant to the foe.|Once per <a href="/wh40k10ed/the-rules/core-rules/#The-Battle-Round">battle round</a>, when an enemy unit attempts to <a href="/wh40k10ed/the-rules/boarding-action-rules/#Open-Hatchways">operate a Hatchway</a>, if that Hatchway is within 9" of and <a href="/wh40k10ed/the-rules/boarding-action-rules/#Visibility">visible</a> to the bearer, it can use this Enhancement. If it does, it can attempt to prevent that unit from operating that Hatchway as if the bearer was within 1" of that Hatchway.|
000008385002|AdM|Radial Suffusion|25|Rad-Zone Corps|By transmitting their precision battlefield observations, this servant of the Omnissiah ensures the saturation of the enemy position is a creeping curse, spreading a hazardous suffusion towards those foes seeking to outrun the vengeance of the Machine God.|<span class="kwb">ADEPTUS</span> <span class="kwb">MECHANICUS</span> model only. From the second <a href="/wh40k10ed/the-rules/core-rules/#The-Battle-Round">battle round</a> onwards, when resolving the Fallout effect of the <span class="tooltip00641" data-tooltip-content="#tooltip_content00641"><span class="tt kwbu">Rad-bombardment</span></span> Detachment rule, if the bearer is on the battlefield, roll one D6 for each enemy unit within 6" of your opponent’s deployment zone, in addition to those that are within your opponent’s deployment zone.|
000008560003|AdM|Clandestine Infiltrator|20|Skitarii Hunter Cohort|Under cover of auspex scramblers, this holy soldier leads their fellows in a stealthy advance.|<span class="tooltip00460" data-tooltip-content="#tooltip_content00460" data-tooltip-anchor="#tooltip_content00460"><span class="kwb kwbu">SKITARII</span></span> model only. The bearer, and models in any unit they are leading, have the <span class="tooltip01087" data-tooltip-content="#tooltip_content01087"><span class="tt kwbu">Infiltrators</span></span> and <span class="tooltip00118" data-tooltip-content="#tooltip_content00118"><span class="tt kwbu">Scouts</span></span> 6" abilities.|
000008564003|AdM|Mantle of the Gnosticarch|15|Data-Psalm Conclave|The toughened weave of this hooded robe includes hypo-ceramic threads, thermoplastics and terranic polymers that create a holy shroud capable of resisting the infernos of plasma reactors.|<span class="tooltip00635" data-tooltip-content="#tooltip_content00635" data-tooltip-anchor="#tooltip_content00635"><span class="kwb kwbu">TECH-PRIEST</span></span> model only. Each time an attack is allocated to the bearer, change the Damage characteristic of that attack to 1.|
000008385003|AdM|Malphonic Susurrus|20|Rad-Zone Corps|This master of splintered choruses leads their followers in a projection of clashing frequencies. Scanners and sensoriums trained in their direction are befouled by the disruptive input.|<span class="kwb">ADEPTUS</span> <span class="kwb">MECHANICUS</span> model only. While the bearer is leading a unit, models in that unit have the <span class="tooltip01088" data-tooltip-content="#tooltip_content01088"><span class="tt kwbu">Stealth</span></span> ability.|
000009298003|AdM|Harmonic Discordator|0|Machine Cult|Voices cyber-modulated to hideously unsettling pitches, the faithful of the Omnissiah weaponise their hymnals.|In the <span class="tooltip00029" data-tooltip-content="#tooltip_content00029"><span class="tt kwbu">Battle-shock</span></span> step of your opponents <a href="/wh40k10ed/the-rules/core-rules/#COMMAND-PHASE">Command phase</a>, if an enemy unit that is below its <span class="tooltip01089" data-tooltip-content="#tooltip_content01089"><span class="tt kwbu">Starting</span> <span class="tt kwbu">Strength</span></span> is within 3" of the bearer, that unit must take a <span class="tooltip00029" data-tooltip-content="#tooltip_content00029"><span class="tt kwbu">Battle-shock</span> <span class="tt kwbu">test</span></span>. If that enemy unit is also <span class="tooltip01090" data-tooltip-content="#tooltip_content01090"><span class="tt kwbu">Below</span> <span class="tt kwbu">Half-strength</span></span>, subtract 1 from that test. This Enhancement cannot cause a unit to take two Battle-shock tests in the same phase.|
000009281003|AdM|Multi-dimensional Auspex|0|Electromartyrs|No physical barrier can deny the omniscient datasight of the Omnissiah and its blessed servants.|Once per battle, in your <a href="/wh40k10ed/the-rules/boarding-action-rules/#Shooting-Phase">Shooting phase</a>, when the bearer is selected to shoot, it can use this Enhancement. If it does, until the end of the phase, it can ignore <a href="/wh40k10ed/the-rules/boarding-action-rules/#Terrain">Walls</a> and closed <a href="/wh40k10ed/the-rules/boarding-action-rules/#Terrain">Hatchways</a> for the purposes of <a href="/wh40k10ed/the-rules/core-rules/#Determining-Visibility">determining visibility</a>, and the Range characteristic of ranged weapons it is equipped with is changed to 6".|
000009290003|AdM|Optimised Cogitators|0|Response Clade|Skitarii Marshals of shipboard clades often share partial data-symbiosis with the master cogitators of the ship they serve on. This allows them to defend their vessel with nigh-instinctive strategic insight.|Once per <a href="/wh40k10ed/the-rules/core-rules/#The-Battle-Round">battle round</a>, when you target the bearer with a Stratagem, that use of that Stratagem costs 1 less CP than normal.|
