datasheet_id|enhancement_id|
000000063|000008376004|
000000063|000008771004|
000000063|000008478005|
000000063|000008528004|
000000063|000009733002|
000000063|000008353002|
000000063|000008474005|
000000063|000008486005|
000000063|000008778004|
000000063|000008486003|
000000063|000008490003|
000000063|000008532005|
000000063|000008482004|
000000063|000008778005|
000000063|000008532004|
000000063|000008522002|
000000063|000008778003|
000000063|000008778002|
000000063|000008474004|
000000063|000008376003|
000000063|000008494003|
000000063|000009851005|
000000063|000008522004|
000000063|000008353005|
000000063|000008486002|
000000063|000008482005|
000000063|000008486004|
000000063|000008528003|
000000063|000008376002|
000000063|000009843003|
000000063|000008528005|
000000063|000008532003|
000000063|000008771002|
000000063|000008771003|
000000063|000009835005|
000000063|000008376005|
000000063|000009733003|
000000063|000008532002|
000000063|000008478003|
000000063|000008494002|
000000063|000008528002|
000000064|000009733002|
000000065|000009733005|
000000065|000009733002|
000000066|000009733005|
000000066|000009733002|
000000067|000009733002|
000000068|000009733002|
000000070|000009733002|
000000071|000009733002|
000000071|000009733005|
000000072|000009733003|
000000072|000009733002|
000000073|000009733004|
000000073|000008482003|
000000073|000008532005|
000000073|000008490002|
000000073|000008494002|
000000073|000008474004|
000000073|000008490003|
000000073|000008486003|
000000073|000008528004|
000000073|000008528003|
000000073|000009851005|
000000073|000008532003|
000000073|000008494003|
000000073|000008376003|
000000073|000008528005|
000000073|000008522002|
000000073|000008478005|
000000073|000008771002|
000000073|000008771004|
000000073|000008478003|
000000073|000009240003|
000000073|000008532004|
000000073|000008532002|
000000073|000009240002|
000000073|000008482004|
000000073|000008376002|
000000073|000008376004|
000000073|000008353002|
000000073|000008522005|
000000073|000008474005|
000000073|000008522004|
000000073|000009851002|
000000073|000009733002|
000000073|000008482005|
000000073|000008353005|
000000073|000008482002|
000000073|000008771003|
000000073|000009835005|
000000073|000008353004|
000000073|000008486004|
000000073|000008353003|
000000073|000008474003|
000000073|000008528002|
000000073|000008376005|
000000073|000009835004|
000000073|000009835002|
000000073|000009843003|
000000073|000009835003|
000000076|000008474005|
000000076|000009851002|
000000076|000008528004|
000000076|000009835003|
000000076|000008490002|
000000076|000008376003|
000000076|000009733004|
000000076|000008771003|
000000076|000008522004|
000000076|000008771002|
000000076|000008771004|
000000076|000008486003|
000000076|000008482003|
000000076|000009835005|
000000076|000008376005|
000000076|000008532003|
000000076|000008494003|
000000076|000008353005|
000000076|000008478003|
000000076|000009843003|
000000076|000008353002|
000000076|000008522002|
000000076|000008353003|
000000076|000009835002|
000000076|000009248003|
000000076|000008376002|
000000076|000008482005|
000000076|000008474004|
000000076|000009240003|
000000076|000008482004|
000000076|000009733002|
000000076|000009240002|
000000076|000008490004|
000000076|000009835004|
000000076|000008486004|
000000076|000008532005|
000000076|000008494002|
000000076|000008528003|
000000076|000008528005|
000000076|000009851005|
000000076|000008528002|
000000076|000008490005|
000000076|000008376004|
000000076|000008490003|
000000076|000008532002|
000000076|000009248002|
000000076|000008532004|
000000076|000008478005|
000000079|000008376003|
000000079|000008528002|
000000079|000008528004|
000000079|000008774005|
000000079|000008528003|
000000079|000008771002|
000000079|000008532005|
000000079|000008353002|
000000079|000008532004|
000000079|000008494002|
000000079|000008774004|
000000079|000008494003|
000000079|000008490002|
000000079|000008486003|
000000079|000008774003|
000000079|000008482003|
000000079|000008532003|
000000079|000008478003|
000000079|000008474004|
000000079|000008774002|
000000079|000009835004|
000000079|000009255003|
000000079|000009255002|
000000079|000008494004|
000000079|000008494005|
000000079|000008771003|
000000079|000008522004|
000000079|000009835002|
000000079|000008482004|
000000079|000008490003|
000000079|000008353003|
000000079|000008771004|
000000079|000008522002|
000000079|000008486004|
000000079|000009851002|
000000079|000008376005|
000000079|000009851003|
000000079|000009851004|
000000079|000009733005|
000000079|000009851005|
000000079|000009843003|
000000079|000008482005|
000000079|000009835005|
000000079|000008353005|
000000079|000009733002|
000000079|000009785005|
000000079|000009785004|
000000079|000009785003|
000000079|000009835003|
000000079|000008474005|
000000079|000008532002|
000000079|000008376004|
000000079|000008376002|
000000079|000008528005|
000000079|000008478005|
000000083|000008353002|
000000083|000008494003|
000000083|000008771004|
000000083|000008532004|
000000083|000009240003|
000000083|000008482004|
000000083|000008490002|
000000083|000008532005|
000000083|000009835005|
000000083|000008482002|
000000083|000009190003|
000000083|000008478005|
000000083|000008522005|
000000083|000009190004|
000000083|000008528005|
000000083|000008353003|
000000083|000008376003|
000000083|000009835004|
000000083|000008528002|
000000083|000008532002|
000000083|000008353004|
000000083|000009835003|
000000083|000008494002|
000000083|000008376005|
000000083|000009843003|
000000083|000009733002|
000000083|000008486004|
000000083|000008490003|
000000083|000008528003|
000000083|000008771002|
000000083|000009190002|
000000083|000008353005|
000000083|000008474005|
000000083|000009851005|
000000083|000008474003|
000000083|000008528004|
000000083|000008474004|
000000083|000009190005|
000000083|000008532003|
000000083|000009733004|
000000083|000008478003|
000000083|000008486003|
000000083|000008482005|
000000083|000008376004|
000000083|000009835002|
000000083|000008522002|
000000083|000008482003|
000000083|000008771003|
000000083|000008522004|
000000083|000009240002|
000000083|000009851002|
000000083|000008376002|
000000084|000009733002|
000000084|000009733003|
000000085|000009733002|
000000086|000009733002|
000000087|000009733002|
000000091|000009733002|
000000091|000009733005|
000000092|000009733002|
000000093|000009733002|
000000094|000008478005|
000000094|000008532002|
000000094|000008486003|
000000094|000008532004|
000000094|000008478003|
000000094|000008482004|
000000094|000008532003|
000000094|000008474004|
000000094|000008532005|
000000094|000009843003|
000000094|000009733004|
000000094|000008486005|
000000094|000008376004|
000000094|000008528003|
000000094|000008353003|
000000094|000009733002|
000000094|000008353002|
000000094|000009835005|
000000094|000008778005|
000000094|000009843005|
000000094|000008376005|
000000094|000008528002|
000000094|000008778004|
000000094|000008486002|
000000094|000008778003|
000000094|000008522004|
000000094|000008778002|
000000094|000008376003|
000000094|000009733003|
000000094|000008522002|
000000094|000009835002|
000000094|000008490003|
000000094|000008353005|
000000094|000008528004|
000000094|000009835003|
000000094|000008771004|
000000094|000008528005|
000000094|000008376002|
000000094|000008771003|
000000094|000008486004|
000000094|000008494003|
000000094|000008494002|
000000094|000008474005|
000000094|000008482005|
000000094|000008771002|
000000094|000009851005|
000000095|000009733002|
000000097|000009733002|
000000098|000009733002|
000000099|000009733002|
000000103|000009733002|
000000104|000009733002|
000000104|000009733005|
000000107|000009733002|
000000107|000009733003|
000000110|000009733002|
000000111|000009733002|
000000111|000009733005|
000000112|000008353002|
000000112|000008353003|
000000112|000009190003|
000000112|000008532002|
000000112|000008771004|
000000112|000008482005|
000000112|000009835002|
000000112|000008474005|
000000112|000008528004|
000000112|000008486004|
000000112|000008478005|
000000112|000008494003|
000000112|000008376005|
000000112|000009843005|
000000112|000009190002|
000000112|000009851005|
000000112|000008522004|
000000112|000008376004|
000000112|000009835005|
000000112|000009835003|
000000112|000008528005|
000000112|000008376002|
000000112|000009733004|
000000112|000008532005|
000000112|000009240003|
000000112|000009843003|
000000112|000008494002|
000000112|000008771002|
000000112|000009851002|
000000112|000008532004|
000000112|000009240002|
000000112|000008376003|
000000112|000008353005|
000000112|000008528003|
000000112|000008522002|
000000112|000009190004|
000000112|000008482004|
000000112|000008486003|
000000112|000008482003|
000000112|000008490002|
000000112|000009733002|
000000112|000008478003|
000000112|000008532003|
000000112|000008528002|
000000112|000008771003|
000000112|000009835004|
000000112|000008490003|
000000112|000008474004|
000000112|000009190005|
000000113|000009733003|
000000113|000009733002|
000000114|000009733002|
000000114|000009733003|
000000115|000008532005|
000000115|000008376004|
000000115|000009843003|
000000115|000009851004|
000000115|000008376002|
000000115|000008528004|
000000115|000009733005|
000000115|000009851002|
000000115|000009851003|
000000115|000008494002|
000000115|000008522002|
000000115|000008528003|
000000115|000008353005|
000000115|000008486004|
000000115|000008771002|
000000115|000008490003|
000000115|000008774005|
000000115|000009733002|
000000115|000008532004|
000000115|000008494004|
000000115|000008774004|
000000115|000009255002|
000000115|000008774003|
000000115|000008771004|
000000115|000008774002|
000000115|000009835005|
000000115|000008474005|
000000115|000009851005|
000000115|000008353003|
000000115|000008482004|
000000115|000008376005|
000000115|000008353002|
000000115|000008490002|
000000115|000008486003|
000000115|000009255003|
000000115|000009843005|
000000115|000008478003|
000000115|000009733004|
000000115|000008528002|
000000115|000008494005|
000000115|000009835003|
000000115|000009835002|
000000115|000008532002|
000000115|000008482003|
000000115|000008532003|
000000115|000008771003|
000000115|000008528005|
000000115|000009835004|
000000115|000008482005|
000000115|000008474004|
000000115|000008376003|
000000115|000008494003|
000000115|000008478005|
000000115|000008522004|
000000116|000009733003|
000000116|000009733002|
000000117|000009733005|
000000117|000009733002|
000000118|000009733002|
000000118|000009733005|
000000119|000009240002|
000000119|000009248002|
000000119|000009240003|
000000119|000008376002|
000000119|000008528005|
000000119|000008490003|
000000119|000009248003|
000000119|000008376003|
000000119|000008528002|
000000119|000008522004|
000000119|000008528004|
000000119|000008528003|
000000119|000008771002|
000000119|000008771003|
000000119|000008532005|
000000119|000008353002|
000000119|000008532004|
000000119|000008494002|
000000119|000008474005|
000000119|000008376005|
000000119|000008490002|
000000119|000009835002|
000000119|000008478005|
000000119|000008482004|
000000119|000009851002|
000000119|000009843003|
000000119|000008486004|
000000119|000008486003|
000000119|000009835005|
000000119|000009835004|
000000119|000008353005|
000000119|000008482003|
000000119|000009733002|
000000119|000008532003|
000000119|000008482005|
000000119|000008522002|
000000119|000008490005|
000000119|000008490004|
000000119|000009785005|
000000119|000008478003|
000000119|000009785004|
000000119|000009785003|
000000119|000009785002|
000000119|000008771004|
000000119|000009851005|
000000119|000008494003|
000000119|000009835003|
000000119|000008532002|
000000119|000008474004|
000000119|000008353003|
000000119|000008376004|
000000120|000009733005|
000000120|000009733002|
000000122|000009733002|
000000123|000009733002|
000000124|000009733002|
000000124|000009733003|
000000125|000009733002|
000000126|000009733002|
000000128|000009733002|
000000129|000009733002|
000000131|000009733002|
000000131|000009733005|
000000132|000009733002|
000000132|000009733003|
000000134|000009733002|
000000135|000009835003|
000000135|000008376003|
000000135|000008771004|
000000135|000008474005|
000000135|000008532003|
000000135|000008486003|
000000135|000009255003|
000000135|000008478003|
000000135|000008486004|
000000135|000009851004|
000000135|000008482004|
000000135|000008494005|
000000135|000009733002|
000000135|000008494004|
000000135|000008771003|
000000135|000008490003|
000000135|000008528003|
000000135|000008532004|
000000135|000008482003|
000000135|000008353005|
000000135|000008774005|
000000135|000009851002|
000000135|000009843003|
000000135|000009851005|
000000135|000008528004|
000000135|000008376002|
000000135|000008474003|
000000135|000009733005|
000000135|000008774004|
000000135|000009835002|
000000135|000008353003|
000000135|000008376004|
000000135|000009851003|
000000135|000009255002|
000000135|000008532005|
000000135|000008532002|
000000135|000008774003|
000000135|000008494003|
000000135|000008494002|
000000135|000008774002|
000000135|000008353004|
000000135|000008528002|
000000135|000008376005|
000000135|000008771002|
000000135|000008353002|
000000135|000008490002|
000000135|000009835004|
000000135|000008482005|
000000135|000009835005|
000000135|000009733004|
000000135|000008528005|
000000135|000008474004|
000000135|000008522004|
000000135|000008522002|
000000135|000008478005|
000000135|000008522005|
000000136|000009733002|
000000136|000009733005|
000000137|000009733002|
000000137|000009733003|
000000139|000009733003|
000000139|000009733002|
000000140|000008522004|
000000140|000008486004|
000000140|000009843003|
000000140|000008482004|
000000140|000009851002|
000000140|000008494003|
000000140|000008528002|
000000140|000008532005|
000000140|000008522002|
000000140|000008478005|
000000140|000008376005|
000000140|000008478002|
000000140|000008353002|
000000140|000008532004|
000000140|000008474004|
000000140|000008522003|
000000140|000009835002|
000000140|000008490003|
000000140|000008482002|
000000140|000008490002|
000000140|000009240002|
000000140|000008532002|
000000140|000008353003|
000000140|000008486003|
000000140|000008482003|
000000140|000008532003|
000000140|000008478004|
000000140|000009240003|
000000140|000008528003|
000000140|000008376004|
000000140|000009733002|
000000140|000008376003|
000000140|000008494002|
000000140|000008528004|
000000140|000009835003|
000000140|000008376002|
000000140|000008478003|
000000140|000008528005|
000000140|000009835004|
000000140|000009851005|
000000140|000008474005|
000000140|000008771004|
000000140|000008353005|
000000140|000008771003|
000000140|000008482005|
000000140|000009835005|
000000140|000008771002|
000000146|000009733002|
000000147|000009733002|
000000147|000009733005|
000000148|000008478005|
000000148|000008528003|
000000148|000008376003|
000000148|000009835005|
000000148|000009733002|
000000148|000008353003|
000000148|000008486004|
000000148|000008532004|
000000148|000008522002|
000000148|000009240002|
000000148|000009851005|
000000148|000008478003|
000000148|000009835004|
000000148|000008376004|
000000148|000008771002|
000000148|000008486003|
000000148|000008532002|
000000148|000008376005|
000000148|000008474004|
000000148|000008528005|
000000148|000009240003|
000000148|000009835003|
000000148|000008482004|
000000148|000009851002|
000000148|000008482003|
000000148|000008474005|
000000148|000008528002|
000000148|000008522004|
000000148|000008494003|
000000148|000008532005|
000000148|000009835002|
000000148|000008771003|
000000148|000008482005|
000000148|000008490003|
000000148|000009843003|
000000148|000008376002|
000000148|000008528004|
000000148|000008353005|
000000148|000008490002|
000000148|000008353002|
000000148|000008532003|
000000148|000008771004|
000000148|000008494002|
000000154|000009733002|
000000158|000008528003|
000000158|000009835003|
000000158|000008486003|
000000158|000008532003|
000000158|000009240002|
000000158|000008486004|
000000158|000008353002|
000000158|000008532004|
000000158|000008771002|
000000158|000009851002|
000000158|000009851005|
000000158|000008482003|
000000158|000009843003|
000000158|000008482004|
000000158|000008532002|
000000158|000008376003|
000000158|000009835005|
000000158|000008353005|
000000158|000008474005|
000000158|000009240003|
000000158|000009733002|
000000158|000008482002|
000000158|000008353003|
000000158|000008494003|
000000158|000008482005|
000000158|000009835004|
000000158|000008494002|
000000158|000008478003|
000000158|000009835002|
000000158|000008478005|
000000158|000008376005|
000000158|000008528005|
000000158|000008532005|
000000158|000008490002|
000000158|000008376002|
000000158|000008528002|
000000158|000008528004|
000000158|000008522004|
000000158|000008771003|
000000158|000008490003|
000000158|000008771004|
000000158|000008522002|
000000158|000008474004|
000000158|000008376004|
000000159|000008532004|
000000159|000008482005|
000000159|000008376003|
000000159|000008353003|
000000159|000008532002|
000000159|000008482004|
000000159|000008486003|
000000159|000008486002|
000000159|000009835005|
000000159|000008532003|
000000159|000009835003|
000000159|000008478005|
000000159|000009835002|
000000159|000008528003|
000000159|000008474004|
000000159|000008771002|
000000159|000008528002|
000000159|000008376002|
000000159|000008528004|
000000159|000008474005|
000000159|000008486005|
000000159|000008353005|
000000159|000008494003|
000000159|000009733002|
000000159|000008528005|
000000159|000009843003|
000000159|000008376004|
000000159|000008353002|
000000159|000008486004|
000000159|000008376005|
000000159|000008532005|
000000159|000009851005|
000000159|000008771003|
000000159|000008494002|
000000159|000008771004|
000000159|000008478003|
000000159|000008522004|
000000159|000008490003|
000000159|000008522002|
000000165|000009733002|
000000166|000009733002|
000000167|000009733002|
000000168|000009733002|
000000230|000009733005|
000000230|000009733002|
000000231|000009733002|
000000231|000009733005|
000000238|000009733003|
000000238|000009733002|
000000239|000009733003|
000000239|000009733002|
000000240|000009733003|
000000240|000009733002|
000000241|000009733003|
000000241|000009733002|
000000242|000009733003|
000000242|000009733002|
000000284|000008486004|
000000284|000008771002|
000000284|000008522004|
000000284|000008482004|
000000284|000008771003|
000000284|000009733004|
000000284|000008486003|
000000284|000009851005|
000000284|000008522005|
000000284|000008528005|
000000284|000008522002|
000000284|000008532002|
000000284|000008486002|
000000284|000008353005|
000000284|000008474004|
000000284|000008528003|
000000284|000008528002|
000000284|000008478003|
000000284|000008376002|
000000284|000009835005|
000000284|000009843003|
000000284|000009835002|
000000284|000008478005|
000000284|000008532003|
000000284|000008376004|
000000284|000008532004|
000000284|000008376005|
000000284|000008528004|
000000284|000008376003|
000000284|000008482005|
000000284|000008474003|
000000284|000009835003|
000000284|000008486005|
000000284|000008771004|
000000284|000008474005|
000000284|000008490003|
000000284|000008353003|
000000284|000008353002|
000000284|000008532005|
000000284|000008494003|
000000284|000008494002|
000000284|000008353004|
000000284|000009733002|
000000300|000008528002|
000000300|000009255003|
000000300|000008771004|
000000300|000009733002|
000000300|000008494002|
000000300|000008494005|
000000300|000008482004|
000000300|000008490003|
000000300|000008494004|
000000300|000009835002|
000000300|000008532002|
000000300|000009835004|
000000300|000008353005|
000000300|000008478005|
000000300|000008478003|
000000300|000008376005|
000000300|000009843003|
000000300|000009255002|
000000300|000008376003|
000000300|000008376004|
000000300|000008532003|
000000300|000008532005|
000000300|000008528003|
000000300|000008474004|
000000300|000008771002|
000000300|000008528005|
000000300|000009851005|
000000300|000008482005|
000000300|000009835003|
000000300|000009851002|
000000300|000008482003|
000000300|000008376002|
000000300|000008494003|
000000300|000008532004|
000000300|000009851004|
000000300|000008474005|
000000300|000008353003|
000000300|000009851003|
000000300|000008353002|
000000300|000009835005|
000000300|000008486004|
000000300|000008771003|
000000300|000008522002|
000000300|000008528004|
000000300|000008522004|
000000300|000008490002|
000000300|000008486003|
000000301|000008494003|
000000301|000008376005|
000000301|000008376002|
000000301|000008486004|
000000301|000008376004|
000000301|000008528002|
000000301|000008532003|
000000301|000009835005|
000000301|000008478003|
000000301|000008353005|
000000301|000008486002|
000000301|000008771003|
000000301|000008532002|
000000301|000008490003|
000000301|000008482004|
000000301|000009835003|
000000301|000008771004|
000000301|000008486005|
000000301|000008486003|
000000301|000008482005|
000000301|000008474004|
000000301|000008528005|
000000301|000009851005|
000000301|000008474005|
000000301|000008771002|
000000301|000008532005|
000000301|000008353003|
000000301|000008376003|
000000301|000008494002|
000000301|000008353002|
000000301|000008528003|
000000301|000009835002|
000000301|000008532004|
000000301|000008522004|
000000301|000009843003|
000000301|000008522002|
000000301|000009733002|
000000301|000008478005|
000000301|000008528004|
000000303|000009733002|
000000305|000009733002|
000000306|000008376002|
000000306|000009851002|
000000306|000008486004|
000000306|000008522002|
000000306|000008532003|
000000306|000008528004|
000000306|000008528002|
000000306|000008771004|
000000306|000008376004|
000000306|000008522003|
000000306|000008490003|
000000306|000008474004|
000000306|000008771003|
000000306|000008522004|
000000306|000008478004|
000000306|000008482003|
000000306|000008528003|
000000306|000009835002|
000000306|000008532004|
000000306|000008494003|
000000306|000008353003|
000000306|000008771002|
000000306|000008532005|
000000306|000008376005|
000000306|000008478002|
000000306|000008474005|
000000306|000008494002|
000000306|000009733002|
000000306|000008532002|
000000306|000008482004|
000000306|000008353005|
000000306|000008353002|
000000306|000009835005|
000000306|000009843003|
000000306|000008478005|
000000306|000009240002|
000000306|000008376003|
000000306|000009835004|
000000306|000009240003|
000000306|000008482005|
000000306|000008478003|
000000306|000008490002|
000000306|000008528005|
000000306|000008486003|
000000306|000009851005|
000000306|000009835003|
000000308|000008532003|
000000308|000008376003|
000000308|000008474005|
000000308|000009843003|
000000308|000008494002|
000000308|000008528003|
000000308|000008532002|
000000308|000008376004|
000000308|000008474004|
000000308|000008353005|
000000308|000009835002|
000000308|000008528004|
000000308|000008486004|
000000308|000008482004|
000000308|000008486003|
000000308|000008771004|
000000308|000008532004|
000000308|000008771003|
000000308|000008478003|
000000308|000008376005|
000000308|000008771002|
000000308|000008486002|
000000308|000008532005|
000000308|000008528005|
000000308|000009835003|
000000308|000008353003|
000000308|000009851005|
000000308|000009733002|
000000308|000008353002|
000000308|000008486005|
000000308|000008376002|
000000308|000008522004|
000000308|000008482005|
000000308|000009835005|
000000308|000008494003|
000000308|000008490003|
000000308|000008478005|
000000308|000008522002|
000000308|000008528002|
000000310|000009733002|
000000311|000009733002|
000000315|000009733002|
000000318|000009733002|
000000321|000009733002|
000000322|000009733002|
000000323|000009733002|
000000324|000009733002|
000000325|000009733002|
000000326|000009733002|
000000358|000009733002|
000000375|000009777002|
000000375|000008456005|
000000375|000009493002|
000000375|000009777005|
000000375|000008456004|
000000375|000009777004|
000000375|000009485003|
000000375|000009777003|
000000375|000009485002|
000000375|000008456003|
000000375|000008456002|
000000375|000009493003|
000000376|000008456002|
000000376|000009485003|
000000376|000009777004|
000000376|000008456003|
000000376|000009493003|
000000376|000008456004|
000000376|000008456005|
000000376|000009493002|
000000376|000009485002|
000000376|000009777003|
000000376|000009777002|
000000376|000009777005|
000000379|000009777005|
000000379|000008456005|
000000379|000009485002|
000000379|000009777003|
000000379|000008456002|
000000379|000009485003|
000000379|000008456004|
000000379|000008456003|
000000379|000009777002|
000000379|000009777004|
000000399|000008456004|
000000399|000009777005|
000000399|000009485002|
000000399|000009777002|
000000399|000009485003|
000000399|000008456003|
000000399|000009777004|
000000399|000008456005|
000000399|000008456002|
000000399|000009777003|
000000402|000009839005|
000000402|000008815004|
000000402|000008815005|
000000402|000008811003|
000000402|000008811004|
000000402|000008815002|
000000402|000008442002|
000000402|000008811005|
000000402|000008811002|
000000402|000008442003|
000000402|000008442005|
000000402|000008442004|
000000402|000008815003|
000000402|000009839003|
000000404|000009839003|
000000404|000008442002|
000000404|000008811003|
000000404|000008442004|
000000404|000008442003|
000000404|000008811005|
000000404|000008442005|
000000404|000009636003|
000000404|000008811002|
000000404|000008811004|
000000405|000008811005|
000000405|000009839003|
000000405|000008442004|
000000405|000008442005|
000000405|000008442002|
000000405|000008811002|
000000405|000009636002|
000000405|000008442003|
000000405|000008811004|
000000405|000008811003|
000000428|000009839003|
000000428|000008811005|
000000428|000008442003|
000000428|000008442002|
000000428|000008811002|
000000428|000008442004|
000000428|000008442005|
000000428|000008811003|
000000428|000008811004|
000000460|000008417005|
000000460|000008421005|
000000460|000008404004|
000000460|000008408003|
000000460|000009737005|
000000460|000008412005|
000000460|000008404003|
000000460|000008417002|
000000460|000008421003|
000000460|000008404005|
000000460|000008408002|
000000460|000008412002|
000000460|000008412004|
000000460|000008421002|
000000460|000008348002|
000000460|000008348005|
000000460|000008412003|
000000460|000008408004|
000000460|000008348003|
000000460|000008348004|
000000460|000008404002|
000000460|000008408005|
000000460|000008421004|
000000463|000009737005|
000000463|000008408003|
000000463|000009476003|
000000463|000008408002|
000000463|000009724002|
000000463|000008412004|
000000463|000008421004|
000000463|000008348003|
000000463|000008408005|
000000463|000008408004|
000000463|000008348005|
000000463|000008412005|
000000463|000008421005|
000000463|000008348004|
000000463|000008412002|
000000463|000009724003|
000000463|000009476002|
000000463|000008412003|
000000463|000008417004|
000000463|000008417003|
000000463|000008417002|
000000463|000008421003|
000000463|000008348002|
000000463|000008421002|
000000463|000008417005|
000000465|000008404002|
000000465|000008412002|
000000465|000008348005|
000000465|000008348004|
000000465|000008348003|
000000465|000008421004|
000000465|000008348002|
000000465|000008412003|
000000465|000008408002|
000000465|000008417005|
000000465|000008408003|
000000465|000009737005|
000000465|000008421005|
000000465|000008408004|
000000465|000008412005|
000000465|000008408005|
000000465|000008417002|
000000465|000008412004|
000000465|000008404005|
000000465|000008421002|
000000465|000008404004|
000000465|000008421003|
000000465|000008404003|
000000467|000009737005|
000000468|000009737005|
000000469|000009737005|
000000469|000009690002|
000000470|000009737005|
000000471|000009737005|
000000472|000009737005|
000000473|000009737005|
000000473|000009690002|
000000474|000009737005|
000000475|000009737005|
000000476|000009737005|
000000477|000009737005|
000000478|000009737005|
000000479|000009690002|
000000482|000009737005|
000000482|000009690002|
000000483|000009737005|
000000484|000009737005|
000000485|000009737005|
000000486|000009737005|
000000487|000009737005|
000000488|000009737005|
000000489|000009737005|
000000490|000009737005|
000000491|000009737005|
000000493|000009737005|
000000494|000009737005|
000000495|000009737005|
000000496|000009737005|
000000497|000009737005|
000000498|000009737005|
000000499|000008348004|
000000499|000008421003|
000000499|000008408005|
000000499|000008421004|
000000499|000008408004|
000000499|000008408003|
000000499|000008408002|
000000499|000009737005|
000000499|000008412004|
000000499|000008412005|
000000499|000008417005|
000000499|000008412003|
000000499|000008412002|
000000499|000008417002|
000000499|000008348005|
000000499|000008348003|
000000499|000008348002|
000000499|000008421005|
000000500|000009737005|
000000503|000009737005|
000000504|000009737005|
000000505|000009737005|
000000506|000009737005|
000000507|000009075004|
000000507|000009067005|
000000507|000009827005|
000000507|000009075003|
000000507|000009084004|
000000507|000009724002|
000000507|000009075002|
000000507|000009084003|
000000507|000009075005|
000000507|000009476003|
000000507|000009079005|
000000507|000009724003|
000000507|000009067003|
