datasheet_id|keyword|model|is_faction_keyword|
000000032|Aircraft||false|
000000032|Grenades||false|
000000033|Orks||true|
000000033|Mounted||false|
000000033|Grenades||false|
000000033|Speed Freeks||false|
000000033|Warbikers||false|
000000034|Orks||true|
000000034|Wartrakks||false|
000000034|Speed Freeks||false|
000000034|Mounted||false|
000000035|Orks||true|
000000035|Skorchas||false|
000000035|Speed Freeks||false|
000000035|Mounted||false|
000000036|Orks||true|
000000036|Speed Freeks||false|
000000036|Mounted||false|
000000036|Warbuggies||false|
000000037|Orks||true|
000000037|Vehicle||false|
000000037|Big Gunz||false|
000000037|Grots||false|
000000037|Artillery||false|
000000038|Orks||true|
000000038|Vehicle||false|
000000038|Mek Gunz||false|
000000038|Grots||false|
000000039|Orks||true|
000000039|Vehicle||false|
000000039|Transport||false|
000000039|Battlewagon||false|
000000040|Orks||true|
000000040|Vehicle||false|
000000040|Walker||false|
000000040|Deff Dread||false|
000000041|Orks||true|
000000041|Killa Kans||false|
000000041|Grots||false|
000000041|Vehicle||false|
000000041|Walker||false|
000000042|Orks||true|
000000042|Vehicle||false|
000000042|Titanic||false|
000000042|Towering||false|
000000042|Transport||false|
000000042|Walker||false|
000000042|Morkanaut||false|
000000043|Orks||true|
000000043|Vehicle||false|
000000043|Titanic||false|
000000043|Walker||false|
000000043|Transport||false|
000000043|Gorkanaut||false|
000000043|Towering||false|
000000044|Orks||true|
000000044|Infantry||false|
000000044|Lootas||false|
000000045|Orks||true|
000000045|Infantry||false|
000000045|Flash Gitz||false|
000000045|Grenades||false|
000000046|Orks||true|
000000046|Vehicle||false|
000000046|Transport||false|
000000046|Towering||false|
000000046|Walker||false|
000000046|Stompa||false|
000000046|Titanic||false|
000000049|Orks||true|
000000049|Vehicle||false|
000000049|Grots||false|
000000049|Grot Tanks||false|
000000050|Orks||true|
000000050|Vehicle||false|
000000050|Grots||false|
000000050|Grot Mega-tank||false|
000000051|Orks||true|
000000051|Monster||false|
000000051|Squiggoth||false|
000000051|Transport||false|
000000052|Orks||true|
000000052|Meka-Dread||false|
000000052|Walker||false|
000000052|Vehicle||false|
000000053|Orks||true|
000000053|Lifta Wagon||false|
000000053|Vehicle||false|
000000054|Orks||true|
000000054|Vehicle||false|
000000054|Transport||false|
000000054|Big Trakk||false|
000000055|Orks||true|
000000055|Kannonwagon||false|
000000055|Vehicle||false|
000000055|Transport||false|
000000056|Orks||true|
000000056|Vehicle||false|
000000056|Titanic||false|
000000056|Transport||false|
000000056|Kill Tank||false|
000000057|Orks||true|
000000057|Chinork Warkopta||false|
000000057|Fly||false|
000000057|Vehicle||false|
000000057|Transport||false|
000000057|Speed Freeks||false|
000000059|Orks||true|
000000059|Towering||false|
000000059|Titanic||false|
000000059|Monster||false|
000000059|Transport||false|
000000059|Gargantuan Squiggoth||false|
000000060|Adeptus Astartes||true|
000000060|Infantry||false|
000000060|Biologis||false|
000000060|Character||false|
000000060|Imperium||false|
000000060|Apothecary||false|
000000060|Gravis||false|
000000061|Adeptus Astartes||true|
000000061|Assault Squad||false|
000000061|Infantry||false|
000000061|Grenades||false|
000000061|Imperium||false|
000000063|Adeptus Astartes||true|
000000063|Apothecary||false|
000000063|Imperium||false|
000000063|Mounted||false|
000000063|Character||false|
000000063|Grenades||false|
000000063|Ravenwing||false|
000000064|Adeptus Astartes||true|
000000064|Fly||false|
000000064|Imperium||false|
000000064|Infantry||false|
000000064|Grenades||false|
000000064|Jump Pack||false|
000000064|Assault Squad with Jump Packs||false|
000000065|Adeptus Astartes||true|
000000065|Land Raider||false|
000000065|Imperium||false|
000000065|Transport||false|
000000065|Vehicle||false|
000000065|Smoke||false|
000000065|Deathwing||false|
000000066|Adeptus Astartes||true|
000000066|Vehicle||false|
000000066|Smoke||false|
000000066|Grenades||false|
000000066|Transport||false|
000000066|Imperium||false|
000000066|Land Raider Crusader||false|
000000066|Deathwing||false|
000000067|Adeptus Astartes||true|
000000067|Transport||false|
000000067|Smoke||false|
000000067|Imperium||false|
000000067|Vehicle||false|
000000067|Land Raider Excelsior||false|
000000068|Adeptus Astartes||true|
000000068|Suppressor Squad||false|
000000068|Fly||false|
000000068|Jump Pack||false|
000000068|Smoke||false|
000000068|Grenades||false|
000000068|Infantry||false|
000000068|Imperium||false|
000000070|Adeptus Astartes||true|
000000070|Tactical Squad||false|
000000070|Imperium||false|
000000070|Grenades||false|
000000070|Infantry||false|
000000070|Battleline||false|
000000071|Adeptus Astartes||true|
000000071|Grenades||false|
000000071|Infantry||false|
000000071|Tacticus||false|
000000071|Deathwing||false|
000000071|Bladeguard Veteran Squad||false|
000000071|Imperium||false|
000000072|Adeptus Astartes||true|
000000072|Ravenwing||false|
000000072|Fly||false|
000000072|Imperium||false|
000000072|Caestus Assault Ram||false|
000000072|Transport||false|
000000072|Vehicle||false|
000000072|Aircraft||false|
000000073|Adeptus Astartes||true|
000000073|Tacticus||false|
000000073|Grenades||false|
000000073|Captain||false|
000000073|Imperium||false|
000000073|Infantry||false|
000000073|Character||false|
000000076|Adeptus Astartes||true|
000000076|Character||false|
000000076|Infantry||false|
000000076|Grenades||false|
000000076|Lieutenant with Combi-weapon||false|
000000076|Lieutenant||false|
000000076|Phobos||false|
000000076|Imperium||false|
000000079|Adeptus Astartes||true|
000000079|Deathwing||false|
000000079|Librarian||false|
000000079|Terminator||false|
000000079|Imperium||false|
000000079|Psyker||false|
000000079|Character||false|
000000079|Infantry||false|
000000081|Adeptus Astartes||true|
000000081|Ultramarines||true|
000000081|Imperium||false|
000000081|Sicarius||false|
000000081|Captain||false|
000000081|Tacticus||false|
000000081|Epic Hero||false|
000000081|Character||false|
000000081|Infantry||false|
000000083|Adeptus Astartes||true|
000000083|Infantry||false|
000000083|Captain||false|
000000083|Tacticus||false|
000000083|Imperium||false|
000000083|Grenades||false|
000000083|Fly||false|
000000083|Jump Pack||false|
000000083|Character||false|
000000084|Adeptus Astartes||true|
000000084|Vehicle||false|
000000084|Imperium||false|
000000084|Smoke||false|
000000084|Ravenwing||false|
000000084|Aircraft||false|
000000084|Fly||false|
000000084|Stormhawk Interceptor||false|
000000085|Adeptus Astartes||true|
000000085|Transport||false|
000000085|Vehicle||false|
000000085|Smoke||false|
000000085|Imperium||false|
000000085|Rhino Primaris||false|
000000086|Adeptus Astartes||true|
000000086|Artillery||false|
000000086|Vehicle||false|
000000086|Imperium||false|
000000086|Firestrike Servo-turrets||false|
000000087|Adeptus Astartes||true|
000000087|Vehicle||false|
000000087|Transport||false|
000000087|Imperium||false|
000000087|Drop Pod||false|
000000091|Adeptus Astartes||true|
000000091|Vehicle||false|
000000091|Walker||false|
000000091|Imperium||false|
000000091|Dreadnought||false|
000000091|Ballistus Dreadnought||false|
000000091|Deathwing||false|
000000092|Adeptus Astartes||true|
000000092|Vehicle||false|
000000092|Imperium||false|
000000092|Smoke||false|
000000092|Sicaran Venator||false|
000000093|Adeptus Astartes||true|
000000093|Smoke||false|
000000093|Typhon||false|
000000093|Vehicle||false|
000000093|Imperium||false|
000000094|Adeptus Astartes||true|
000000094|Ravenwing||false|
000000094|Mounted||false|
000000094|Character||false|
000000094|Chaplain||false|
000000094|Imperium||false|
000000094|Grenades||false|
000000095|Ultramarines||true|
000000095|Adeptus Astartes||true|
000000095|Infantry||false|
000000095|Imperium||false|
000000095|Grenades||false|
000000095|Honour Guard||false|
000000096|Adeptus Astartes||true|
000000096|Vehicle||false|
000000096|Walker||false|
000000096|Imperium||false|
000000096|Smoke||false|
000000096|Character||false|
000000096|Dreadnought||false|
000000096|Carab Culln the Risen||false|
000000096|Deathwing||false|
000000096|Epic Hero||false|
000000097|Adeptus Astartes||true|
000000097|Imperium||false|
000000097|Hammerfall Bunker||false|
000000097|Vehicle||false|
000000097|Fortification||false|
000000098|Adeptus Astartes||true|
000000098|Vehicle||false|
000000098|Artillery||false|
000000098|Imperium||false|
000000098|Tarantula Sentry Battery||false|
000000099|Adeptus Astartes||true|
000000099|Vehicle||false|
000000099|Imperium||false|
000000099|Tarantula Air Defence Battery||false|
000000103|Adeptus Astartes||true|
000000103|Infantry||false|
000000103|Eradicator Squad||false|
000000103|Gravis||false|
000000103|Imperium||false|
000000103|Grenades||false|
000000104|Adeptus Astartes||true|
000000104|Imperium||false|
000000104|Relic Terminator Squad||false|
000000104|Infantry||false|
000000104|Terminator||false|
000000104|Deathwing||false|
000000107|Adeptus Astartes||true|
000000107|Imperium||false|
000000107|Fly||false|
000000107|Vehicle||false|
000000107|Ravenwing||false|
000000107|Javelin Attack Speeder||false|
000000110|Adeptus Astartes||true|
000000110|Rapier Carrier||false|
000000110|Imperium||false|
000000110|Vehicle||false|
000000110|Artillery||false|
000000111|Adeptus Astartes||true|
000000111|Dreadnought||false|
000000111|Mortis Dreadnought||false|
000000111|Deathwing||false|
000000111|Vehicle||false|
000000111|Walker||false|
000000111|Imperium||false|
000000112|Adeptus Astartes||true|
000000112|Fly||false|
000000112|Character||false|
000000112|Jump Pack||false|
000000112|Imperium||false|
000000112|Chaplain||false|
000000112|Infantry||false|
000000113|Adeptus Astartes||true|
000000113|Vehicle||false|
000000113|Fly||false|
000000113|Aircraft||false|
000000113|Transport||false|
000000113|Imperium||false|
000000113|Storm Eagle Gunship||false|
000000113|Ravenwing||false|
000000114|Adeptus Astartes||true|
000000114|Vehicle||false|
000000114|Fly||false|
000000114|Imperium||false|
000000114|Storm Speeder Hammerstrike||false|
000000114|Ravenwing||false|
000000115|Adeptus Astartes||true|
000000115|Deathwing||false|
000000115|Imperium||false|
000000115|Infantry||false|
000000115|Character||false|
000000115|Terminator||false|
000000115|Chaplain||false|
000000116|Adeptus Astartes||true|
000000116|Imperium||false|
000000116|Grenades||false|
000000116|Bike Squad||false|
000000116|Mounted||false|
000000116|Ravenwing||false|
000000117|Adeptus Astartes||true|
000000117|Imperium||false|
000000117|Dreadnought||false|
000000117|Deathwing||false|
000000117|Vehicle||false|
000000117|Smoke||false|
000000117|Walker||false|
000000118|Adeptus Astartes||true|
000000118|Terminator||false|
000000118|Infantry||false|
000000118|Terminator Assault Squad||false|
000000118|Deathwing||false|
000000118|Imperium||false|
000000119|Adeptus Astartes||true|
000000119|Infantry||false|
000000119|Character||false|
000000119|Grenades||false|
000000119|Psyker||false|
000000119|Imperium||false|
000000119|Phobos||false|
000000119|Librarian||false|
000000120|Adeptus Astartes||true|
000000120|Venerable||false|
000000120|Vehicle||false|
000000120|Walker||false|
000000120|Smoke||false|
000000120|Imperium||false|
000000120|Dreadnought||false|
000000120|Deathwing||false|
000000121|Adeptus Astartes||true|
000000121|Ultramarines||true|
000000121|Character||false|
000000121|Infantry||false|
000000121|Epic Hero||false|
000000121|Imperium||false|
000000121|Tacticus||false|
000000121|Captain||false|
000000121|Uriel Ventris||false|
000000122|Adeptus Astartes||true|
000000122|Vehicle||false|
000000122|Imperium||false|
000000122|Dreadnought Drop Pod||false|
000000122|Transport||false|
000000123|Adeptus Astartes||true|
000000123|Imperium||false|
000000123|Vehicle||false|
000000123|Smoke||false|
000000123|Sicaran Punisher||false|
000000124|Adeptus Astartes||true|
000000124|Ravenwing||false|
000000124|Vehicle||false|
000000124|Fly||false|
000000124|Imperium||false|
000000124|Storm Speeder Hailstrike||false|
000000125|Adeptus Astartes||true|
000000125|Gravis||false|
000000125|Infantry||false|
000000125|Jump Pack||false|
000000125|Fly||false|
000000125|Imperium||false|
000000125|Inceptor Squad||false|
000000126|Adeptus Astartes||true|
000000126|Grenades||false|
000000126|Imperium||false|
000000126|Tacticus||false|
000000126|Infernus Squad||false|
000000126|Infantry||false|
000000127|Adeptus Astartes||true|
000000127|Iron Hands||true|
000000127|Imperium||false|
000000127|Epic Hero||false|
000000127|Character||false|
000000127|Infantry||false|
000000127|Iron Father Feirros||false|
000000127|Gravis||false|
000000128|Adeptus Astartes||true|
000000128|Grenades||false|
000000128|Smoke||false|
000000128|Imperium||false|
000000128|Phobos||false|
000000128|Infantry||false|
000000128|Infiltrator Squad||false|
000000129|Adeptus Astartes||true|
000000129|Transport||false|
000000129|Smoke||false|
000000129|Vehicle||false|
000000129|Razorback||false|
000000129|Imperium||false|
000000129|Dedicated Transport||false|
000000131|Adeptus Astartes||true|
000000131|Smoke||false|
000000131|Dreadnought||false|
000000131|Leviathan Dreadnought||false|
000000131|Deathwing||false|
000000131|Imperium||false|
000000131|Vehicle||false|
000000131|Walker||false|
000000132|Adeptus Astartes||true|
000000132|Fly||false|
000000132|Imperium||false|
000000132|Vehicle||false|
000000132|Transport||false|
000000132|Dedicated Transport||false|
000000132|Ravenwing||false|
000000132|Land Speeder Storm||false|
000000134|Adeptus Astartes||true|
000000134|Infantry||false|
000000134|Imperium||false|
000000134|Astartes Servitors||false|
000000135|Adeptus Astartes||true|
000000135|Imperium||false|
000000135|Terminator||false|
000000135|Captain||false|
000000135|Infantry||false|
000000135|Character||false|
000000135|Deathwing||false|
000000136|Adeptus Astartes||true|
000000136|Vehicle||false|
000000136|Walker||false|
000000136|Imperium||false|
000000136|Dreadnought||false|
000000136|Deathwing||false|
000000136|Brutalis Dreadnought||false|
000000137|Adeptus Astartes||true|
000000137|Scout Bike Squad||false|
000000137|Imperium||false|
000000137|Grenades||false|
000000137|Mounted||false|
000000137|Smoke||false|
000000137|Ravenwing||false|
000000138|Adeptus Astartes||true|
000000138|Ultramarines||true|
000000138|Primarch||false|
000000138|Character||false|
000000138|Epic Hero||false|
000000138|Imperium||false|
000000138|Roboute Guilliman||false|
000000138|Monster||false|
000000139|Adeptus Astartes||true|
000000139|Imperium||false|
000000139|Vehicle||false|
000000139|Titanic||false|
000000139|Fly||false|
000000139|Aircraft||false|
000000139|Transport||false|
000000139|Thunderhawk Gunship||false|
000000139|Ravenwing||false|
000000140|Adeptus Astartes||true|
000000140|Infantry||false|
000000140|Character||false|
000000140|Grenades||false|
000000140|Imperium||false|
000000140|Tacticus||false|
000000140|Techmarine||false|
000000146|Adeptus Astartes||true|
000000146|Vehicle||false|
000000146|Smoke||false|
000000146|Imperium||false|
000000146|Hunter||false|
000000147|Adeptus Astartes||true|
000000147|Jump Pack||false|
000000147|Fly||false|
000000147|Imperium||false|
000000147|Vanguard Veteran Squad||false|
000000147|Vanguard Veteran Squad with Jump Packs||false|
000000147|Deathwing||false|
000000147|Infantry||false|
000000147|Grenades||false|
000000148|Adeptus Astartes||true|
000000148|Character||false|
000000148|Imperial Space Marine||false|
000000148|Grenades||false|
000000148|Infantry||false|
000000148|Imperium||false|
000000151|Blood Angels||true|
000000151|Adeptus Astartes||true|
000000151|Commander Dante||false|
000000151|Infantry||false|
000000151|Chapter Master||false|
000000151|Tacticus||false|
000000151|Imperium||false|
000000151|Grenades||false|
000000151|Jump Pack||false|
000000151|Fly||false|
000000151|Epic Hero||false|
000000151|Character||false|
000000152|Blood Angels||true|
000000152|Adeptus Astartes||true|
000000152|Epic Hero||false|
000000152|Grenades||false|
000000152|Imperium||false|
000000152|Tycho||false|
000000152|Captain||false|
000000152|Infantry||false|
000000152|Character||false|
000000153|Blood Angels||true|
000000153|Adeptus Astartes||true|
000000153|Tycho the Lost||false|
000000153|Infantry||false|
000000153|Character||false|
000000153|Epic Hero||false|
000000153|Grenades||false|
000000153|Imperium||false|
000000153|Captain||false|
000000154|Blood Angels||true|
000000154|Adeptus Astartes||true|
000000154|Vehicle||false|
000000154|Walker||false|
000000154|Smoke||false|
000000154|Psyker||false|
000000154|Imperium||false|
000000154|Dreadnought||false|
000000154|Librarian Dreadnought||false|
000000155|Blood Angels||true|
000000155|Adeptus Astartes||true|
000000155|Infantry||false|
000000155|Character||false|
000000155|Epic Hero||false|
000000155|Psyker||false|
000000155|Grenades||false|
000000155|Imperium||false|
000000155|Tacticus||false|
000000155|Chief Librarian Mephiston||false|
000000156|Blood Angels||true|
000000156|Adeptus Astartes||true|
000000156|Infantry||false|
000000156|Character||false|
000000156|Epic Hero||false|
000000156|Fly||false|
000000156|Jump Pack||false|
000000156|Imperium||false|
000000156|Tacticus||false|
000000156|The Sanguinor||false|
000000157|Blood Angels||true|
000000157|Adeptus Astartes||true|
000000157|Infantry||false|
000000157|Character||false|
000000157|Epic Hero||false|
000000157|Fly||false|
000000157|Jump Pack||false|
000000157|Imperium||false|
000000157|Tacticus||false|
000000157|Chaplain||false|
000000157|Astorath||false|
000000158|Blood Angels||true|
000000158|Adeptus Astartes||true|
000000158|Infantry||false|
000000158|Character||false|
000000158|Grenades||false|
000000158|Imperium||false|
000000158|Tacticus||false|
000000158|Sanguinary Priest||false|
000000159|Adeptus Astartes||true|
000000159|Blood Angels||true|
000000159|Grenades||false|
000000159|Imperium||false|
000000159|Sanguinary Priest||false|
000000159|Character||false|
000000159|Mounted||false|
000000160|Blood Angels||true|
000000160|Adeptus Astartes||true|
000000160|Character||false|
000000160|Grenades||false|
000000160|Infantry||false|
000000160|Imperium||false|
000000160|Sanguinary Priest||false|
000000160|Brother Corbulo||false|
000000160|Epic Hero||false|
000000164|Blood Angels||true|
000000164|Adeptus Astartes||true|
000000164|Grenades||false|
000000164|Infantry||false|
000000164|Character||false|
000000164|Epic Hero||false|
000000164|Fly||false|
000000164|Jump Pack||false|
000000164|Imperium||false|
000000164|Tacticus||false|
000000164|Chaplain||false|
000000164|Lemartes||false|
000000165|Blood Angels||true|
000000165|Adeptus Astartes||true|
000000165|Grenades||false|
000000165|Sanguinary Guard||false|
000000165|Tacticus||false|
000000165|Imperium||false|
000000165|Infantry||false|
000000165|Fly||false|
000000165|Jump Pack||false|
000000166|Blood Angels||true|
000000166|Adeptus Astartes||true|
000000166|Death Company Dreadnought||false|
000000166|Vehicle||false|
000000166|Walker||false|
000000166|Imperium||false|
000000166|Dreadnought||false|
000000166|Death Company||false|
000000167|Adeptus Astartes||true|
000000167|Blood Angels||true|
000000167|Imperium||false|
000000167|Vehicle||false|
000000167|Walker||false|
000000167|Dreadnought||false|
000000167|Furioso Dreadnought||false|
000000168|Adeptus Astartes||true|
000000168|Blood Angels||true|
000000168|Imperium||false|
000000168|Smoke||false|
000000168|Vehicle||false|
000000168|Baal Predator||false|
000000169|Adeptus Astartes||true|
000000169|Blood Angels||true|
000000169|Chapter Master||false|
000000169|Gabriel Seth||false|
000000169|Imperium||false|
000000169|Grenades||false|
000000169|Character||false|
000000169|Infantry||false|
000000169|Epic Hero||false|
000000218|Adeptus Astartes||true|
000000218|Dark Angels||true|
000000218|Chapter Master||false|
000000218|Azrael||false|
000000218|Deathwing||false|
000000218|Imperium||false|
000000218|Grenades||false|
000000218|Epic Hero||false|
000000218|Character||false|
000000218|Infantry||false|
000000218|Tacticus||false|
000000219|Adeptus Astartes||true|
000000219|Dark Angels||true|
000000219|Captain||false|
000000219|Terminator||false|
000000219|Deathwing||false|
000000219|Infantry||false|
000000219|Belial||false|
000000219|Imperium||false|
000000219|Epic Hero||false|
000000219|Character||false|
000000225|Adeptus Astartes||true|
000000225|Dark Angels||true|
000000225|Infantry||false|
000000225|Character||false|
000000225|Epic Hero||false|
000000225|Grenades||false|
000000225|Imperium||false|
000000225|Asmodai||false|
000000225|Chaplain||false|
000000225|Tacticus||false|
000000225|Deathwing||false|
000000226|Adeptus Astartes||true|
000000226|Dark Angels||true|
000000226|Epic Hero||false|
000000226|Infantry||false|
000000226|Character||false|
000000226|Grenades||false|
000000226|Psyker||false|
000000226|Imperium||false|
000000226|Deathwing||false|
000000226|Librarian||false|
000000226|Ezekiel||false|
000000230|Dark Angels||true|
000000230|Adeptus Astartes||true|
000000230|Imperium||false|
000000230|Deathwing||false|
000000230|Terminator||false|
000000230|Infantry||false|
000000230|Deathwing Terminator Squad||false|
000000231|Adeptus Astartes||true|
000000231|Dark Angels||true|
000000231|Terminator||false|
000000231|Deathwing||false|
000000231|Imperium||false|
000000231|Deathwing Knights||false|
000000231|Infantry||false|
000000238|Dark Angels||true|
000000238|Adeptus Astartes||true|
000000238|Vehicle||false|
000000238|Fly||false|
000000238|Imperium||false|
000000238|Ravenwing Darkshroud||false|
000000238|Ravenwing||false|
000000239|Dark Angels||true|
000000239|Adeptus Astartes||true|
000000239|Imperium||false|
000000239|Ravenwing||false|
000000239|Nephilim Jetfighter||false|
000000239|Fly||false|
000000239|Aircraft||false|
000000239|Vehicle||false|
000000240|Dark Angels||true|
000000240|Adeptus Astartes||true|
000000240|Vehicle||false|
000000240|Aircraft||false|
000000240|Dark Talon||false|
000000240|Ravenwing||false|
000000240|Fly||false|
000000240|Imperium||false|
000000241|Dark Angels||true|
000000241|Adeptus Astartes||true|
000000241|Ravenwing||false|
000000241|Ravenwing Black Knights||false|
000000241|Grenades||false|
000000241|Imperium||false|
000000241|Mounted||false|
000000242|Dark Angels||true|
000000242|Adeptus Astartes||true|
000000242|Land Speeder Vengeance||false|
000000242|Ravenwing||false|
000000242|Fly||false|
000000242|Vehicle||false|
000000242|Imperium||false|
000000243|Unaligned||true|
000000243|Unaligned Forces||true|
000000243|Towering||false|
000000243|Vehicle||false|
000000243|Titanic||false|
000000243|Transport||false|
000000243|Fortification||false|
000000243|Fortress of Redemption||false|
000000282|Space Wolves||true|
000000282|Adeptus Astartes||true|
000000282|Logan Grimnar||false|
000000282|Chapter Master||false|
000000282|Imperium||false|
000000282|Epic Hero||false|
000000282|Terminator||false|
000000282|Infantry||false|
000000282|Character||false|
000000283|Adeptus Astartes||true|
000000283|Space Wolves||true|
000000283|Chapter Master||false|
000000283|Logan Grimnar on Stormrider||false|
000000283|Imperium||false|
000000283|Epic Hero||false|
000000283|Character||false|
000000283|Mounted||false|
000000284|Adeptus Astartes||true|
000000284|Space Wolves||true|
000000284|Character||false|
000000284|Wolf Lord on Thunderwolf||false|
000000284|Captain||false|
000000284|Imperium||false|
000000284|Grenades||false|
000000284|Mounted||false|
000000285|Adeptus Astartes||true|
000000285|Space Wolves||true|
000000285|Infantry||false|
000000285|Character||false|
000000285|Epic Hero||false|
000000285|Imperium||false|
000000285|Grenades||false|
000000285|Tacticus||false|
000000285|Ragnar Blackmane||false|
000000285|Captain||false|
000000286|Space Wolves||true|
000000286|Adeptus Astartes||true|
000000286|Imperium||false|
000000286|Grenades||false|
000000286|Captain||false|
000000286|Character||false|
000000286|Epic Hero||false|
000000286|Infantry||false|
000000286|Krom Dragongaze||false|
000000287|Adeptus Astartes||true|
000000287|Space Wolves||true|
000000287|Epic Hero||false|
000000287|Character||false|
000000287|Mounted||false|
000000287|Harald Deathwolf||false|
000000287|Captain||false|
000000287|Imperium||false|
000000287|Grenades||false|
000000288|Adeptus Astartes||true|
000000288|Space Wolves||true|
000000288|Canis Wolfborn||false|
000000288|Imperium||false|
000000288|Epic Hero||false|
000000288|Character||false|
000000288|Mounted||false|
000000292|Space Wolves||true|
000000292|Adeptus Astartes||true|
000000292|Imperium||false|
000000292|Njal Stormcaller||false|
000000292|Terminator||false|
000000292|Psyker||false|
000000292|Infantry||false|
000000292|Character||false|
000000292|Epic Hero||false|
000000297|Space Wolves||true|
000000297|Adeptus Astartes||true|
000000297|Infantry||false|
000000297|Ulrik the Slayer||false|
000000297|Imperium||false|
000000297|Grenades||false|
000000297|Epic Hero||false|
000000297|Character||false|
000000300|Space Wolves||true|
000000300|Adeptus Astartes||true|
000000300|Imperium||false|
000000300|Character||false|
000000300|Terminator||false|
000000300|Wolf Guard Battle Leader in Terminator Armour||false|
000000300|Infantry||false|
000000301|Space Wolves||true|
000000301|Adeptus Astartes||true|
000000301|Imperium||false|
000000301|Grenades||false|
000000301|Wolf Guard Battle Leader on Thunderwolf||false|
000000301|Character||false|
000000301|Mounted||false|
000000302|Space Wolves||true|
000000302|Adeptus Astartes||true|
000000302|Character||false|
000000302|Bjorn the Fell-handed||false|
