id|faction_id|name|legend|description|detachment|
000009133|AoI|Destroy the Daemonic|Knowing the vital nature of their mission, the servants of the Ordo Malleus fight all the harder to lay their enemies low.|Each time an <span class="tooltip00310" data-tooltip-content="#tooltip_content00310" data-tooltip-anchor="#tooltip_content00310"><span class="kwb kwbu">INQUISITOR</span></span>, <a class="kwbOne" href="/wh40k10ed/factions/imperial-agents/Inquisitorial-Agents"><span class="kwb kwbo">INQUISITORIAL</span> <span class="kwb kwbo">AGENTS</span></a> or <span class="tooltip00599" data-tooltip-content="#tooltip_content00599" data-tooltip-anchor="#tooltip_content00599"><span class="kwb kwbu">ORDO</span> <span class="kwb kwbu">MALLEUS</span></span> model from your army makes an attack, re-roll a <span class="tooltip00008" data-tooltip-content="#tooltip_content00008"><span class="tt kwbu">Hit</span> <span class="tt kwbu">roll</span></span> of 1 and, if the target of that attack is a <span class="kwb">DAEMON</span> unit, re-roll a <span class="tooltip00026" data-tooltip-content="#tooltip_content00026"><span class="tt kwbu">Wound</span> <span class="tt kwbu">roll</span></span> of 1 as well.|Ordo Malleus Daemon Hunters|
000009137|AoI|At all Costs|While the nature of the missions undertaken by Imperial agents is as varied as they are, the vital importance of these tasks rarely changes. The enemies they face are the most unholy. The prizes they seek are as priceless as they are nightmarishly dangerous. Thus, when such warriors of the Imperium identify a priority target for elimination or acquisition, no effort is too great nor price too high to see their aims achieved.|At the start of your Command phase, you can select one of the following to apply:<div style="height:8px"></div><div class="BreakInsideAvoid"><table max-width="480px" border="0" cellpadding="3" style="border-width:0px"><tbody><tbody><tr><td><p style="display:block" class="impact18">Eliminate At All Costs</p><p>Select one enemy unit on the battlefield. Until the start of your next <a href="/wh40k10ed/the-rules/core-rules/#COMMAND-PHASE">Command phase</a>, each time an <span class="tooltip00510" data-tooltip-content="#tooltip_content00510" data-tooltip-anchor="#tooltip_content00510"><span class="kwb kwbu">AGENTS</span> <span class="kwb2 kwbu">OF</span> <span class="kwb2 kwbu">THE</span> <span class="kwb kwbu">IMPERIUM</span></span> model from your army makes an attack that targets that enemy unit, add 1 to the <span class="tooltip00008" data-tooltip-content="#tooltip_content00008"><span class="tt kwbu">Hit</span> <span class="tt kwbu">roll</span></span>.</p></td></tr></tbody></tbody></table></div><div class="BreakInsideAvoid"><table max-width="480px" border="0" cellpadding="3" style="border-width:0px"><tbody><tbody><tr><td><p style="display:block" class="impact18">Acquire At All Costs</p><p>Select one <span class="tooltip00100" data-tooltip-content="#tooltip_content00100"><span class="tt kwbu">objective</span> <span class="tt kwbu">marker</span></span> on the battlefield. Until the start of your next <a href="/wh40k10ed/the-rules/core-rules/#COMMAND-PHASE">Command phase</a>, while an <span class="tooltip00510" data-tooltip-content="#tooltip_content00510" data-tooltip-anchor="#tooltip_content00510"><span class="kwb kwbu">AGENTS</span> <span class="kwb2 kwbu">OF</span> <span class="kwb2 kwbu">THE</span> <span class="kwb kwbu">IMPERIUM</span></span> unit from your army is within range of that objective marker, improve the Leadership and Objective Control characteristics of models in that unit by 1 and models in that unit have a 5+ <span class="tooltip00011" data-tooltip-content="#tooltip_content00011"><span class="tt kwbu">invulnerable</span> <span class="tt kwbu">save</span></span>.</p></td></tr></tbody></tbody></table></div>|Imperialis Fleet|
000009359|AoI|Beseechment Codes|Key to the duty of dedicated shipboard soldiery is the ability to move easily through even code-locked hatchways, or those whose machine spirits are corrupted or heretical. Dataspikes loaded with potent codes to appease or banish such troublesome gatekeepers allow them the swift progress they need.|In your <a href="/wh40k10ed/the-rules/boarding-action-rules/#Movement-Phase">Movement phase</a>, each time a <span class="tooltip00512" data-tooltip-content="#tooltip_content00512" data-tooltip-anchor="#tooltip_content00512"><span class="kwb kwbu">VOIDFARERS</span></span> unit from your army makes a <span class="tooltip00277" data-tooltip-content="#tooltip_content00277"><span class="tt kwbu">Normal</span> <span class="tt kwbu">move</span></span>, while that unit is moving it can attempt to operate a closed <a href="/wh40k10ed/the-rules/boarding-action-rules/#Terrain">Hatchway</a> that it is within 1" of at any point during the move. It cannot do this, however, if there are one or more enemy units also within 1" of that Hatchway. If that <span class="kwb">VOIDFARERS</span> unit does attempt to operate that Hatchway, it cannot <a href="/wh40k10ed/the-rules/boarding-action-rules/#Open-Hatchways">operate a Hatchway</a> again this turn.|Voidship’s Company|
000009368|AoI|Chastisor Auto-Vox|Booming admonishments ring from vox-amps and laud hailers built into the Arbitrators’ wargear, demanding foes lay down arms and submit.|In your opponent’s <a href="/wh40k10ed/the-rules/core-rules/#COMMAND-PHASE">Command phase</a>, each enemy unit within 3" of one or more <span class="tooltip00511" data-tooltip-content="#tooltip_content00511" data-tooltip-anchor="#tooltip_content00511"><span class="kwb kwbu">ADEPTUS</span> <span class="kwb kwbu">ARBITES</span></span> units from your army must take a <span class="tooltip00012" data-tooltip-content="#tooltip_content00012"><span class="tt kwbu">Battle-shock</span> <span class="tt kwbu">test</span></span>. If that enemy unit is also <span class="tooltip00499" data-tooltip-content="#tooltip_content00499"><span class="tt kwbu">Below</span> <span class="tt kwbu">Half-strength</span></span>, subtract 1 from that test. This Detachment rule cannot cause a unit to take two <span class="tooltip00012" data-tooltip-content="#tooltip_content00012"><span class="tt kwbu">Battle-shock</span> <span class="tt kwbu">tests</span></span> in the same phase.|Interdiction Team|
000008468|AS|The Blood of Martyrs|The blood of martyrs is the life force of the Imperium. So do the tenets of this Order joyously proclaim, and in its warriors’ darkest hour does the sacrifice of their fallen Sisters shine brightest.|Each time an <span class="kwb">ADEPTA</span> <span class="kwb">SORORITAS</span> model from your army makes an attack, add 1 to the <span class="tooltip00008" data-tooltip-content="#tooltip_content00008"><span class="tt kwbu">Hit</span> <span class="tt kwbu">roll</span></span> if that model’s unit is below its Starting Strength, and add 1 to the <span class="tooltip00026" data-tooltip-content="#tooltip_content00026"><span class="tt kwbu">Wound</span> <span class="tt kwbu">roll</span></span> as well if that model’s unit is <span class="tooltip00499" data-tooltip-content="#tooltip_content00499"><span class="tt kwbu">Below</span> <span class="tt kwbu">Half-strength</span></span>.|Hallowed Martyrs|
000009028|AS|Desperate for Redemption|The penitent masses vow to wash clean their dishonour with their foe’s blood.|At the start of the <a href="/wh40k10ed/the-rules/core-rules/#The-Battle-Round">battle round</a>, select one of the following Vows of Atonement to be active for your army until the start of the next battle round. You can only select each Vow of Atonement once per battle.<div style="height:8px"></div><div class="BreakInsideAvoid"><table max-width="480px" border="0" cellpadding="3" style="border-width:0px"><tbody><tbody><tr><td><p style="display:block" class="impact18">The Path of the Penitent</p><p class="ShowFluff legend2">With psalms on their lips, the faithful hurl themselves forward.</p><p>Add 3" to the Move characteristic of <span class="tooltip00518" data-tooltip-content="#tooltip_content00518" data-tooltip-anchor="#tooltip_content00518"><span class="kwb kwbu">PENITENT</span></span> models from your army.</p></td></tr></tbody></tbody></table></div><div class="BreakInsideAvoid"><table max-width="480px" border="0" cellpadding="3" style="border-width:0px"><tbody><tbody><tr><td><p style="display:block" class="impact18">Absolution in Battle</p><p class="ShowFluff legend2">The penitents smite the Emperor's foes with unmatched zeal.</p><p>Each time a unit from your army is selected to fight, if that unit made a <span class="tooltip00029" data-tooltip-content="#tooltip_content00029"><span class="tt kwbu">Charge</span> <span class="tt kwbu">move</span></span> this turn, until the end of the phase, add 1 to the Attacks and Strength characteristics of melee weapons equipped by <span class="tooltip00518" data-tooltip-content="#tooltip_content00518" data-tooltip-anchor="#tooltip_content00518"><span class="kwb kwbu">PENITENT</span></span> models in that unit.</p></td></tr></tbody></tbody></table></div><div class="BreakInsideAvoid"><table max-width="480px" border="0" cellpadding="3" style="border-width:0px"><tbody><tbody><tr><td><p style="display:block" class="impact18">Death Before Disgrace</p><p class="ShowFluff legend2">Even the most grievous wound cannot stop a penitent warrior in their quest to earn redemption in the eyes of the Emperor.</p><p>Each time a <span class="tooltip00518" data-tooltip-content="#tooltip_content00518" data-tooltip-anchor="#tooltip_content00518"><span class="kwb kwbu">PENITENT</span></span> model from your army is <span class="tooltip00268" data-tooltip-content="#tooltip_content00268"><span class="tt kwbu">destroyed</span></span> by a melee attack, if that model has not fought this phase, roll one D6. On a 2+, do not remove it from play; the destroyed model can fight after the attacking unit has finished making its attacks, and is then removed from play.</p></td></tr></tbody></tbody></table></div>|Penitent Host|
000009032|AS|Fervent Purgation|These warriors carry the fiery wrath of the Emperor into the darkest corners of his realm. Through the weapons of the faithful is the Master of Mankind’s immortal anger made manifest. With the holy trinity of boltgun, flamer and melta weapons are his enemies purged from the lmperium’s worlds.|Ranged weapons equipped by <span class="kwb">ADEPTA</span> <span class="kwb">SORORITAS</span> models from your army have the <span class="kwb2 bluefont"><span class="tooltip00274" data-tooltip-content="#tooltip_content00274"><span class="tt kwbu">[ASSAULT]</span></span></span> ability, and each time an attack made with such a weapon targets a unit within 12", add 1 to the Strength characteristic of that attack.|Bringers of Flame|
000009036|AS|Sacred Rites|At times of war, the Adepta Sororitas make offerings to the Emperor in prayer, incense and blood. In such pious devotion, they may attract his blessings and enact miraculous deeds in his holy name.|Each <span class="kwb">ADEPTA</span> <span class="kwb">SORORITAS</span> unit from your army can perform up to two <span class="tooltip00428" data-tooltip-content="#tooltip_content00428"><span class="tt kwbu">Acts</span> <span class="tt kwbu">of</span> <span class="tt kwbu">Faith</span></span> per phase, instead of just one.|Army of Faith|
0000008436|CD|Warp Rifts|Daemonic legions tear through the fabric of realspace, malevolent entities flickering into being like phantasms from a nightmare. Worse still, as terror and panic take hold of their victims, so their mortal souls become ever easier prey for the entities pouring through from the warp.|Each time a <span class="kwb">LEGIONES</span> <span class="kwb">DAEMONICA</span> unit from your army is set up on the battlefield using the <span class="tooltip00001" data-tooltip-content="#tooltip_content00001"><span class="tt kwbu">Deep</span> <span class="tt kwbu">Strike</span></span> ability, if it is set up wholly within your army’s <span class="tooltip00443" data-tooltip-content="#tooltip_content00443"><span class="tt kwbu">Shadow</span> <span class="tt kwbu">of</span> <span class="tt kwbu">Chaos</span></span>, and/or if it is set up wholly within 6" of one or more friendly <a class="kwbOne" href="/wh40k10ed/factions/chaos-daemons/Bloodthirster"><span class="kwb kwbo">BLOODTHIRSTER</span></a>, <a class="kwbOne" href="/wh40k10ed/factions/chaos-daemons/Great-Unclean-One"><span class="kwb kwbo">GREAT</span> <span class="kwb kwbo">UNCLEAN</span> <span class="kwb kwbo">ONE</span></a>, <a class="kwbOne" href="/wh40k10ed/factions/chaos-daemons/Kairos-Fateweaver"><span class="kwb kwbo">KAIROS</span> <span class="kwb kwbo">FATEWEAVER</span></a>, <a class="kwbOne" href="/wh40k10ed/factions/chaos-daemons/Keeper-Of-Secrets"><span class="kwb kwbo">KEEPER</span> <span class="kwb2 kwbo">OF</span> <span class="kwb kwbo">SECRETS</span></a>, <a class="kwbOne" href="/wh40k10ed/factions/chaos-daemons/Lord-Of-Change"><span class="kwb kwbo">LORD</span> <span class="kwb2 kwbo">OF</span> <span class="kwb kwbo">CHANGE</span></a>, <a class="kwbOne" href="/wh40k10ed/factions/chaos-daemons/Rotigus"><span class="kwb kwbo">ROTIGUS</span></a>, <a class="kwbOne" href="/wh40k10ed/factions/chaos-daemons/Shalaxi-Helbane"><span class="kwb kwbo">SHALAXI</span> <span class="kwb kwbo">HELBANE</span></a> or <a class="kwbOne" href="/wh40k10ed/factions/chaos-daemons/Skarbrand"><span class="kwb kwbo">SKARBRAND</span></a> units with which it shares the <span class="kwb">KHORNE</span>, <span class="kwb">TZEENTCH</span>, <span class="kwb">NURGLE</span> or <span class="kwb">SLAANESH</span> keyword, it can be set up anywhere that is more than 6" horizontally away from all enemy models, instead of more than 9".|Daemonic Incursion|

000008959|CSM|Focus of Hatred|The eldest of the Chaos Space Marines harbour within their corrupted souls a burning desire for vengeance upon the Imperium and the galaxy as a whole.  They channel this ire against their chosen targets, relentlessly pursuing their victims until every last foe lies dead upon the battlefield. |At the start of your <a href="/wh40k10ed/the-rules/core-rules/#COMMAND-PHASE">Command phase</a>, select one unit from your opponents army to be your focus of hatred. Until the start of your next Command phase,  each time a <span class="kwb">HERETIC</span> <span class="kwb">ASTARTES</span> model from  your army (excluding <span class="tooltip00429" data-tooltip-content="#tooltip_content00429" data-tooltip-anchor="#tooltip_content00429"><span class="kwb kwbu">DAMNED</span></span> models) makes an attack that targets your focus of hatred, you can re-roll the <span class="tooltip00008" data-tooltip-content="#tooltip_content00008"><span class="tt kwbu">Hit</span> <span class="tt kwbu">roll</span></span>.|Veterans of the Long War|
000008963|CSM|Masters of Misdirection|There are those warbands that number amongst their ranks liars, schemers and infiltrators of far more prodigious skill than most heretics. Employing labyrinthine ploys, they unnerve their enemies and force them to chase ghosts and shadows. They embed themselves within combat zones long before showing their hand, seeding Chaos cults, identifying key targets and feeding misinformation to their foes.|In the <a href="/wh40k10ed/the-rules/core-rules/#Declare-Battle-Formations">Declare Battle Formations</a> step, you can select a number of <a class="kwbOne" href="/wh40k10ed/factions/chaos-space-marines/Legionaries"><span class="kwb kwbo">LEGIONARIES</span></a> and <a class="kwbOne" href="/wh40k10ed/factions/chaos-space-marines/Cultist-Mob"><span class="kwb kwbo">CULTIST</span> <span class="kwb kwbo">MOB</span></a> units from your army: <br>until the end of the battle, those units, and any <span class="tooltip00326" data-tooltip-content="#tooltip_content00326" data-tooltip-anchor="#tooltip_content00326"><span class="kwb kwbu">CHARACTER</span></span> units <span class="tooltip00024" data-tooltip-content="#tooltip_content00024"><span class="tt kwbu">attached</span></span> to them (excluding <span class="tooltip00528" data-tooltip-content="#tooltip_content00528" data-tooltip-anchor="#tooltip_content00528"><span class="kwb kwbu">EPIC</span> <span class="kwb kwbu">HEROES</span></span>), have the <span class="tooltip00501" data-tooltip-content="#tooltip_content00501"><span class="tt kwbu">Infiltrators</span></span> ability. The maximum number of units you can select in this way depends on the battle size, as shown below.<br><div class="BreakInsideAvoid"  style="""><table width="0" border="0" bordercolor="#888" cellpadding="4" cellspacing="0" style="border-collapse:collapse;border-width:0px"><tbody><tr><td><table class=" customTable tablefont" border="1" bordercolor="#888" cellpadding="4" style="border-collapse:collapse;border-color:#888888;border-width:0px"><tbody><tr><td rowspan="2" style="border-width:1px 1px 1px 1px;border-style:none none dotted none;background-color:rgb(57,75,87);color:rgb(254,254,254);text-align:center;vertical-align:middle;font-size:20px;width:160px;height:30px;"><b>BATTLE SIZE</b></td><td colspan="2" style="border-width:1px 0 0 1px;border-style:none none none none;background-color:rgb(57,75,87);color:rgb(254,254,254);text-align:center;vertical-align:middle;font-size:20px;width:0px;height:0px;"><b>NUMBER OF UNITS</b></td></tr><tr><td style="border-width:1px 0 0 1px;border-style:none none none none;background-color:rgb(57,75,87);color:rgb(254,254,254);text-align:center;vertical-align:middle;font-size:20px;width:136px;height:30px;"><b>LEGIONARIES</b></td><td style="border-width:1px 0 0 0;border-style:none none none none;background-color:rgb(57,75,87);color:rgb(254,254,254);text-align:center;vertical-align:middle;font-size:20px;width:128px;height:30px;"><b>CULTIST MOBS</b></td></tr><tr><td style="border-width:1px 1px 1px 1px;border-style:none none dotted none;text-align:center;vertical-align:middle;font-size:18px;width:160px;height:0px;">Incursion </td><td style="border-width:1px 1px 1px 1px;border-style:none none dotted none;text-align:center;vertical-align:middle;font-size:18px;width:136px;height:0px;"><b>Up to 2 units </b></td><td style="border-width:1px 1px 1px 1px;border-style:none none dotted none;text-align:center;vertical-align:middle;font-size:18px;width:128px;height:0px;"><b>Up to 2 units </b></td></tr><tr><td style="border-width:1px 1px 1px 1px;border-style:none none dotted none;text-align:center;vertical-align:middle;font-size:18px;width:160px;height:0px;">Strike Force</td><td style="border-width:1px 1px 1px 1px;border-style:none none dotted none;text-align:center;vertical-align:middle;font-size:18px;width:136px;height:0px;"><b>Up to 3 units </b></td><td style="border-width:1px 1px 1px 1px;border-style:none none dotted none;text-align:center;vertical-align:middle;font-size:18px;width:128px;height:0px;"><b>Up to 3 units </b></td></tr><tr><td style="border-width:1px 1px 1px 1px;border-style:none none dotted none;text-align:center;vertical-align:middle;font-size:18px;width:160px;height:0px;">Onslaught</td><td style="border-width:1px 1px 1px 1px;border-style:none none dotted none;text-align:center;vertical-align:middle;font-size:18px;width:136px;height:0px;"><b>Up to 4 units </b></td><td style="border-width:1px 1px 1px 1px;border-style:none none dotted none;text-align:center;vertical-align:middle;font-size:18px;width:128px;height:0px;"><b>Up to 4 units </b></td></tr></tbody></table></td></tr></tbody></table></div>|Deceptors|
000008967|CSM|Raiders and Reavers|Some Heretic Astartes warbands are piratical by nature, launching swift attacks focused upon destroying their foes in a storm of bloody violence, seizing territory and spoils of war before the enemy can bring reinforcements to bear.|Ranged weapons equipped by <span class="kwb">HERETIC</span> <span class="kwb">ASTARTES</span> models from your army have the <span class="kwb2 bluefont"><span class="tooltip00274" data-tooltip-content="#tooltip_content00274"><span class="tt kwbu">[ASSAULT]</span></span></span> ability, and each time a <span class="kwb">HERETIC</span> <span class="kwb">ASTARTES</span> model from your army makes an attack that targets a unit within range of an <span class="tooltip00100" data-tooltip-content="#tooltip_content00100"><span class="tt kwbu">objective</span> <span class="tt kwbu">marker</span></span>, improve the Armour Penetration characteristic of that attack by 1.|Renegade Raiders|
000008971|CSM|Terror Descends (Aura)|Bedecked in the flayed skins and leering skulls of former victims, their armour flecked with blood and gore, these reavers descend in a howling gale of enraged screams and soul-piercing shrieks. To look upon their ghastly visages is to feel a terrible and paralysing fear.|In the <span class="tooltip00012" data-tooltip-content="#tooltip_content00012"><span class="tt kwbu">Battle-shock</span></span> step of your opponent’s <a href="/wh40k10ed/the-rules/core-rules/#COMMAND-PHASE">Command phase</a>, if an enemy unit that is below its <span class="tooltip00498" data-tooltip-content="#tooltip_content00498"><span class="tt kwbu">Starting</span> <span class="tt kwbu">Strength</span></span> is within 12" of one or more <span class="kwb">HERETIC</span> <span class="kwb">ASTARTES</span> units from your army, that enemy unit must take a <span class="tooltip00012" data-tooltip-content="#tooltip_content00012"><span class="tt kwbu">Battle-shock</span> <span class="tt kwbu">test</span></span>. <br><br>Each time an enemy unit within 12" of one or more <span class="kwb">HERETIC</span> <span class="kwb">ASTARTES</span> units from your army takes a Battle-shock test, subtract 1 from the result. <br><br>Enemy units affected by this Detachment rule do not need to take any other <span class="tooltip00012" data-tooltip-content="#tooltip_content00012"><span class="tt kwbu">Battle-shock</span> <span class="tt kwbu">tests</span></span> in the same phase.|Dread Talons|
000008975|CSM|Iron Fortitude|The most indefatigable of Heretic Astartes warbands possess a grim determination that matches the resilience of their superhuman physiques and formidable ceramite armour. They go to war amidst formations of daemonic war machines and growling vehicles. Some even embrace the worship of the Dark Gods, trading their souls for supernatural protection. |Each time a ranged attack targets a <span class="kwb">HERETIC</span> <span class="kwb">ASTARTES</span> unit from your army (excluding <span class="tooltip00429" data-tooltip-content="#tooltip_content00429" data-tooltip-anchor="#tooltip_content00429"><span class="kwb kwbu">DAMNED</span></span> units), if the Strength characteristic of that attack is greater than the Toughness characteristic of that unit, subtract 1 from the <span class="tooltip00026" data-tooltip-content="#tooltip_content00026"><span class="tt kwbu">Wound</span> <span class="tt kwbu">roll</span></span>.|Fellhammer Siege‑Host|
000008979|CSM|Desperate Devotion|Utterly dedicated to the worship of the Dark Gods, thronging mortal cultists and regiments of Traitor Guardsmen are more than willing to make bloody sacrifices and take desperate actions in the hope of attaining favour.|Each time a <span class="tooltip00429" data-tooltip-content="#tooltip_content00429" data-tooltip-anchor="#tooltip_content00429"><span class="kwb kwbu">DAMNED</span></span> unit from your army with the <span class="tooltip00004" data-tooltip-content="#tooltip_content00004"><span class="tt kwbu">Dark</span> <span class="tt kwbu">Pacts</span></span> ability is selected to make a <span class="tooltip00277" data-tooltip-content="#tooltip_content00277"><span class="tt kwbu">Normal</span></span> or <span class="tooltip00279" data-tooltip-content="#tooltip_content00279"><span class="tt kwbu">Advance</span> <span class="tt kwbu">move</span></span> or <a href="/wh40k10ed/the-rules/core-rules/#CHARGE-PHASE">declare a charge</a> (excluding units that arrived from <a href="/wh40k10ed/the-rules/core-rules/#2.-Reinforcements">Reserves</a> this turn), it can make a Desperate Pact (see below). If it does, until the end of the phase, add 2 to the Move characteristic of models in that unit and add 2 to <span class="tooltip00029" data-tooltip-content="#tooltip_content00029"><span class="tt kwbu">Charge</span> <span class="tt kwbu">rolls</span></span> made for that unit. <br><br><span class="hi_custom">Desperate Pacts</span><br>Each time a unit makes a Desperate Pact, it must first take a <span class="tooltip00497" data-tooltip-content="#tooltip_content00497"><span class="tt kwbu">Leadership</span> <span class="tt kwbu">test</span></span>; if that test is failed, that unit suffers D3 <span class="tooltip00045" data-tooltip-content="#tooltip_content00045"><span class="tt kwbu">mortal</span> <span class="tt kwbu">wounds</span></span> before any effects of that Desperate Pact are resolved.|Chaos Cult|
000008984|CSM|Debt to the Soul Forge|Many are the daemons who have forged pacts with Vashtorr the Arkifane. Once bound into such a contract, a soul debt must be paid, one that the daemon strives endlessly, and with all its desperation, to fulfil.|Each time a <span class="tooltip00477" data-tooltip-content="#tooltip_content00477" data-tooltip-anchor="#tooltip_content00477"><span class="kwb kwbu">HERETIC</span> <span class="kwb kwbu">ASTARTES</span> <span class="kwb kwbu">DAEMON</span> <span class="kwb kwbu">VEHICLE</span></span> unit from your army makes a <span class="tooltip00004" data-tooltip-content="#tooltip_content00004"><span class="tt kwbu">Dark</span> <span class="tt kwbu">Pact</span></span>, it can invoke its contract. If it does, subtract 1 from the resulting <span class="tooltip00497" data-tooltip-content="#tooltip_content00497"><span class="tt kwbu">Leadership</span> <span class="tt kwbu">test</span></span> when making that Dark Pact, and until the end of the phase:<br><ul><li>Each time a model in that unit makes a ranged attack, add 1 to the <span class="tooltip00026" data-tooltip-content="#tooltip_content00026"><span class="tt kwbu">Wound</span> <span class="tt kwbu">roll</span></span>. </li><li>Add 2 to the Attacks characteristic of melee weapons equipped by models in that unit.</li></ul>|Soulforged Warpack|
000008362|CSM|Marks of Chaos||When mustering your army, when you select a <span class="kwb">HERETIC</span> <span class="kwb">ASTARTES</span> unit to include in your army, if that unit is not an <span class="tooltip00528" data-tooltip-content="#tooltip_content00528" data-tooltip-anchor="#tooltip_content00528"><span class="kwb kwbu">EPIC</span> <span class="kwb kwbu">HERO</span></span> and does not already have one of the following keywords, you must select one for that unit and note it on your Army Roster: <span class="tooltip00601" data-tooltip-content="#tooltip_content00601" data-tooltip-anchor="#tooltip_content00601"><span class="kwb kwbu">KHORNE</span></span>. <span class="tooltip00602" data-tooltip-content="#tooltip_content00602" data-tooltip-anchor="#tooltip_content00602"><span class="kwb kwbu">TZEENTCH</span></span>, <span class="tooltip00603" data-tooltip-content="#tooltip_content00603" data-tooltip-anchor="#tooltip_content00603"><span class="kwb kwbu">NURGLE</span></span>, <span class="tooltip00604" data-tooltip-content="#tooltip_content00604" data-tooltip-anchor="#tooltip_content00604"><span class="kwb kwbu">SLAANESH</span></span>, <span class="tooltip00605" data-tooltip-content="#tooltip_content00605" data-tooltip-anchor="#tooltip_content00605"><span class="kwb kwbu">CHAOS</span> <span class="kwb kwbu">UNDIVIDED</span></span>. Each time a unit with one of these keywords gains a weapon ability as the result of a <span class="tooltip00004" data-tooltip-content="#tooltip_content00004"><span class="tt kwbu">Dark</span> <span class="tt kwbu">Pact</span></span> and does not fail the resulting <span class="tooltip00497" data-tooltip-content="#tooltip_content00497"><span class="tt kwbu">Leadership</span> <span class="tt kwbu">test</span></span>, until the end of the phase, that unit gains the associated ability below.<br><br><span class="hi_custom">UNITS THAT GAINED <span class="kwb2 bluefont"><span class="tooltip00275" data-tooltip-content="#tooltip_content00275"><span class="tt kwbu">[LETHAL</span> <span class="tt kwbu">HITS]</span></span></span></span><br><ul><li><span class="kwb">KHORNE:</span> Each time a model in this unit makes a melee attack, an unmodified <span class="tooltip00008" data-tooltip-content="#tooltip_content00008"><span class="tt kwbu">Hit</span> <span class="tt kwbu">roll</span></span> of 5+ scores a <span class="tooltip00008" data-tooltip-content="#tooltip_content00008"><span class="tt kwbu">Critical</span> <span class="tt kwbu">Hit</span></span>.</li><li><span class="kwb">TZEENTCH:</span> Each time a model in this unit makes a ranged attack, an unmodified Hit roll of 5+ scores a Critical Hit.</li><li><span class="kwb">CHAOS</span> <span class="kwb">UNDIVIDED:</span> Each time a model in this unit makes an attack, re-roll a Hit  roll of 1.</li></ul><br><span class="hi_custom">UNITS THAT GAINED <span class="kwb2 bluefont"><span class="tooltip00014" data-tooltip-content="#tooltip_content00014"><span class="tt kwbu">[SUSTAINED</span> <span class="tt kwbu">HITS</span> <span class="tt kwbu">1]</span></span></span></span><br><ul><li><span class="kwb">NURGLE:</span> Each time a model in this unit makes a ranged attack, an unmodified Hit roll of 5+ scores a Critical Hit.</li><li><span class="kwb">SLAANESH:</span> Each time a model in this unit makes a melee attack, an unmodified Hit roll of 5+ scores a Critical Hit.</li><li><span class="kwb">CHAOS</span> <span class="kwb">UNDIVIDED:</span> Each time a model in this unit makes an attack, re-roll a Hit roll of 1.</li></ul><br><span class="hi_custom">RESTRICTIONS</span><br><ul><li>You cannot select the <span class="kwb">KHORNE</span> keyword for a <span class="tooltip00430" data-tooltip-content="#tooltip_content00430" data-tooltip-anchor="#tooltip_content00430"><span class="kwb kwbu">PSYKER</span></span> unit.</li><li>A <span class="tooltip00326" data-tooltip-content="#tooltip_content00326" data-tooltip-anchor="#tooltip_content00326"><span class="kwb kwbu">CHARACTER</span></span> unit can only be attached to a unit if both units share the same keyword from the list above.</li><li>A unit can only embark within (or start the battle embarked within) a <span class="kwb">TRANSPORT</span> if both of those units share the same keyword from the list above.</li></ul>|Pactbound Zealots|

000008398|DG|Spread the Sickness|To the Death Guard, spreading Nurgle’s gifts goes beyond the beings they fight – even the landscapes they tread upon they seek to corrupt, cultivating Nurgle’s garden as widely as possible.|During the Declare Battle Formations step, select one of the Sicknesses below. Until the end of the battle, all units from your army with the Nurgle’s Gift ability gain the selected Sickness.<br><ul><li><b>Skullsquirm Blight (Aura):</b> While an enemy unit is within Contagion Range of this unit, worsen the Ballistic Skill and Weapon Skill characteristics of weapons equipped by models in that enemy unit by 1.</li><li><b>Rattlejoint Ague (Aura):</b> While an enemy unit is within Contagion Range of this unit, worsen the Save characteristic of models in that enemy unit by 1.</li><li><b>Scabrous Soulrot (Aura):</b> While an enemy unit is within Contagion Range of this unit, worsen the Leadership and Objective Control characteristics of models in that enemy unit by 1 (to a minimum of 1).</li></ul><br>If you control an <span class="tooltip00100" data-tooltip-content="#tooltip_content00100"><span class="tt kwbu">objective</span> <span class="tt kwbu">marker</span></span> at the end of your <a href="/wh40k10ed/the-rules/core-rules/#COMMAND-PHASE">Command phase</a> and a <span class="kwb">DEATH</span> <span class="kwb">GUARD</span> unit from your army is within range of that objective marker, that objective marker is said to be Infected and remains under your control even if you have no models within range of it, until your opponent controls it at the start or end of any turn. In addition, while an objective marker is Infected and under your control, it has the <span class="tooltip00236" data-tooltip-content="#tooltip_content00236"><span class="tt kwbu">Nurgle’s</span> <span class="tt kwbu">Gift</span></span> ability as if it were a unit from your army (so enemy units within Contagion Range of it will have their characteristics modified).|Plague Company|
