datasheet_id|detachment_ability_id|
000000068|000008473|
000000068|000008481|
000000068|000008526|
000000068|000008485|
000000068|000008770|
000000068|000008493|
000000068|000008530|
000000068|000009189|
000000068|000008477|
000000070|000008477|
000000070|000008374|
000000070|000008493|
000000070|000008481|
000000070|000008485|
000000070|000008489|
000000070|000008530|
000000070|000008355|
000000070|000008777|
000000070|000008473|
000000070|000008770|
000000070|000008526|
000000070|000009242|
000000071|000008473|
000000071|000008530|
000000071|000008770|
000000071|000008777|
000000071|000008773|
000000071|000008374|
000000071|000008477|
000000071|000008481|
000000071|000008355|
000000071|000008526|
000000071|000008489|
000000071|000008493|
000000071|000008485|
000000071|000009242|
000000072|000008530|
000000072|000008473|
000000072|000008355|
000000072|000008777|
000000072|000008477|
000000072|000008493|
000000072|000008485|
000000072|000008481|
000000072|000008489|
000000072|000008374|
000000072|000008526|
000000072|000008770|
000000073|000008481|
000000073|000008473|
000000073|000008493|
000000073|000008374|
000000073|000008489|
000000073|000008770|
000000073|000009242|
000000073|000008530|
000000073|000008485|
000000073|000008526|
000000073|000008355|
000000073|000008477|
000000073|000008777|
000000076|000008526|
000000076|000008485|
000000076|000008777|
000000076|000009247|
000000076|000008770|
000000076|000008355|
000000076|000008481|
000000076|000008489|
000000076|000008477|
000000076|000008374|
000000076|000008493|
000000076|000009242|
000000076|000008530|
000000076|000008473|
000000079|000008355|
000000079|000008489|
000000079|000008481|
000000079|000008526|
000000079|000009254|
000000079|000008493|
000000079|000009242|
000000079|000008473|
000000079|000008485|
000000079|000008773|
000000079|000008777|
000000079|000008770|
000000079|000008374|
000000079|000008477|
000000079|000008530|
000000081|000008473|
000000081|000008489|
000000081|000008485|
000000081|000008493|
000000081|000009242|
000000081|000008481|
000000081|000008374|
000000081|000008526|
000000081|000008777|
000000081|000008355|
000000081|000008477|
000000081|000008770|
000000081|000008530|
000000083|000008485|
000000083|000008489|
000000083|000008530|
000000083|000008355|
000000083|000008477|
000000083|000009189|
000000083|000008770|
000000083|000008526|
000000083|000008374|
000000083|000008777|
000000083|000008473|
000000083|000008481|
000000083|000008493|
000000083|000009242|
000000084|000008770|
000000084|000008489|
000000084|000008777|
000000084|000008355|
000000084|000008530|
000000084|000008477|
000000084|000008526|
000000084|000008374|
000000084|000008481|
000000084|000008485|
000000084|000008473|
000000084|000008493|
000000085|000008770|
000000085|000008777|
000000085|000008477|
000000085|000008530|
000000085|000008485|
000000085|000008374|
000000085|000008493|
000000085|000008473|
000000085|000008526|
000000085|000008489|
000000085|000008481|
000000085|000008355|
000000086|000008489|
000000086|000008493|
000000086|000008355|
000000086|000008530|
000000086|000008481|
000000086|000008477|
000000086|000008770|
000000086|000008473|
000000086|000008374|
000000086|000008485|
000000086|000008777|
000000086|000008526|
000000087|000008374|
000000087|000008489|
000000087|000008770|
000000087|000008355|
000000087|000008777|
000000087|000008481|
000000087|000008473|
000000087|000008485|
000000087|000008530|
000000087|000008493|
000000087|000008526|
000000087|000008477|
000000091|000008526|
000000091|000008493|
000000091|000008530|
000000091|000008485|
000000091|000008770|
000000091|000008481|
000000091|000008355|
000000091|000008477|
000000091|000008473|
000000091|000008489|
000000091|000008374|
000000091|000008777|
000000092|000008374|
000000092|000008493|
000000092|000008481|
000000092|000008477|
000000092|000008526|
000000092|000008489|
000000092|000008473|
000000092|000008777|
000000092|000008770|
000000092|000008530|
000000092|000008355|
000000092|000008485|
000000093|000008530|
000000093|000008485|
000000093|000008493|
000000093|000008770|
000000093|000008481|
000000093|000008777|
000000093|000008473|
000000093|000008374|
000000093|000008477|
000000093|000008355|
000000093|000008526|
000000093|000008489|
000000094|000008777|
000000094|000008481|
000000094|000008374|
000000094|000008355|
000000094|000008473|
000000094|000008530|
000000094|000008477|
000000094|000008489|
000000094|000008493|
000000094|000009242|
000000094|000008526|
000000094|000008770|
000000094|000008485|
000000095|000008777|
000000095|000008489|
000000095|000008485|
000000095|000008355|
000000095|000008374|
000000095|000008473|
000000095|000008481|
000000095|000008493|
000000095|000008477|
000000095|000008526|
000000095|000008770|
000000095|000008530|
000000096|000008473|
000000096|000008489|
000000096|000008477|
000000096|000008530|
000000096|000008355|
000000096|000008526|
000000096|000008374|
000000096|000008770|
000000096|000008481|
000000096|000008485|
000000096|000008777|
000000096|000009242|
000000096|000008493|
000000097|000008481|
000000097|000008355|
000000097|000008489|
000000097|000008526|
000000097|000008777|
000000097|000008374|
000000097|000008473|
000000097|000008530|
000000097|000008770|
000000097|000008485|
000000097|000008493|
000000097|000008477|
000000098|000008477|
000000098|000008355|
000000098|000008374|
000000098|000008485|
000000098|000008473|
000000098|000008530|
000000098|000008526|
000000098|000008770|
000000098|000008481|
000000098|000008489|
000000098|000008493|
000000098|000008777|
000000099|000008473|
000000099|000008489|
000000099|000008530|
000000099|000008526|
000000099|000008355|
000000099|000008477|
000000099|000008770|
000000099|000008493|
000000099|000008485|
000000099|000008481|
000000099|000008374|
000000099|000008777|
000000103|000008481|
000000103|000008530|
000000103|000008526|
000000103|000008374|
000000103|000008493|
000000103|000008777|
000000103|000009242|
000000103|000008355|
000000103|000008770|
000000103|000008489|
000000103|000008485|
000000103|000008473|
000000103|000008477|
000000104|000008530|
000000104|000008526|
000000104|000008773|
000000104|000008355|
000000104|000008473|
000000104|000008770|
000000104|000008477|
000000104|000008777|
000000104|000008485|
000000104|000008481|
000000104|000008493|
000000104|000008374|
000000104|000008489|
000000107|000008493|
000000107|000008481|
000000107|000008355|
000000107|000008473|
000000107|000008485|
000000107|000008374|
000000107|000008777|
000000107|000008477|
000000107|000008530|
000000107|000008526|
000000107|000008489|
000000107|000008770|
000000110|000008473|
000000110|000008355|
000000110|000008526|
000000110|000008770|
000000110|000008493|
000000110|000008485|
000000110|000008374|
000000110|000008481|
000000110|000008777|
000000110|000008477|
000000110|000008530|
000000110|000008489|
000000111|000008355|
000000111|000008777|
000000111|000008526|
000000111|000008473|
000000111|000008489|
000000111|000008770|
000000111|000008374|
000000111|000008530|
000000111|000008477|
000000111|000008493|
000000111|000008481|
000000111|000008485|
000000112|000008770|
000000112|000008481|
000000112|000008477|
000000112|000008526|
000000112|000008777|
000000112|000008530|
000000112|000008493|
000000112|000008355|
000000112|000009242|
000000112|000008473|
000000112|000008374|
000000112|000008485|
000000112|000009189|
000000112|000008489|
000000113|000008477|
000000113|000008355|
000000113|000008493|
000000113|000008526|
000000113|000008530|
000000113|000008777|
000000113|000008770|
000000113|000008473|
000000113|000008374|
000000113|000008489|
000000113|000008485|
000000113|000008481|
000000114|000008473|
000000114|000008526|
000000114|000008777|
000000114|000008374|
000000114|000008770|
000000114|000008481|
000000114|000008493|
000000114|000008485|
000000114|000008355|
000000114|000008489|
000000114|000008477|
000000114|000008530|
000000115|000008489|
000000115|000008526|
000000115|000008485|
000000115|000008777|
000000115|000008374|
000000115|000008773|
000000115|000008477|
000000115|000009242|
000000115|000008493|
000000115|000009254|
000000115|000008355|
000000115|000008770|
000000115|000008481|
000000115|000008530|
000000115|000008473|
000000116|000008481|
000000116|000008530|
000000116|000008526|
000000116|000008477|
000000116|000008355|
000000116|000008777|
000000116|000008493|
000000116|000008374|
000000116|000008485|
000000116|000008473|
000000116|000008770|
000000116|000008489|
000000117|000008493|
000000117|000008770|
000000117|000008526|
000000117|000008530|
000000117|000008374|
000000117|000008355|
000000117|000008485|
000000117|000008477|
000000117|000008473|
000000117|000008489|
000000117|000008777|
000000117|000008481|
000000118|000008355|
000000118|000008530|
000000118|000008489|
000000118|000008473|
000000118|000008485|
000000118|000008477|
000000118|000008526|
000000118|000008777|
000000118|000009254|
000000118|000008481|
000000118|000008374|
000000118|000008770|
000000118|000008493|
000000118|000008773|
000000119|000008473|
000000119|000008526|
000000119|000008355|
000000119|000008777|
000000119|000008770|
000000119|000008485|
000000119|000008530|
000000119|000008374|
000000119|000008489|
000000119|000008493|
000000119|000008477|
000000119|000008481|
000000119|000009242|
000000119|000009247|
000000120|000008485|
000000120|000008489|
000000120|000008526|
000000120|000008355|
000000120|000008530|
000000120|000008770|
000000120|000008477|
000000120|000008374|
000000120|000008777|
000000120|000008481|
000000120|000008473|
000000120|000008493|
000000121|000008770|
000000121|000008777|
000000121|000009242|
000000121|000008374|
000000121|000008493|
000000121|000008530|
000000121|000008355|
000000121|000008489|
000000121|000008526|
000000121|000008477|
000000121|000008485|
000000121|000008481|
000000121|000008473|
000000122|000008530|
000000122|000008355|
000000122|000008493|
000000122|000008770|
000000122|000008477|
000000122|000008489|
000000122|000008485|
000000122|000008473|
000000122|000008481|
000000122|000008374|
000000122|000008526|
000000122|000008777|
000000123|000008777|
000000123|000008770|
000000123|000008481|
000000123|000008489|
000000123|000008473|
000000123|000008530|
000000123|000008355|
000000123|000008374|
000000123|000008526|
000000123|000008493|
000000123|000008485|
000000123|000008477|
000000124|000008355|
000000124|000008770|
000000124|000008526|
000000124|000008481|
000000124|000008473|
000000124|000008777|
000000124|000008374|
000000124|000008493|
000000124|000008485|
000000124|000008489|
000000124|000008477|
000000124|000008530|
000000125|000008473|
000000125|000009189|
000000125|000008526|
000000125|000008374|
000000125|000008485|
000000125|000008493|
000000125|000008355|
000000125|000008770|
000000125|000008530|
000000125|000008481|
000000125|000008777|
000000125|000008489|
000000125|000008477|
000000126|000008770|
000000126|000008489|
000000126|000008526|
000000126|000008485|
000000126|000008481|
000000126|000008477|
000000126|000008777|
000000126|000008493|
000000126|000009242|
000000126|000008530|
000000126|000008355|
000000126|000008473|
000000126|000008374|
000000127|000009242|
000000127|000008770|
000000127|000008355|
000000127|000008777|
000000127|000008473|
000000127|000008485|
000000127|000008477|
000000127|000008374|
000000127|000008526|
000000127|000008530|
000000127|000008489|
000000127|000008493|
000000127|000008481|
000000128|000009247|
000000128|000008477|
000000128|000008770|
000000128|000008485|
000000128|000008489|
000000128|000008493|
000000128|000008530|
000000128|000008473|
000000128|000008526|
000000128|000008374|
000000128|000008355|
000000128|000008481|
000000128|000008777|
000000129|000008777|
000000129|000008473|
000000129|000008477|
000000129|000008355|
000000129|000008526|
000000129|000008770|
000000129|000008374|
000000129|000008489|
000000129|000008485|
000000129|000008481|
000000129|000008493|
000000129|000008530|
000000131|000008777|
000000131|000008489|
000000131|000008493|
000000131|000008526|
000000131|000008481|
000000131|000008473|
000000131|000008485|
000000131|000008530|
000000131|000008770|
000000131|000008374|
000000131|000008355|
000000131|000008477|
000000132|000008477|
000000132|000008374|
000000132|000008493|
000000132|000008530|
000000132|000008770|
000000132|000008489|
000000132|000008777|
000000132|000008481|
000000132|000008526|
000000132|000008473|
000000132|000008485|
000000132|000008355|
000000134|000008777|
000000134|000008481|
000000134|000008526|
000000134|000008355|
000000134|000008477|
000000134|000008374|
000000134|000008473|
000000134|000008770|
000000134|000008485|
000000134|000008493|
000000134|000008489|
000000134|000008530|
000000135|000008473|
000000135|000008355|
000000135|000008481|
000000135|000008493|
000000135|000008374|
000000135|000008485|
000000135|000008777|
000000135|000008477|
000000135|000008489|
000000135|000008773|
000000135|000008770|
000000135|000008526|
000000135|000009254|
000000135|000008530|
000000135|000009242|
000000136|000008489|
000000136|000008493|
000000136|000008777|
000000136|000008485|
000000136|000008481|
000000136|000008530|
000000136|000008473|
000000136|000008374|
000000136|000008355|
000000136|000008770|
000000136|000008526|
000000136|000008477|
000000137|000008374|
000000137|000008489|
000000137|000008777|
000000137|000008770|
000000137|000008481|
000000137|000008526|
000000137|000008355|
000000137|000008493|
000000137|000008485|
000000137|000008477|
000000137|000008530|
000000137|000008473|
000000138|000008493|
000000138|000008489|
000000138|000008477|
000000138|000008530|
000000138|000008481|
000000138|000008526|
000000138|000008355|
000000138|000009242|
000000138|000008374|
000000138|000008485|
000000138|000008473|
000000138|000008777|
000000138|000008770|
000000139|000008770|
000000139|000008477|
000000139|000008355|
000000139|000008374|
000000139|000008777|
000000139|000008473|
000000139|000008489|
000000139|000008493|
000000139|000008485|
000000139|000008526|
000000139|000008530|
000000139|000008481|
000000140|000008770|
000000140|000008477|
000000140|000008473|
000000140|000008374|
000000140|000008777|
000000140|000008493|
000000140|000008355|
000000140|000008485|
000000140|000008481|
000000140|000008526|
000000140|000008489|
000000140|000008530|
000000140|000009242|
000000146|000008777|
000000146|000008355|
000000146|000008770|
000000146|000008477|
000000146|000008473|
000000146|000008530|
000000146|000008481|
000000146|000008493|
000000146|000008485|
000000146|000008374|
000000146|000008526|
000000146|000008489|
000000147|000008477|
000000147|000009189|
000000147|000008773|
000000147|000008493|
000000147|000008485|
000000147|000008526|
000000147|000008473|
000000147|000008770|
000000147|000008374|
000000147|000008530|
000000147|000008489|
000000147|000009242|
000000147|000008481|
000000147|000008777|
000000147|000008355|
000000148|000008526|
000000148|000009242|
000000148|000008777|
000000148|000008493|
000000148|000008477|
000000148|000008530|
000000148|000008481|
000000148|000008374|
000000148|000008770|
000000148|000008355|
000000148|000008473|
000000148|000008489|
000000148|000008485|
000000151|000008770|
000000151|000008481|
000000151|000009242|
000000151|000008485|
000000151|000008374|
000000151|000008355|
000000151|000008473|
000000151|000008530|
000000151|000008493|
000000151|000008526|
000000151|000008777|
000000151|000008477|
000000151|000008489|
000000151|000009189|
000000152|000008473|
000000152|000008777|
000000152|000008493|
000000152|000008485|
000000152|000008530|
000000152|000008481|
000000152|000009242|
000000152|000008770|
000000152|000008374|
000000152|000008477|
000000152|000008489|
000000152|000008526|
000000152|000008355|
000000153|000008530|
000000153|000008485|
000000153|000008473|
000000153|000008526|
000000153|000009242|
000000153|000008481|
000000153|000008355|
000000153|000008770|
000000153|000008493|
000000153|000008477|
000000153|000008374|
000000153|000008777|
000000153|000008489|
000000154|000008485|
000000154|000008473|
000000154|000008355|
000000154|000008481|
000000154|000008530|
000000154|000008477|
000000154|000008493|
000000154|000008770|
000000154|000008489|
000000154|000008526|
000000154|000008374|
000000154|000008777|
000000155|000008777|
000000155|000008477|
000000155|000008770|
000000155|000008485|
000000155|000008493|
000000155|000008355|
000000155|000008481|
000000155|000008374|
000000155|000008526|
000000155|000009242|
000000155|000008489|
000000155|000008530|
000000155|000008473|
000000156|000008355|
000000156|000008493|
000000156|000008526|
000000156|000008777|
000000156|000008481|
000000156|000008473|
000000156|000009189|
000000156|000008485|
000000156|000009242|
000000156|000008770|
000000156|000008489|
000000156|000008530|
000000156|000008477|
000000156|000008374|
000000157|000008473|
000000157|000008355|
000000157|000008530|
000000157|000008485|
000000157|000009189|
000000157|000008489|
000000157|000008493|
000000157|000008770|
000000157|000008477|
000000157|000008777|
000000157|000008374|
000000157|000009242|
000000157|000008526|
000000157|000008481|
000000158|000008493|
000000158|000008481|
000000158|000008489|
000000158|000009242|
000000158|000008355|
000000158|000008485|
000000158|000008530|
000000158|000008477|
000000158|000008777|
000000158|000008770|
000000158|000008526|
000000158|000008473|
000000158|000008374|
000000159|000008374|
000000159|000009242|
000000159|000008493|
000000159|000008530|
000000159|000008777|
000000159|000008485|
000000159|000008355|
000000159|000008489|
000000159|000008526|
000000159|000008477|
000000159|000008481|
000000159|000008473|
000000159|000008770|
000000160|000008770|
000000160|000008485|
000000160|000008473|
000000160|000008526|
000000160|000008530|
000000160|000008777|
000000160|000008493|
000000160|000008477|
000000160|000008489|
000000160|000008374|
000000160|000009242|
000000160|000008355|
000000160|000008481|
000000164|000008477|
000000164|000008473|
000000164|000008355|
000000164|000008493|
000000164|000008481|
000000164|000008777|
000000164|000008770|
000000164|000008530|
000000164|000008489|
000000164|000008374|
000000164|000008526|
000000164|000009189|
000000164|000009242|
000000164|000008485|
000000165|000008481|
000000165|000009242|
000000165|000008530|
000000165|000008473|
000000165|000008770|
000000165|000008526|
000000165|000009189|
000000165|000008355|
000000165|000008493|
000000165|000008777|
000000165|000008477|
000000165|000008485|
000000165|000008489|
000000165|000008374|
000000166|000008481|
000000166|000008526|
000000166|000008355|
000000166|000008485|
000000166|000008477|
000000166|000008770|
000000166|000008530|
000000166|000008489|
000000166|000008473|
000000166|000009185|
000000166|000008374|
000000166|000008777|
000000166|000008493|
000000167|000008485|
000000167|000008530|
000000167|000008493|
000000167|000008481|
000000167|000008489|
000000167|000008355|
000000167|000008770|
000000167|000008777|
000000167|000008526|
000000167|000008374|
000000167|000008477|
000000167|000008473|
000000168|000008777|
000000168|000008355|
000000168|000008481|
000000168|000008493|
000000168|000008489|
000000168|000008374|
000000168|000008485|
000000168|000008530|
000000168|000008473|
000000168|000008477|
000000168|000008770|
000000168|000008526|
000000169|000008530|
000000169|000008473|
000000169|000008493|
000000169|000008777|
000000169|000008489|
000000169|000008485|
000000169|000008481|
000000169|000009242|
000000169|000008355|
000000169|000008770|
000000169|000008526|
000000169|000008477|
000000169|000008374|
000000218|000008473|
000000218|000008485|
000000218|000008477|
000000218|000008355|
000000218|000008481|
000000218|000008493|
000000218|000008526|
000000218|000008770|
000000218|000008374|
000000218|000009242|
000000218|000008530|
000000218|000008777|
000000218|000008773|
000000218|000008489|
000000219|000008481|
000000219|000008473|
000000219|000008530|
000000219|000008374|
000000219|000008777|
000000219|000008526|
000000219|000008485|
000000219|000008770|
000000219|000008489|
000000219|000008773|
000000219|000008493|
000000219|000008355|
000000219|000009254|
000000219|000009242|
000000219|000008477|
000000225|000008526|
000000225|000008473|
000000225|000008481|
000000225|000008477|
000000225|000008777|
000000225|000008770|
000000225|000008489|
000000225|000008530|
000000225|000008773|
000000225|000008374|
000000225|000008485|
000000225|000008493|
000000225|000008355|
000000225|000009242|
000000226|000008485|
000000226|000008493|
000000226|000008473|
000000226|000008481|
000000226|000008526|
000000226|000008530|
000000226|000008355|
000000226|000008773|
000000226|000008489|
000000226|000009242|
000000226|000008374|
000000226|000008777|
000000226|000008477|
000000226|000008770|
000000230|000008485|
000000230|000008770|
000000230|000008355|
000000230|000008489|
000000230|000008526|
000000230|000008477|
000000230|000008473|
000000230|000008777|
000000230|000008530|
000000230|000008493|
000000230|000008773|
000000230|000009254|
000000230|000008481|
000000230|000008374|
000000231|000008777|
000000231|000009254|
000000231|000008355|
000000231|000008530|
000000231|000008473|
000000231|000008481|
000000231|000008773|
000000231|000008485|
000000231|000008477|
000000231|000008493|
000000231|000008374|
000000231|000008526|
000000231|000008489|
000000231|000008770|
000000238|000008526|
000000238|000008770|
000000238|000008777|
000000238|000008374|
000000238|000008355|
000000238|000008481|
000000238|000008473|
000000238|000008485|
000000238|000008489|
000000238|000008530|
000000238|000008477|
000000238|000008493|
000000239|000008493|
000000239|000008777|
000000239|000008530|
000000239|000008477|
000000239|000008526|
000000239|000008374|
000000239|000008770|
000000239|000008481|
000000239|000008473|
000000239|000008489|
000000239|000008355|
000000239|000008485|
000000240|000008477|
000000240|000008770|
000000240|000008374|
000000240|000008489|
000000240|000008473|
000000240|000008355|
000000240|000008481|
000000240|000008485|
000000240|000008493|
000000240|000008526|
000000240|000008777|
000000240|000008530|
000000241|000008477|
000000241|000008485|
000000241|000008526|
000000241|000008777|
000000241|000008473|
000000241|000008489|
000000241|000008530|
000000241|000008481|
000000241|000008355|
000000241|000008770|
000000241|000008374|
000000241|000008493|
000000242|000008770|
000000242|000008526|
000000242|000008493|
000000242|000008355|
000000242|000008485|
000000242|000008777|
000000242|000008481|
000000242|000008489|
000000242|000008477|
000000242|000008374|
000000242|000008530|
000000242|000008473|
000000282|000008493|
000000282|000009254|
000000282|000008374|
000000282|000008473|
000000282|000008526|
000000282|000008489|
000000282|000008477|
000000282|000009242|
000000282|000008485|
000000282|000008355|
000000282|000008481|
000000282|000008530|
000000282|000008777|
000000282|000008770|
000000283|000008493|
000000283|000008777|
000000283|000008770|
000000283|000008477|
000000283|000008473|
000000283|000008374|
000000283|000008481|
000000283|000008489|
000000283|000008355|
000000283|000008485|
000000283|000008526|
000000283|000008530|
000000283|000009242|
000000284|000008481|
000000284|000009242|
000000284|000008374|
000000284|000008777|
000000284|000008477|
000000284|000008355|
000000284|000008530|
000000284|000008770|
000000284|000008485|
000000284|000008489|
000000284|000008526|
000000284|000008473|
000000284|000008493|
000000285|000008485|
000000285|000008526|
000000285|000008355|
000000285|000008530|
000000285|000008477|
000000285|000009242|
000000285|000008777|
000000285|000008493|
000000285|000008473|
000000285|000008374|
000000285|000008489|
000000285|000008770|
000000285|000008481|
000000286|000008481|
000000286|000008530|
000000286|000008770|
000000286|000009242|
000000286|000008485|
000000286|000008473|
000000286|000008493|
000000286|000008489|
000000286|000008355|
000000286|000008777|
000000286|000008526|
000000286|000008374|
000000286|000008477|
000000287|000008526|
000000287|000009242|
000000287|000008485|
000000287|000008493|
000000287|000008770|
000000287|000008355|
000000287|000008477|
000000287|000008374|
000000287|000008777|
000000287|000008473|
000000287|000008481|
000000287|000008530|
000000287|000008489|
000000288|000009242|
000000288|000008493|
000000288|000008355|
000000288|000008530|
000000288|000008489|
000000288|000008526|
000000288|000008473|
000000288|000008770|
000000288|000008477|
000000288|000008481|
000000288|000008485|
000000288|000008374|
000000288|000008777|
000000292|000008530|
000000292|000008374|
000000292|000008777|
000000292|000008473|
000000292|000008489|
000000292|000008770|
000000292|000008493|
000000292|000008481|
000000292|000009242|
000000292|000008355|
000000292|000008485|
000000292|000008477|
000000292|000009254|
000000292|000008526|
000000297|000008355|
000000297|000008477|
000000297|000008481|
000000297|000009242|
000000297|000008485|
000000297|000008489|
000000297|000008526|
000000297|000008493|
000000297|000008770|
000000297|000008530|
000000297|000008374|
000000297|000008777|
000000297|000008473|
000000300|000008489|
000000300|000008493|
000000300|000008477|
000000300|000008526|
000000300|000008770|
000000300|000009254|
000000300|000008481|
000000300|000008777|
000000300|000008374|
000000300|000008530|
000000300|000009242|
000000300|000008473|
000000300|000008355|
000000300|000008485|
000000301|000008485|
000000301|000008477|
000000301|000008526|
000000301|000008777|
000000301|000008473|
000000301|000008374|
000000301|000008770|
000000301|000008530|
000000301|000009242|
000000301|000008481|
000000301|000008493|
000000301|000008355|
000000301|000008489|
000000302|000009242|
000000302|000008355|
000000302|000008481|
000000302|000008530|
000000302|000008473|
000000302|000008777|
000000302|000008485|
000000302|000008477|
000000302|000008374|
000000302|000008526|
000000302|000008489|
000000302|000008770|
000000302|000008493|
000000303|000009242|
000000303|000008530|
000000303|000008526|
000000303|000008374|
000000303|000008770|
000000303|000008489|
000000303|000008477|
000000303|000008355|
000000303|000008493|
000000303|000008485|
000000303|000008481|
000000303|000008473|
000000303|000008777|
000000304|000008526|
000000304|000009242|
000000304|000008777|
000000304|000008481|
000000304|000008355|
000000304|000008530|
000000304|000008374|
000000304|000008770|
000000304|000008485|
000000304|000008477|
000000304|000008473|
000000304|000008493|
000000304|000008489|
000000305|000008770|
000000305|000008477|
000000305|000008473|
000000305|000009242|
000000305|000008374|
000000305|000008777|
000000305|000008485|
000000305|000008493|
000000305|000008481|
000000305|000008530|
000000305|000008489|
000000305|000008526|
000000305|000008355|
000000306|000008481|
000000306|000008355|
000000306|000008489|
000000306|000008374|
000000306|000008770|
000000306|000008473|
000000306|000008485|
000000306|000008530|
000000306|000009242|
000000306|000008493|
000000306|000008526|
000000306|000008777|
000000306|000008477|
000000308|000009242|
000000308|000008477|
000000308|000008777|
000000308|000008481|
000000308|000008374|
000000308|000008526|
000000308|000008485|
000000308|000008473|
000000308|000008355|
000000308|000008493|
000000308|000008489|
000000308|000008770|
000000308|000008530|
000000310|000008374|
000000310|000008777|
000000310|000008770|
000000310|000008526|
000000310|000008493|
000000310|000008485|
000000310|000008477|
000000310|000008355|
000000310|000008489|
000000310|000008530|
000000310|000008481|
000000310|000008473|
000000311|000008489|
000000311|000009242|
000000311|000008355|
000000311|000008481|
000000311|000008770|
000000311|000008530|
000000311|000008477|
000000311|000008493|
000000311|000008473|
000000311|000008526|
000000311|000008777|
000000311|000008485|
000000311|000008374|
000000314|000008526|
000000314|000008777|
000000314|000009242|
000000314|000008489|
000000314|000008374|
000000314|000008477|
000000314|000008473|
000000314|000008530|
000000314|000008493|
000000314|000008485|
000000314|000008355|
000000314|000008481|
000000314|000008770|
000000315|000008493|
000000315|000008770|
000000315|000008374|
000000315|000009242|
000000315|000008477|
000000315|000008489|
000000315|000008473|
000000315|000008355|
000000315|000008777|
000000315|000008485|
000000315|000008530|
000000315|000008481|
000000315|000008526|
000000317|000008481|
